Page,Day Index,Page Views,Unique Page Views,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/mesa-cocina-bar-moderno-madera-blanco-basic.html,14/10/2017,9,9,00:01:00,9,0.00%,0.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,02/11/2017,9,9,00:00:00,9,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,03/11/2017,94,84,00:01:21,84,89.29%,89.36%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,04/11/2017,168,159,00:02:55,140,80.00%,77.98%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,05/11/2017,168,150,00:08:29,140,80.00%,77.98%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,06/11/2017,122,75,00:04:27,75,49.33%,45.90%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,07/11/2017,75,75,00:00:38,66,74.67%,88.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,08/11/2017,56,56,00:00:00,56,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,09/11/2017,84,84,00:04:12,84,66.67%,89.29%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,10/11/2017,94,75,00:00:54,75,74.67%,79.79%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,11/11/2017,37,37,00:01:26,37,75.68%,75.68%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,12/11/2017,103,94,00:03:04,94,79.79%,81.55%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,13/11/2017,168,140,00:02:53,140,67.14%,77.98%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,14/11/2017,131,122,00:00:47,103,91.26%,85.50%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,15/11/2017,47,37,00:02:41,37,51.35%,59.57%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,16/11/2017,178,131,00:01:50,131,60.00%,62.92%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,17/11/2017,112,112,00:04:02,103,100.00%,91.96%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,18/11/2017,75,75,00:00:23,66,100.00%,88.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,19/11/2017,75,66,00:00:28,56,83.93%,88.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,20/11/2017,150,140,00:00:37,122,71.76%,68.67%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,21/11/2017,159,94,00:02:01,94,79.79%,52.83%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,22/11/2017,112,84,00:01:34,75,62.67%,50.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,23/11/2017,47,47,00:04:41,47,78.72%,78.72%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,24/11/2017,84,56,00:00:28,56,50.00%,55.95%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,25/11/2017,84,47,00:00:39,47,59.57%,44.05%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,26/11/2017,159,140,00:03:36,122,91.80%,76.73%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,27/11/2017,75,75,00:00:00,75,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,28/11/2017,150,84,00:02:59,84,39.36%,44.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,29/11/2017,103,84,00:01:17,84,89.29%,81.55%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,30/11/2017,84,75,00:00:29,75,74.67%,78.57%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,01/12/2017,19,19,00:00:00,19,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,02/12/2017,75,56,00:00:30,56,83.93%,74.67%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,03/12/2017,66,56,00:01:07,56,83.93%,84.85%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,04/12/2017,75,66,00:01:16,56,83.93%,74.67%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,05/12/2017,19,19,00:00:00,19,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,06/12/2017,56,56,00:00:00,56,84.85%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,07/12/2017,66,56,00:00:56,56,83.93%,84.85%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,08/12/2017,37,19,00:10:11,19,47.37%,51.35%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,09/12/2017,187,140,00:03:58,131,78.63%,65.24%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,10/12/2017,56,56,00:00:00,56,66.07%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,11/12/2017,28,28,00:00:00,28,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,12/12/2017,47,28,00:00:33,28,51.35%,59.57%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,13/12/2017,131,94,00:07:15,84,55.95%,71.76%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,14/12/2017,28,9,00:03:35,9,0.00%,0.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,15/12/2017,9,9,00:00:00,9,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,16/12/2017,37,28,00:01:09,28,67.86%,75.68%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,17/12/2017,28,28,00:00:00,28,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,18/12/2017,9,9,00:00:00,9,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,19/12/2017,37,37,00:02:17,19,100.00%,75.68%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,20/12/2017,19,19,00:00:00,9,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,23/12/2017,9,9,00:00:00,9,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,24/12/2017,9,9,00:00:00,9,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,25/12/2017,9,9,00:00:00,9,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,26/12/2017,19,19,00:00:00,19,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,27/12/2017,9,9,00:00:00,9,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,28/12/2017,28,19,00:01:30,19,47.37%,67.86%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,29/12/2017,9,9,00:00:14,0,0.00%,0.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,30/12/2017,66,47,00:00:38,47,59.57%,42.42%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,31/12/2017,9,9,00:00:54,9,0.00%,0.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,01/01/2018,37,28,00:04:50,28,32.14%,75.68%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,02/01/2018,75,56,00:01:37,56,50.00%,49.33%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,03/01/2018,75,56,00:02:14,19,67.86%,49.33%,€17.72
/mesa-cocina-bar-moderno-madera-blanco-basic.html,04/01/2018,56,37,00:00:33,28,67.86%,66.07%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,05/01/2018,19,19,00:00:00,19,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,06/01/2018,56,47,00:04:25,37,75.68%,83.93%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,07/01/2018,66,56,00:08:50,37,51.35%,42.42%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,08/01/2018,19,19,00:00:03,9,100.00%,47.37%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,09/01/2018,140,122,00:02:04,112,75.00%,73.57%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,10/01/2018,75,66,00:00:30,66,84.85%,88.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,11/01/2018,103,94,00:00:58,94,89.36%,91.26%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,12/01/2018,66,66,00:03:13,56,100.00%,84.85%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,13/01/2018,84,75,00:03:17,75,74.67%,78.57%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,14/01/2018,168,150,00:04:56,122,91.80%,77.98%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,15/01/2018,122,103,00:01:33,84,78.57%,68.85%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,16/01/2018,84,84,00:01:32,66,88.00%,89.29%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,17/01/2018,140,112,00:04:03,103,54.37%,60.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,18/01/2018,140,122,00:04:15,112,75.00%,73.57%,€6.31
/mesa-cocina-bar-moderno-madera-blanco-basic.html,19/01/2018,84,66,00:00:41,66,71.21%,78.57%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,20/01/2018,94,66,00:00:58,66,42.42%,50.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,21/01/2018,243,215,00:02:22,187,95.19%,81.07%,€3.58
/mesa-cocina-bar-moderno-madera-blanco-basic.html,22/01/2018,131,66,00:00:09,47,59.57%,42.75%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,23/01/2018,47,37,00:01:37,19,100.00%,78.72%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,24/01/2018,19,19,00:00:00,19,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,25/01/2018,56,47,00:00:45,9,100.00%,33.93%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,26/01/2018,19,9,00:02:23,9,0.00%,47.37%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,27/01/2018,19,19,00:00:23,9,100.00%,47.37%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,28/01/2018,19,19,00:00:00,19,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,29/01/2018,19,19,00:00:17,9,100.00%,47.37%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,30/01/2018,56,9,00:00:41,0,0.00%,0.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,05/02/2018,9,9,00:00:50,9,0.00%,0.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,07/02/2018,75,28,00:03:35,9,100.00%,25.33%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,13/02/2018,9,9,00:06:07,0,0.00%,0.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,17/02/2018,19,19,00:00:00,19,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,27/02/2018,9,9,00:00:00,9,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,05/03/2018,9,9,00:00:18,0,0.00%,0.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,11/03/2018,28,28,00:02:44,28,67.86%,67.86%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,13/03/2018,9,9,00:01:27,0,0.00%,0.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,14/03/2018,28,28,00:01:17,9,100.00%,32.14%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,16/03/2018,28,28,00:01:01,9,100.00%,67.86%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,17/03/2018,9,9,00:00:16,9,0.00%,0.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,18/03/2018,9,9,00:00:00,9,100.00%,100.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,22/03/2018,66,66,00:00:18,56,83.93%,84.85%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,23/03/2018,47,37,00:00:19,28,67.86%,59.57%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,24/03/2018,47,37,00:00:06,37,75.68%,78.72%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,25/03/2018,66,47,00:00:38,37,51.35%,42.42%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,26/03/2018,150,94,00:01:32,66,84.85%,44.00%,€0.00
/mesa-cocina-bar-moderno-madera-blanco-basic.html,27/03/2018,122,103,00:01:36,103,72.82%,77.05%,€0.00
