,Reference,CatN1,CatN2,Cat_Price,Dates,CPC_medio,Impressions,Clics,Page_Views,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,Net_Incomes,Units_sold,ROAS_Ads,CTR,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w
28,122539,decoración para tu casa,espejos de pie y vestidores,50.0,2018-10-01,0.19,2527.0,23.0,0.0,4.37,0.5,1.5,22.82,22.82,145.49,4.0,5.22,0.009101701622477245,0.17,0.13,0.09,0.06,2527.0,2527.0,2527.0,2527.0,23.0,23.0,23.0,23.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,4.37,4.37,4.37,4.37,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,22.82,22.82,22.82,22.82,22.82,22.82,22.82,22.82,145.49,145.49,145.49,145.49,4.0,4.0,4.0,4.0
29,122539,decoración para tu casa,espejos de pie y vestidores,50.0,2018-10-02,0.16,2238.0,41.0,47.0,6.61,0.2,0.2,9.78,9.78,0.0,0.0,1.48,0.01831992850759607,0.17,0.14,0.09,0.07,2382.5,2382.5,2382.5,2382.5,32.0,32.0,32.0,32.0,0.01,0.01,0.01,0.01,23.5,23.5,23.5,23.5,5.49,5.49,5.49,5.49,0.35,0.35,0.35,0.35,0.85,0.85,0.85,0.85,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,72.74,72.74,72.74,72.74,2.0,2.0,2.0,2.0
30,122539,decoración para tu casa,espejos de pie y vestidores,50.0,2018-10-03,0.21,1972.0,28.0,9.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014198782961460446,0.18,0.16,0.1,0.08,2245.67,2245.67,2245.67,2245.67,30.67,30.67,30.67,30.67,0.01,0.01,0.01,0.01,18.67,18.67,18.67,18.67,5.58,5.58,5.58,5.58,0.23,0.23,0.23,0.23,0.57,0.57,0.57,0.57,10.87,10.87,10.87,10.87,10.87,10.87,10.87,10.87,48.5,48.5,48.5,48.5,1.33,1.33,1.33,1.33
31,122539,decoración para tu casa,espejos de pie y vestidores,50.0,2018-10-04,0.19,1815.0,29.0,47.0,5.54,0.0,1.0,0.0,0.0,40.41,1.0,0.0,0.015977961432506887,0.18,0.16,0.11,0.08,2138.0,2138.0,2138.0,2138.0,30.25,30.25,30.25,30.25,0.01,0.01,0.01,0.01,25.75,25.75,25.75,25.75,5.57,5.57,5.57,5.57,0.18,0.18,0.18,0.18,0.68,0.68,0.68,0.68,8.15,8.15,8.15,8.15,8.15,8.15,8.15,8.15,46.48,46.48,46.48,46.48,1.25,1.25,1.25,1.25
32,122539,decoración para tu casa,espejos de pie y vestidores,50.0,2018-10-05,0.21,1915.0,25.0,37.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013054830287206266,0.19,0.18,0.12,0.09,2093.4,2093.4,2093.4,2093.4,29.2,29.2,29.2,29.2,0.01,0.01,0.01,0.01,28.0,28.0,28.0,28.0,5.51,5.51,5.51,5.51,0.14,0.14,0.14,0.14,0.54,0.54,0.54,0.54,6.52,6.52,6.52,6.52,6.52,6.52,6.52,6.52,37.18,37.18,37.18,37.18,1.0,1.0,1.0,1.0
33,122539,decoración para tu casa,espejos de pie y vestidores,50.0,2018-10-06,0.18,2562.0,25.0,19.0,4.56,1.25,2.25,58.24,58.24,36.37,1.0,12.77,0.00975800156128025,0.19,0.18,0.13,0.1,2171.5,2171.5,2171.5,2171.5,28.5,28.5,28.5,28.5,0.01,0.01,0.01,0.01,26.5,26.5,26.5,26.5,5.35,5.35,5.35,5.35,0.32,0.32,0.32,0.32,0.82,0.82,0.82,0.82,15.14,15.14,15.14,15.14,15.14,15.14,15.14,15.14,37.04,37.04,37.04,37.04,1.0,1.0,1.0,1.0
34,122539,decoración para tu casa,espejos de pie y vestidores,50.0,2018-10-07,0.2,3213.0,42.0,47.0,8.43,2.0,2.0,92.91,92.91,36.37,1.0,11.02,0.013071895424836602,0.19,0.18,0.14,0.11,2320.29,2320.29,2320.29,2320.29,30.43,30.43,30.43,30.43,0.01,0.01,0.01,0.01,29.43,29.43,29.43,29.43,5.79,5.79,5.79,5.79,0.56,0.56,0.56,0.56,0.99,0.99,0.99,0.99,26.25,26.25,26.25,26.25,26.25,26.25,26.25,26.25,36.95,36.95,36.95,36.95,1.0,1.0,1.0,1.0
35,122539,decoración para tu casa,espejos de pie y vestidores,50.0,2018-10-08,0.19,2493.0,32.0,19.0,6.18,0.33,2.33,16.3,16.3,0.0,0.0,2.64,0.012835940633774568,0.19,0.18,0.15,0.11,2315.43,2341.88,2341.88,2341.88,31.71,30.62,30.62,30.62,0.01,0.01,0.01,0.01,32.14,28.12,28.12,28.12,6.05,5.84,5.84,5.84,0.54,0.54,0.54,0.54,1.11,1.16,1.16,1.16,25.32,25.01,25.01,25.01,25.32,25.01,25.01,25.01,16.16,32.33,32.33,32.33,0.43,0.88,0.88,0.88
36,122539,decoración para tu casa,espejos de pie y vestidores,50.0,2018-10-09,0.2,2639.0,39.0,37.0,7.65,0.33,1.33,16.3,16.3,40.41,1.0,2.13,0.014778325123152709,0.2,0.18,0.16,0.12,2372.71,2374.89,2374.89,2374.89,31.43,31.56,31.56,31.56,0.01,0.01,0.01,0.01,30.71,29.11,29.11,29.11,6.2,6.04,6.04,6.04,0.56,0.51,0.51,0.51,1.27,1.18,1.18,1.18,26.25,24.04,24.04,24.04,26.25,24.04,24.04,24.04,21.94,33.23,33.23,33.23,0.57,0.89,0.89,0.89
37,122539,decoración para tu casa,espejos de pie y vestidores,50.0,2018-10-10,0.2,2397.0,38.0,19.0,7.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015853149770546516,0.2,0.19,0.17,0.13,2433.43,2377.1,2377.1,2377.1,32.86,32.2,32.2,32.2,0.01,0.01,0.01,0.01,32.14,28.1,28.1,28.1,6.46,6.19,6.19,6.19,0.56,0.46,0.46,0.46,1.27,1.06,1.06,1.06,26.25,21.64,21.64,21.64,26.25,21.64,21.64,21.64,21.94,29.9,29.9,29.9,0.57,0.8,0.8,0.8
