,Reference,CatN1,CatN2,Cat_Price,Dates,CPC_medio,Impressions,Clics,Page_Views,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,Net_Incomes,Units_sold,ROAS_Ads,CTR,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w
28,89062,textil hogar,alfombras de bambú,100.0,2018-10-01,0.32,729.0,8.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010973936899862825,0.3,0.3,0.29,0.28,729.0,729.0,729.0,729.0,8.0,8.0,8.0,8.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,2.58,2.58,2.58,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,89062,textil hogar,alfombras de bambú,100.0,2018-10-02,0.29,1011.0,13.0,9.0,3.79,0.0,0.0,0.0,0.0,64.64,1.0,0.0,0.012858555885262116,0.3,0.3,0.29,0.28,870.0,870.0,870.0,870.0,10.5,10.5,10.5,10.5,0.01,0.01,0.01,0.01,4.5,4.5,4.5,4.5,3.18,3.18,3.18,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.32,32.32,32.32,32.32,0.5,0.5,0.5,0.5
30,89062,textil hogar,alfombras de bambú,100.0,2018-10-03,0.31,784.0,11.0,0.0,3.44,0.0,1.0,0.0,0.0,64.64,1.0,0.0,0.01403061224489796,0.3,0.3,0.29,0.28,841.33,841.33,841.33,841.33,10.67,10.67,10.67,10.67,0.01,0.01,0.01,0.01,3.0,3.0,3.0,3.0,3.27,3.27,3.27,3.27,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.09,43.09,43.09,43.09,0.67,0.67,0.67,0.67
31,89062,textil hogar,alfombras de bambú,100.0,2018-10-04,0.36,1166.0,17.0,0.0,6.15,1.0,2.0,86.9,86.9,71.82,1.0,14.13,0.014579759862778732,0.31,0.29,0.29,0.29,922.5,922.5,922.5,922.5,12.25,12.25,12.25,12.25,0.01,0.01,0.01,0.01,2.25,2.25,2.25,2.25,3.99,3.99,3.99,3.99,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,21.72,21.72,21.72,21.72,21.72,21.72,21.72,21.72,50.28,50.28,50.28,50.28,0.75,0.75,0.75,0.75
32,89062,textil hogar,alfombras de bambú,100.0,2018-10-05,0.19,739.0,8.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010825439783491205,0.29,0.29,0.29,0.29,885.8,885.8,885.8,885.8,11.4,11.4,11.4,11.4,0.01,0.01,0.01,0.01,1.8,1.8,1.8,1.8,3.5,3.5,3.5,3.5,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,17.38,17.38,17.38,17.38,17.38,17.38,17.38,17.38,40.22,40.22,40.22,40.22,0.6,0.6,0.6,0.6
33,89062,textil hogar,alfombras de bambú,100.0,2018-10-06,0.27,887.0,14.0,28.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015783540022547914,0.29,0.29,0.29,0.29,886.0,886.0,886.0,886.0,11.83,11.83,11.83,11.83,0.01,0.01,0.01,0.01,6.17,6.17,6.17,6.17,3.55,3.55,3.55,3.55,0.17,0.17,0.17,0.17,0.5,0.5,0.5,0.5,14.48,14.48,14.48,14.48,14.48,14.48,14.48,14.48,33.52,33.52,33.52,33.52,0.5,0.5,0.5,0.5
34,89062,textil hogar,alfombras de bambú,100.0,2018-10-07,0.24,1271.0,18.0,47.0,4.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014162077104642014,0.28,0.29,0.29,0.29,941.0,941.0,941.0,941.0,12.71,12.71,12.71,12.71,0.01,0.01,0.01,0.01,12.0,12.0,12.0,12.0,3.66,3.66,3.66,3.66,0.14,0.14,0.14,0.14,0.43,0.43,0.43,0.43,12.41,12.41,12.41,12.41,12.41,12.41,12.41,12.41,28.73,28.73,28.73,28.73,0.43,0.43,0.43,0.43
35,89062,textil hogar,alfombras de bambú,100.0,2018-10-08,0.38,1454.0,16.0,19.0,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011004126547455296,0.29,0.3,0.3,0.29,1044.57,1005.12,1005.12,1005.12,13.86,13.12,13.12,13.12,0.01,0.01,0.01,0.01,14.71,12.88,12.88,12.88,4.16,3.96,3.96,3.96,0.14,0.12,0.12,0.12,0.43,0.38,0.38,0.38,12.41,10.86,10.86,10.86,12.41,10.86,10.86,10.86,28.73,25.14,25.14,25.14,0.43,0.38,0.38,0.38
36,89062,textil hogar,alfombras de bambú,100.0,2018-10-09,0.4,1832.0,23.0,9.0,9.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012554585152838428,0.31,0.3,0.3,0.29,1161.86,1097.0,1097.0,1097.0,15.29,14.22,14.22,14.22,0.01,0.01,0.01,0.01,14.71,12.44,12.44,12.44,4.93,4.55,4.55,4.55,0.14,0.11,0.11,0.11,0.43,0.33,0.33,0.33,12.41,9.66,9.66,9.66,12.41,9.66,9.66,9.66,19.49,22.34,22.34,22.34,0.29,0.33,0.33,0.33
37,89062,textil hogar,alfombras de bambú,100.0,2018-10-10,0.28,1211.0,21.0,66.0,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017341040462427744,0.3,0.3,0.3,0.29,1222.86,1108.4,1108.4,1108.4,16.71,14.9,14.9,14.9,0.01,0.01,0.01,0.01,24.14,17.8,17.8,17.8,5.29,4.68,4.68,4.68,0.14,0.1,0.1,0.1,0.29,0.3,0.3,0.3,12.41,8.69,8.69,8.69,12.41,8.69,8.69,8.69,10.26,20.11,20.11,20.11,0.14,0.3,0.3,0.3
