,Reference,CatN1,CatN2,Cat_Price,Dates,CPC_medio,Impressions,Clics,Page_Views,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,Net_Incomes,Units_sold,ROAS_Ads,CTR,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w
28,82462,jardín y terraza,sillas y sillones de jardín y terraza,60.0,2018-10-01,0.31,1681.0,7.0,9.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004164187983343248,0.3,0.29,0.29,0.28,1681.0,1681.0,1681.0,1681.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,9.0,2.14,2.14,2.14,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,82462,jardín y terraza,sillas y sillones de jardín y terraza,60.0,2018-10-02,0.35,1385.0,11.0,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007942238267148015,0.3,0.3,0.29,0.28,1533.0,1533.0,1533.0,1533.0,9.0,9.0,9.0,9.0,0.01,0.01,0.01,0.01,4.5,4.5,4.5,4.5,2.99,2.99,2.99,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,82462,jardín y terraza,sillas y sillones de jardín y terraza,60.0,2018-10-03,0.29,1355.0,18.0,9.0,5.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013284132841328414,0.3,0.3,0.29,0.28,1473.67,1473.67,1473.67,1473.67,12.0,12.0,12.0,12.0,0.01,0.01,0.01,0.01,6.0,6.0,6.0,6.0,3.74,3.74,3.74,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,82462,jardín y terraza,sillas y sillones de jardín y terraza,60.0,2018-10-04,0.25,1500.0,9.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.29,0.3,0.29,0.28,1480.25,1480.25,1480.25,1480.25,11.25,11.25,11.25,11.25,0.01,0.01,0.01,0.01,4.5,4.5,4.5,4.5,3.36,3.36,3.36,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,82462,jardín y terraza,sillas y sillones de jardín y terraza,60.0,2018-10-05,0.31,1559.0,13.0,9.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008338678640153944,0.3,0.3,0.29,0.28,1496.0,1496.0,1496.0,1496.0,11.6,11.6,11.6,11.6,0.01,0.01,0.01,0.01,5.4,5.4,5.4,5.4,3.49,3.49,3.49,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,82462,jardín y terraza,sillas y sillones de jardín y terraza,60.0,2018-10-06,0.27,1974.0,17.0,9.0,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008611955420466059,0.3,0.3,0.29,0.28,1575.67,1575.67,1575.67,1575.67,12.5,12.5,12.5,12.5,0.01,0.01,0.01,0.01,6.0,6.0,6.0,6.0,3.68,3.68,3.68,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,82462,jardín y terraza,sillas y sillones de jardín y terraza,60.0,2018-10-07,0.3,2076.0,18.0,9.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008670520231213872,0.3,0.3,0.29,0.29,1647.14,1647.14,1647.14,1647.14,13.29,13.29,13.29,13.29,0.01,0.01,0.01,0.01,6.43,6.43,6.43,6.43,3.92,3.92,3.92,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,82462,jardín y terraza,sillas y sillones de jardín y terraza,60.0,2018-10-08,0.32,1807.0,17.0,9.0,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009407858328721638,0.3,0.3,0.3,0.29,1665.14,1667.12,1667.12,1667.12,14.71,13.75,13.75,13.75,0.01,0.01,0.01,0.01,6.43,6.75,6.75,6.75,4.39,4.11,4.11,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,82462,jardín y terraza,sillas y sillones de jardín y terraza,60.0,2018-10-09,0.36,2047.0,20.0,28.0,7.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009770395701025891,0.3,0.3,0.3,0.29,1759.71,1709.33,1709.33,1709.33,16.0,14.44,14.44,14.44,0.01,0.01,0.01,0.01,10.43,9.11,9.11,9.11,4.89,4.46,4.46,4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,82462,jardín y terraza,sillas y sillones de jardín y terraza,60.0,2018-10-10,0.34,1484.0,12.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008086253369272238,0.31,0.3,0.3,0.3,1778.14,1686.8,1686.8,1686.8,15.14,14.2,14.2,14.2,0.01,0.01,0.01,0.01,9.14,8.2,8.2,8.2,4.72,4.42,4.42,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
