,Reference,CatN1,CatN2,Cat_Price,Dates,CPC_medio,Impressions,Clics,Page_Views,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,Net_Incomes,Units_sold,ROAS_Ads,CTR,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w
28,122335,muebles,mesitas de noche,100.0,2018-10-01,0.29,1312.0,6.0,0.0,1.74,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004573170731707317,0.2,0.21,0.2,0.2,1312.0,1312.0,1312.0,1312.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,1.74,1.74,1.74,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,122335,muebles,mesitas de noche,100.0,2018-10-02,0.15,1055.0,1.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009478672985781991,0.19,0.2,0.2,0.19,1183.5,1183.5,1183.5,1183.5,3.5,3.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.94,0.94,0.94,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,122335,muebles,mesitas de noche,100.0,2018-10-03,0.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.18,0.18,0.19,1085.33,1085.33,1085.33,1085.33,2.33,2.33,2.33,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.63,0.63,0.63,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,122335,muebles,mesitas de noche,100.0,2018-10-04,0.37,1048.0,1.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009541984732824427,0.22,0.19,0.19,0.19,1076.0,1076.0,1076.0,1076.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.56,0.56,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,122335,muebles,mesitas de noche,100.0,2018-10-05,0.15,835.0,3.0,0.0,0.44,1.0,3.0,156.42,156.42,129.27,2.0,355.5,0.003592814371257485,0.22,0.19,0.19,0.19,1027.8,1027.8,1027.8,1027.8,2.2,2.2,2.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.54,0.54,0.2,0.2,0.2,0.2,0.8,0.8,0.8,0.8,31.28,31.28,31.28,31.28,31.28,31.28,31.28,31.28,25.85,25.85,25.85,25.85,0.4,0.4,0.4,0.4
33,122335,muebles,mesitas de noche,100.0,2018-10-06,0.26,825.0,5.0,9.0,1.29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.2,0.2,0.19,0.19,994.0,994.0,994.0,994.0,2.67,2.67,2.67,2.67,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,0.66,0.66,0.66,0.66,0.17,0.17,0.17,0.17,0.83,0.83,0.83,0.83,26.07,26.07,26.07,26.07,26.07,26.07,26.07,26.07,21.54,21.54,21.54,21.54,0.33,0.33,0.33,0.33
34,122335,muebles,mesitas de noche,100.0,2018-10-07,0.19,1117.0,5.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004476275738585497,0.2,0.2,0.19,0.19,1011.57,1011.57,1011.57,1011.57,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.29,1.29,1.29,1.29,0.71,0.71,0.71,0.71,0.14,0.14,0.14,0.14,0.71,0.71,0.71,0.71,22.35,22.35,22.35,22.35,22.35,22.35,22.35,22.35,18.47,18.47,18.47,18.47,0.29,0.29,0.29,0.29
35,122335,muebles,mesitas de noche,100.0,2018-10-08,0.18,780.0,3.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038461538461538464,0.19,0.19,0.2,0.19,935.57,982.62,982.62,982.62,2.57,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.29,1.12,1.12,1.12,0.54,0.69,0.69,0.69,0.14,0.12,0.12,0.12,0.57,0.62,0.62,0.62,22.35,19.55,19.55,19.55,22.35,19.55,19.55,19.55,18.47,16.16,16.16,16.16,0.29,0.25,0.25,0.25
36,122335,muebles,mesitas de noche,100.0,2018-10-09,0.17,600.0,3.0,28.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.19,0.19,0.2,0.19,870.57,940.11,940.11,940.11,2.86,3.0,3.0,3.0,0.0,0.0,0.0,0.0,5.29,4.11,4.11,4.11,0.59,0.67,0.67,0.67,0.14,0.11,0.11,0.11,0.57,0.56,0.56,0.56,22.35,17.38,17.38,17.38,22.35,17.38,17.38,17.38,18.47,14.36,14.36,14.36,0.29,0.22,0.22,0.22
37,122335,muebles,mesitas de noche,100.0,2018-10-10,0.2,458.0,3.0,9.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006550218340611353,0.22,0.2,0.19,0.19,809.0,891.9,891.9,891.9,3.29,3.0,3.0,3.0,0.0,0.0,0.0,0.0,6.57,4.6,4.6,4.6,0.67,0.66,0.66,0.66,0.14,0.1,0.1,0.1,0.57,0.5,0.5,0.5,22.35,15.64,15.64,15.64,22.35,15.64,15.64,15.64,18.47,12.93,12.93,12.93,0.29,0.2,0.2,0.2
