,Reference,CatN1,CatN2,Cat_Price,Dates,CPC_medio,Impressions,Clics,Page_Views,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,Net_Incomes,Units_sold,ROAS_Ads,CTR,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w
28,51140,muebles,mesitas de noche,150.0,2018-10-01,0.24,3481.0,30.0,37.0,7.08,0.0,1.0,0.0,0.0,93.64,1.0,0.0,0.008618213157138753,0.22,0.22,0.22,0.22,3481.0,3481.0,3481.0,3481.0,30.0,30.0,30.0,30.0,0.01,0.01,0.01,0.01,37.0,37.0,37.0,37.0,7.08,7.08,7.08,7.08,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.64,93.64,93.64,93.64,1.0,1.0,1.0,1.0
29,51140,muebles,mesitas de noche,150.0,2018-10-02,0.24,3820.0,31.0,47.0,7.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008115183246073299,0.22,0.22,0.22,0.22,3650.5,3650.5,3650.5,3650.5,30.5,30.5,30.5,30.5,0.01,0.01,0.01,0.01,42.0,42.0,42.0,42.0,7.21,7.21,7.21,7.21,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.82,46.82,46.82,46.82,0.5,0.5,0.5,0.5
30,51140,muebles,mesitas de noche,150.0,2018-10-03,0.22,3566.0,20.0,19.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005608524957936063,0.22,0.22,0.22,0.22,3622.33,3622.33,3622.33,3622.33,27.0,27.0,27.0,27.0,0.01,0.01,0.01,0.01,34.33,34.33,34.33,34.33,6.31,6.31,6.31,6.31,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.21,31.21,31.21,31.21,0.33,0.33,0.33,0.33
31,51140,muebles,mesitas de noche,150.0,2018-10-04,0.23,3036.0,25.0,56.0,5.69,0.4,1.4,69.52,69.52,0.0,0.0,12.22,0.008234519104084322,0.23,0.22,0.22,0.22,3475.75,3475.75,3475.75,3475.75,26.5,26.5,26.5,26.5,0.01,0.01,0.01,0.01,39.75,39.75,39.75,39.75,6.15,6.15,6.15,6.15,0.1,0.1,0.1,0.1,0.6,0.6,0.6,0.6,17.38,17.38,17.38,17.38,17.38,17.38,17.38,17.38,23.41,23.41,23.41,23.41,0.25,0.25,0.25,0.25
32,51140,muebles,mesitas de noche,150.0,2018-10-05,0.23,2562.0,16.0,37.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00624512099921936,0.23,0.22,0.22,0.22,3293.0,3293.0,3293.0,3293.0,24.4,24.4,24.4,24.4,0.01,0.01,0.01,0.01,39.2,39.2,39.2,39.2,5.66,5.66,5.66,5.66,0.08,0.08,0.08,0.08,0.48,0.48,0.48,0.48,13.9,13.9,13.9,13.9,13.9,13.9,13.9,13.9,18.73,18.73,18.73,18.73,0.2,0.2,0.2,0.2
33,51140,muebles,mesitas de noche,150.0,2018-10-06,0.22,3149.0,15.0,47.0,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00476341695776437,0.23,0.22,0.22,0.22,3269.0,3269.0,3269.0,3269.0,22.83,22.83,22.83,22.83,0.01,0.01,0.01,0.01,40.5,40.5,40.5,40.5,5.25,5.25,5.25,5.25,0.07,0.07,0.07,0.07,0.4,0.4,0.4,0.4,11.59,11.59,11.59,11.59,11.59,11.59,11.59,11.59,15.61,15.61,15.61,15.61,0.17,0.17,0.17,0.17
34,51140,muebles,mesitas de noche,150.0,2018-10-07,0.23,3894.0,40.0,9.0,9.12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01027221366204417,0.23,0.22,0.22,0.22,3358.29,3358.29,3358.29,3358.29,25.29,25.29,25.29,25.29,0.01,0.01,0.01,0.01,36.0,36.0,36.0,36.0,5.81,5.81,5.81,5.81,0.06,0.06,0.06,0.06,0.49,0.49,0.49,0.49,9.93,9.93,9.93,9.93,9.93,9.93,9.93,9.93,13.38,13.38,13.38,13.38,0.14,0.14,0.14,0.14
35,51140,muebles,mesitas de noche,150.0,2018-10-08,0.24,3070.0,22.0,9.0,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071661237785016286,0.23,0.22,0.22,0.22,3299.57,3322.25,3322.25,3322.25,24.14,24.88,24.88,24.88,0.01,0.01,0.01,0.01,32.0,32.62,32.62,32.62,5.55,5.74,5.74,5.74,0.06,0.05,0.05,0.05,0.34,0.42,0.42,0.42,9.93,8.69,8.69,8.69,9.93,8.69,8.69,8.69,0.0,11.7,11.7,11.7,0.0,0.12,0.12,0.12
36,51140,muebles,mesitas de noche,150.0,2018-10-09,0.26,4476.0,30.0,19.0,7.9,0.0,3.0,0.0,0.0,280.93,3.0,0.0,0.006702412868632708,0.23,0.23,0.22,0.22,3393.29,3450.44,3450.44,3450.44,24.0,25.44,25.44,25.44,0.01,0.01,0.01,0.01,28.0,31.11,31.11,31.11,5.63,5.98,5.98,5.98,0.06,0.04,0.04,0.04,0.77,0.71,0.71,0.71,9.93,7.72,7.72,7.72,9.93,7.72,7.72,7.72,40.13,41.62,41.62,41.62,0.43,0.44,0.44,0.44
37,51140,muebles,mesitas de noche,150.0,2018-10-10,0.26,3455.0,24.0,28.0,6.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006946454413892909,0.24,0.23,0.23,0.23,3377.43,3450.9,3450.9,3450.9,24.57,25.3,25.3,25.3,0.01,0.01,0.01,0.01,29.29,30.8,30.8,30.8,5.88,6.01,6.01,6.01,0.06,0.04,0.04,0.04,0.91,0.74,0.74,0.74,9.93,6.95,6.95,6.95,9.93,6.95,6.95,6.95,40.13,37.46,37.46,37.46,0.43,0.4,0.4,0.4
