,Reference,CatN1,CatN2,Cat_Price,Dates,CPC_medio,Impressions,Clics,Page_Views,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,Net_Incomes,Units_sold,ROAS_Ads,CTR,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w
28,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-01,0.24,1553.0,17.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010946555054732776,0.23,0.25,0.25,0.24,1553.0,1553.0,1553.0,1553.0,17.0,17.0,17.0,17.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,4.1,4.1,4.1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-02,0.21,1932.0,20.0,28.0,4.15,0.58,0.58,52.28,52.28,74.35,4.0,12.6,0.010351966873706004,0.23,0.24,0.24,0.24,1742.5,1742.5,1742.5,1742.5,18.5,18.5,18.5,18.5,0.01,0.01,0.01,0.01,14.0,14.0,14.0,14.0,4.12,4.12,4.12,4.12,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,26.14,26.14,26.14,26.14,26.14,26.14,26.14,26.14,37.17,37.17,37.17,37.17,2.0,2.0,2.0,2.0
30,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-03,0.28,1573.0,17.0,19.0,4.78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01080737444373808,0.23,0.24,0.25,0.24,1686.0,1686.0,1686.0,1686.0,18.0,18.0,18.0,18.0,0.01,0.01,0.01,0.01,15.67,15.67,15.67,15.67,4.34,4.34,4.34,4.34,0.19,0.19,0.19,0.19,0.53,0.53,0.53,0.53,17.43,17.43,17.43,17.43,17.43,17.43,17.43,17.43,24.78,24.78,24.78,24.78,1.33,1.33,1.33,1.33
31,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-04,0.24,1528.0,23.0,47.0,5.63,0.0,0.0,0.0,0.0,82.61,4.0,0.0,0.015052356020942409,0.23,0.24,0.25,0.24,1646.5,1646.5,1646.5,1646.5,19.25,19.25,19.25,19.25,0.01,0.01,0.01,0.01,23.5,23.5,23.5,23.5,4.66,4.66,4.66,4.66,0.14,0.14,0.14,0.14,0.4,0.4,0.4,0.4,13.07,13.07,13.07,13.07,13.07,13.07,13.07,13.07,39.24,39.24,39.24,39.24,2.0,2.0,2.0,2.0
32,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-05,0.19,1854.0,16.0,28.0,3.03,1.0,2.0,89.96,89.96,74.35,4.0,29.69,0.008629989212513484,0.23,0.23,0.24,0.24,1688.0,1688.0,1688.0,1688.0,18.6,18.6,18.6,18.6,0.01,0.01,0.01,0.01,24.4,24.4,24.4,24.4,4.34,4.34,4.34,4.34,0.32,0.32,0.32,0.32,0.72,0.72,0.72,0.72,28.45,28.45,28.45,28.45,28.45,28.45,28.45,28.45,46.26,46.26,46.26,46.26,2.4,2.4,2.4,2.4
33,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-06,0.22,2318.0,30.0,103.0,6.69,1.0,1.0,89.96,89.96,74.35,4.0,13.45,0.012942191544434857,0.23,0.23,0.24,0.24,1793.0,1793.0,1793.0,1793.0,20.5,20.5,20.5,20.5,0.01,0.01,0.01,0.01,37.5,37.5,37.5,37.5,4.73,4.73,4.73,4.73,0.43,0.43,0.43,0.43,0.76,0.76,0.76,0.76,38.7,38.7,38.7,38.7,38.7,38.7,38.7,38.7,50.94,50.94,50.94,50.94,2.67,2.67,2.67,2.67
34,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-07,0.26,2530.0,25.0,37.0,6.52,0.0,1.0,0.0,0.0,82.61,4.0,0.0,0.009881422924901186,0.23,0.23,0.24,0.24,1898.29,1898.29,1898.29,1898.29,21.14,21.14,21.14,21.14,0.01,0.01,0.01,0.01,37.43,37.43,37.43,37.43,4.99,4.99,4.99,4.99,0.37,0.37,0.37,0.37,0.8,0.8,0.8,0.8,33.17,33.17,33.17,33.17,33.17,33.17,33.17,33.17,55.47,55.47,55.47,55.47,2.86,2.86,2.86,2.86
35,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-08,0.22,2322.0,33.0,37.0,7.38,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.014211886304909561,0.23,0.23,0.24,0.24,2008.14,1951.25,1951.25,1951.25,23.43,22.62,22.62,22.62,0.01,0.01,0.01,0.01,42.71,37.38,37.38,37.38,5.45,5.29,5.29,5.29,0.37,0.32,0.32,0.32,1.08,0.95,0.95,0.95,33.17,29.02,29.02,29.02,33.17,29.02,29.02,29.02,55.47,48.53,48.53,48.53,2.86,2.5,2.5,2.5
36,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-09,0.26,2389.0,24.0,19.0,6.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010046044370029301,0.24,0.23,0.24,0.24,2073.43,1999.89,1999.89,1999.89,24.0,22.78,22.78,22.78,0.01,0.01,0.01,0.01,41.43,35.33,35.33,35.33,5.75,5.39,5.39,5.39,0.29,0.29,0.29,0.29,1.0,0.84,0.84,0.84,25.7,25.8,25.8,25.8,25.7,25.8,25.8,25.8,44.85,43.14,43.14,43.14,2.29,2.22,2.22,2.22
37,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-10,0.24,1977.0,17.0,28.0,4.07,0.0,2.0,0.0,0.0,74.35,4.0,0.0,0.008598887202832575,0.23,0.23,0.24,0.24,2131.14,1997.6,1997.6,1997.6,24.0,22.2,22.2,22.2,0.01,0.01,0.01,0.01,42.71,34.6,34.6,34.6,5.65,5.26,5.26,5.26,0.29,0.26,0.26,0.26,1.14,0.96,0.96,0.96,25.7,23.22,23.22,23.22,25.7,23.22,23.22,23.22,55.47,46.26,46.26,46.26,2.86,2.4,2.4,2.4
38,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-11,0.26,1514.0,14.0,47.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009247027741083224,0.24,0.24,0.24,0.24,2129.14,1953.64,1953.64,1953.64,22.71,21.45,21.45,21.45,0.01,0.01,0.01,0.01,42.71,35.73,35.73,35.73,5.36,5.11,5.11,5.11,0.29,0.23,0.23,0.23,1.14,0.87,0.87,0.87,25.7,21.11,21.11,21.11,25.7,21.11,21.11,21.11,43.67,42.06,42.06,42.06,2.29,2.18,2.18,2.18
39,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-12,0.2,1736.0,22.0,28.0,4.34,1.0,1.0,99.96,99.96,82.61,4.0,23.03,0.012672811059907835,0.24,0.23,0.23,0.24,2112.29,1935.5,1935.5,1935.5,23.57,21.5,21.5,21.5,0.01,0.01,0.01,0.01,42.71,35.08,35.08,35.08,5.55,5.04,5.04,5.04,0.29,0.3,0.3,0.3,1.0,0.88,0.88,0.88,27.13,27.68,27.68,27.68,27.13,27.68,27.68,27.68,44.85,45.44,45.44,45.44,2.29,2.33,2.33,2.33
40,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-13,0.25,2230.0,35.0,56.0,8.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01569506726457399,0.24,0.24,0.23,0.24,2099.71,1958.15,1958.15,1958.15,24.29,22.54,22.54,22.54,0.01,0.01,0.01,0.01,36.0,36.69,36.69,36.69,5.85,5.33,5.33,5.33,0.14,0.28,0.28,0.28,0.86,0.81,0.81,0.81,14.28,25.55,25.55,25.55,14.28,25.55,25.55,25.55,34.22,41.94,41.94,41.94,1.71,2.15,2.15,2.15
41,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-14,0.22,2995.0,32.0,103.0,6.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010684474123539232,0.24,0.24,0.23,0.24,2166.14,2032.21,2032.21,2032.21,25.29,23.21,23.21,23.21,0.01,0.01,0.01,0.01,45.43,41.43,41.43,41.43,5.92,5.45,5.45,5.45,0.14,0.26,0.26,0.26,0.71,0.76,0.76,0.76,14.28,23.73,23.73,23.73,14.28,23.73,23.73,23.73,22.42,38.94,38.94,38.94,1.14,2.0,2.0,2.0
42,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-15,0.22,2377.0,27.0,37.0,5.97,0.0,0.0,0.0,0.0,247.83,12.0,0.0,0.011358855700462769,0.24,0.23,0.23,0.24,2174.0,2091.07,2055.2,2055.2,24.43,23.93,23.47,23.47,0.01,0.01,0.01,0.01,45.43,44.07,41.13,41.13,5.71,5.58,5.49,5.49,0.14,0.26,0.24,0.24,0.43,0.76,0.71,0.71,14.28,23.73,22.14,22.14,14.28,23.73,22.14,22.14,57.83,56.65,52.87,52.87,2.86,2.86,2.67,2.67
43,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-16,0.25,2170.0,26.0,37.0,6.51,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.011981566820276499,0.23,0.24,0.23,0.24,2142.71,2108.07,2062.38,2062.38,24.71,24.36,23.62,23.62,0.01,0.01,0.01,0.01,48.0,44.71,40.88,40.88,5.76,5.75,5.55,5.55,0.14,0.21,0.22,0.22,0.71,0.86,0.79,0.79,14.28,19.99,20.76,20.76,14.28,19.99,20.76,20.76,57.83,51.34,49.57,49.57,2.86,2.57,2.5,2.5
44,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-17,0.3,1327.0,16.0,103.0,4.82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.012057272042200452,0.24,0.24,0.24,0.24,2049.86,2090.5,2019.12,2019.12,24.57,24.29,23.18,23.18,0.01,0.01,0.01,0.01,58.71,50.71,44.53,44.53,5.86,5.76,5.51,5.51,0.14,0.21,0.21,0.21,0.57,0.86,0.8,0.8,14.28,19.99,19.54,19.54,14.28,19.99,19.54,19.54,47.21,51.34,46.65,46.65,2.29,2.57,2.35,2.35
45,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-18,0.18,969.0,4.0,19.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041279669762641896,0.23,0.23,0.23,0.24,1972.0,2050.57,1960.78,1960.78,23.14,22.93,22.11,22.11,0.01,0.01,0.01,0.01,54.71,48.71,43.11,43.11,5.45,5.41,5.24,5.24,0.14,0.21,0.2,0.2,0.57,0.86,0.75,0.75,14.28,19.99,18.45,18.45,14.28,19.99,18.45,18.45,47.21,45.44,44.06,44.06,2.29,2.29,2.22,2.22
46,8141600,jardín y terraza,sillas y sillones de jardín y terraza,50.0,2018-10-19,0.0,882.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.22,0.22,0.23,1850.0,1981.14,1904.0,1904.0,20.0,21.79,20.95,20.95,0.01,0.01,0.01,0.01,52.0,47.36,41.32,41.32,4.83,5.19,4.96,4.96,0.0,0.14,0.19,0.19,0.43,0.71,0.71,0.71,0.0,13.57,17.48,17.48,0.0,13.57,17.48,17.48,35.4,40.12,41.74,41.74,1.71,2.0,2.11,2.11
