,Reference,CatN1,CatN2,Cat_Price,Dates,CPC_medio,Impressions,Clics,Page_Views,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,Net_Incomes,Units_sold,ROAS_Ads,CTR,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w
28,51148,muebles,"consolas, recibidores y tocadores",200.0,2018-10-01,0.09,664.0,4.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006024096385542169,0.08,0.1,0.11,0.11,664.0,664.0,664.0,664.0,4.0,4.0,4.0,4.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.37,0.37,0.37,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,51148,muebles,"consolas, recibidores y tocadores",200.0,2018-10-02,0.19,635.0,3.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004724409448818898,0.1,0.11,0.11,0.11,649.5,649.5,649.5,649.5,3.5,3.5,3.5,3.5,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.48,0.48,0.48,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,51148,muebles,"consolas, recibidores y tocadores",200.0,2018-10-03,0.14,608.0,6.0,0.0,0.86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.009868421052631578,0.12,0.11,0.11,0.11,635.67,635.67,635.67,635.67,4.33,4.33,4.33,4.33,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,51148,muebles,"consolas, recibidores y tocadores",200.0,2018-10-04,0.09,502.0,5.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099601593625498,0.11,0.11,0.11,0.11,602.25,602.25,602.25,602.25,4.5,4.5,4.5,4.5,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.57,0.57,0.57,0.57,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,51148,muebles,"consolas, recibidores y tocadores",200.0,2018-10-05,0.16,557.0,4.0,37.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00718132854578097,0.14,0.11,0.11,0.11,593.2,593.2,593.2,593.2,4.4,4.4,4.4,4.4,0.01,0.01,0.01,0.01,7.4,7.4,7.4,7.4,0.59,0.59,0.59,0.59,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,51148,muebles,"consolas, recibidores y tocadores",200.0,2018-10-06,0.13,609.0,7.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.13,0.11,0.11,0.11,595.83,595.83,595.83,595.83,4.83,4.83,4.83,4.83,0.01,0.01,0.01,0.01,6.17,6.17,6.17,6.17,0.64,0.64,0.64,0.64,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,51148,muebles,"consolas, recibidores y tocadores",200.0,2018-10-07,0.09,847.0,11.0,37.0,0.99,0.14,0.14,23.14,23.14,0.0,0.0,23.38,0.012987012987012988,0.13,0.11,0.11,0.11,631.71,631.71,631.71,631.71,5.71,5.71,5.71,5.71,0.01,0.01,0.01,0.01,10.57,10.57,10.57,10.57,0.69,0.69,0.69,0.69,0.02,0.02,0.02,0.02,0.16,0.16,0.16,0.16,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,51148,muebles,"consolas, recibidores y tocadores",200.0,2018-10-08,0.08,598.0,5.0,9.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008361204013377926,0.13,0.1,0.11,0.11,622.29,627.5,627.5,627.5,5.86,5.62,5.62,5.62,0.01,0.01,0.01,0.01,11.86,10.38,10.38,10.38,0.7,0.66,0.66,0.66,0.02,0.02,0.02,0.02,0.16,0.14,0.14,0.14,3.31,2.89,2.89,2.89,3.31,2.89,2.89,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,51148,muebles,"consolas, recibidores y tocadores",200.0,2018-10-09,0.14,636.0,4.0,9.0,0.56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.12,0.11,0.11,0.11,622.43,628.44,628.44,628.44,6.0,5.44,5.44,5.44,0.01,0.01,0.01,0.01,13.14,10.22,10.22,10.22,0.69,0.64,0.64,0.64,0.02,0.02,0.02,0.02,0.31,0.24,0.24,0.24,3.31,2.57,2.57,2.57,3.31,2.57,2.57,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,51148,muebles,"consolas, recibidores y tocadores",200.0,2018-10-10,0.14,480.0,6.0,19.0,0.83,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.12,0.12,0.11,0.11,604.14,613.6,613.6,613.6,6.0,5.5,5.5,5.5,0.01,0.01,0.01,0.01,15.86,11.1,11.1,11.1,0.69,0.66,0.66,0.66,0.02,0.01,0.01,0.01,0.31,0.31,0.31,0.31,3.31,2.31,2.31,2.31,3.31,2.31,2.31,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
