,Reference,CatN1,CatN2,Cat_Price,Dates,CPC_medio,Impressions,Clics,Page_Views,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,Net_Incomes,Units_sold,ROAS_Ads,CTR,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w
28,51149,muebles,"consolas, recibidores y tocadores",200.0,2018-10-01,0.29,2522.0,20.0,19.0,5.78,1.0,3.0,145.8,145.8,0.0,0.0,25.22,0.007930214115781126,0.29,0.27,0.27,0.28,2522.0,2522.0,2522.0,2522.0,20.0,20.0,20.0,20.0,0.01,0.01,0.01,0.01,19.0,19.0,19.0,19.0,5.78,5.78,5.78,5.78,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,145.8,145.8,145.8,145.8,145.8,145.8,145.8,145.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,51149,muebles,"consolas, recibidores y tocadores",200.0,2018-10-02,0.35,1624.0,12.0,0.0,4.24,1.0,2.0,220.0,220.0,0.0,0.0,51.89,0.007389162561576354,0.3,0.28,0.27,0.28,2073.0,2073.0,2073.0,2073.0,16.0,16.0,16.0,16.0,0.01,0.01,0.01,0.01,9.5,9.5,9.5,9.5,5.01,5.01,5.01,5.01,1.0,1.0,1.0,1.0,2.5,2.5,2.5,2.5,182.9,182.9,182.9,182.9,182.9,182.9,182.9,182.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,51149,muebles,"consolas, recibidores y tocadores",200.0,2018-10-03,0.24,257.0,3.0,19.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011673151750972763,0.29,0.27,0.27,0.27,1467.67,1467.67,1467.67,1467.67,11.67,11.67,11.67,11.67,0.01,0.01,0.01,0.01,12.67,12.67,12.67,12.67,3.58,3.58,3.58,3.58,0.67,0.67,0.67,0.67,1.67,1.67,1.67,1.67,121.93,121.93,121.93,121.93,121.93,121.93,121.93,121.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,51149,muebles,"consolas, recibidores y tocadores",200.0,2018-10-04,0.23,312.0,9.0,9.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028846153846153848,0.28,0.28,0.27,0.27,1178.75,1178.75,1178.75,1178.75,11.0,11.0,11.0,11.0,0.01,0.01,0.01,0.01,11.75,11.75,11.75,11.75,3.2,3.2,3.2,3.2,0.5,0.5,0.5,0.5,1.25,1.25,1.25,1.25,91.45,91.45,91.45,91.45,91.45,91.45,91.45,91.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,51149,muebles,"consolas, recibidores y tocadores",200.0,2018-10-05,0.23,325.0,1.0,19.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003076923076923077,0.27,0.28,0.27,0.27,1008.0,1008.0,1008.0,1008.0,9.0,9.0,9.0,9.0,0.01,0.01,0.01,0.01,13.2,13.2,13.2,13.2,2.61,2.61,2.61,2.61,0.4,0.4,0.4,0.4,1.0,1.0,1.0,1.0,73.16,73.16,73.16,73.16,73.16,73.16,73.16,73.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,51149,muebles,"consolas, recibidores y tocadores",200.0,2018-10-06,0.28,449.0,7.0,9.0,1.94,0.33,0.33,48.6,48.6,0.0,0.0,25.05,0.015590200445434299,0.27,0.28,0.27,0.27,914.83,914.83,914.83,914.83,8.67,8.67,8.67,8.67,0.01,0.01,0.01,0.01,12.5,12.5,12.5,12.5,2.5,2.5,2.5,2.5,0.39,0.39,0.39,0.39,0.89,0.89,0.89,0.89,69.07,69.07,69.07,69.07,69.07,69.07,69.07,69.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,51149,muebles,"consolas, recibidores y tocadores",200.0,2018-10-07,0.22,607.0,8.0,112.0,1.77,0.0,0.0,0.0,0.0,120.5,1.0,0.0,0.013179571663920923,0.26,0.27,0.27,0.27,870.86,870.86,870.86,870.86,8.57,8.57,8.57,8.57,0.01,0.01,0.01,0.01,26.71,26.71,26.71,26.71,2.39,2.39,2.39,2.39,0.33,0.33,0.33,0.33,0.76,0.76,0.76,0.76,59.2,59.2,59.2,59.2,59.2,59.2,59.2,59.2,17.21,17.21,17.21,17.21,0.14,0.14,0.14,0.14
35,51149,muebles,"consolas, recibidores y tocadores",200.0,2018-10-08,0.26,429.0,4.0,19.0,1.05,0.0,0.0,0.0,0.0,254.38,2.0,0.0,0.009324009324009324,0.26,0.27,0.27,0.27,571.86,815.62,815.62,815.62,6.29,8.0,8.0,8.0,0.01,0.01,0.01,0.01,26.71,25.75,25.75,25.75,1.72,2.22,2.22,2.22,0.19,0.29,0.29,0.29,0.33,0.67,0.67,0.67,38.37,51.8,51.8,51.8,38.37,51.8,51.8,51.8,53.55,46.86,46.86,46.86,0.43,0.38,0.38,0.38
36,51149,muebles,"consolas, recibidores y tocadores",200.0,2018-10-09,0.22,404.0,6.0,19.0,1.31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01485148514851485,0.24,0.27,0.26,0.27,397.57,769.89,769.89,769.89,5.43,7.78,7.78,7.78,0.01,0.01,0.01,0.01,29.43,25.0,25.0,25.0,1.3,2.12,2.12,2.12,0.05,0.26,0.26,0.26,0.19,0.7,0.7,0.7,6.94,46.04,46.04,46.04,6.94,46.04,46.04,46.04,53.55,41.65,41.65,41.65,0.43,0.33,0.33,0.33
37,51149,muebles,"consolas, recibidores y tocadores",200.0,2018-10-10,0.27,287.0,4.0,28.0,1.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.013937282229965157,0.24,0.27,0.26,0.27,401.86,721.6,721.6,721.6,5.57,7.4,7.4,7.4,0.01,0.01,0.01,0.01,30.71,25.3,25.3,25.3,1.35,2.02,2.02,2.02,0.05,0.23,0.23,0.23,0.33,0.73,0.73,0.73,6.94,41.44,41.44,41.44,6.94,41.44,41.44,41.44,53.55,37.49,37.49,37.49,0.43,0.3,0.3,0.3
