,Reference,CatN1,CatN2,Cat_Price,Dates,CPC_medio,Impressions,Clics,Page_Views,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,Net_Incomes,Units_sold,ROAS_Ads,CTR,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w
28,61118,baño,armarios de baño,100.0,2018-10-01,0.21,4927.0,63.0,94.0,13.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.012786685609904607,0.2,0.19,0.14,0.11,4927.0,4927.0,4927.0,4927.0,63.0,63.0,63.0,63.0,0.01,0.01,0.01,0.01,94.0,94.0,94.0,94.0,13.28,13.28,13.28,13.28,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,61118,baño,armarios de baño,100.0,2018-10-02,0.21,3419.0,47.0,37.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01374670956420006,0.21,0.2,0.15,0.12,4173.0,4173.0,4173.0,4173.0,55.0,55.0,55.0,55.0,0.01,0.01,0.01,0.01,65.5,65.5,65.5,65.5,11.49,11.49,11.49,11.49,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,61118,baño,armarios de baño,100.0,2018-10-03,0.25,1221.0,16.0,28.0,3.97,1.0,2.0,90.9,90.9,75.12,1.0,22.9,0.013104013104013105,0.21,0.2,0.17,0.12,3189.0,3189.0,3189.0,3189.0,42.0,42.0,42.0,42.0,0.01,0.01,0.01,0.01,53.0,53.0,53.0,53.0,8.98,8.98,8.98,8.98,0.33,0.33,0.33,0.33,1.0,1.0,1.0,1.0,30.3,30.3,30.3,30.3,30.3,30.3,30.3,30.3,25.04,25.04,25.04,25.04,0.33,0.33,0.33,0.33
31,61118,baño,armarios de baño,100.0,2018-10-04,0.1,356.0,7.0,9.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019662921348314606,0.2,0.2,0.17,0.13,2480.75,2480.75,2480.75,2480.75,33.25,33.25,33.25,33.25,0.01,0.01,0.01,0.01,42.0,42.0,42.0,42.0,6.9,6.9,6.9,6.9,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,22.72,22.72,22.72,22.72,22.72,22.72,22.72,22.72,18.78,18.78,18.78,18.78,0.25,0.25,0.25,0.25
32,61118,baño,armarios de baño,100.0,2018-10-05,0.11,313.0,4.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012779552715654952,0.18,0.19,0.18,0.13,2047.2,2047.2,2047.2,2047.2,27.4,27.4,27.4,27.4,0.01,0.01,0.01,0.01,33.6,33.6,33.6,33.6,5.61,5.61,5.61,5.61,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,18.18,18.18,18.18,18.18,18.18,18.18,18.18,18.18,15.02,15.02,15.02,15.02,0.2,0.2,0.2,0.2
33,61118,baño,armarios de baño,100.0,2018-10-06,0.1,389.0,7.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017994858611825194,0.17,0.18,0.18,0.14,1770.83,1770.83,1770.83,1770.83,24.0,24.0,24.0,24.0,0.02,0.02,0.02,0.02,28.0,28.0,28.0,28.0,4.8,4.8,4.8,4.8,0.17,0.17,0.17,0.17,0.5,0.5,0.5,0.5,15.15,15.15,15.15,15.15,15.15,15.15,15.15,15.15,12.52,12.52,12.52,12.52,0.17,0.17,0.17,0.17
34,61118,baño,armarios de baño,100.0,2018-10-07,0.14,632.0,6.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00949367088607595,0.16,0.18,0.18,0.14,1608.14,1608.14,1608.14,1608.14,21.43,21.43,21.43,21.43,0.01,0.01,0.01,0.01,24.0,24.0,24.0,24.0,4.23,4.23,4.23,4.23,0.14,0.14,0.14,0.14,0.43,0.43,0.43,0.43,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,10.73,10.73,10.73,10.73,0.14,0.14,0.14,0.14
35,61118,baño,armarios de baño,100.0,2018-10-08,0.09,520.0,6.0,9.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011538461538461539,0.14,0.17,0.18,0.14,978.57,1472.12,1472.12,1472.12,13.29,19.5,19.5,19.5,0.01,0.01,0.01,0.01,11.86,22.12,22.12,22.12,2.42,3.77,3.77,3.77,0.14,0.12,0.12,0.12,0.29,0.38,0.38,0.38,12.99,11.36,11.36,11.36,12.99,11.36,11.36,11.36,10.73,9.39,9.39,9.39,0.14,0.12,0.12,0.12
36,61118,baño,armarios de baño,100.0,2018-10-09,0.16,641.0,9.0,9.0,1.47,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.014040561622464899,0.14,0.17,0.18,0.15,581.71,1379.78,1379.78,1379.78,7.86,18.33,18.33,18.33,0.01,0.01,0.01,0.01,7.86,20.67,20.67,20.67,1.24,3.52,3.52,3.52,0.14,0.11,0.11,0.11,0.57,0.56,0.56,0.56,12.99,10.1,10.1,10.1,12.99,10.1,10.1,10.1,10.73,8.35,8.35,8.35,0.14,0.11,0.11,0.11
37,61118,baño,armarios de baño,100.0,2018-10-10,0.13,375.0,4.0,9.0,0.53,0.0,0.0,0.0,0.0,75.12,1.0,0.0,0.010666666666666666,0.12,0.17,0.17,0.15,460.86,1279.3,1279.3,1279.3,6.14,16.9,16.9,16.9,0.01,0.01,0.01,0.01,5.14,19.5,19.5,19.5,0.75,3.22,3.22,3.22,0.0,0.1,0.1,0.1,0.29,0.5,0.5,0.5,0.0,9.09,9.09,9.09,0.0,9.09,9.09,9.09,10.73,15.02,15.02,15.02,0.14,0.2,0.2,0.2
38,61118,baño,armarios de baño,100.0,2018-10-11,0.1,197.0,2.0,37.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01015228426395939,0.12,0.16,0.17,0.16,438.14,1180.91,1180.91,1180.91,5.43,15.55,15.55,15.55,0.01,0.01,0.01,0.01,9.14,21.09,21.09,21.09,0.68,2.95,2.95,2.95,0.0,0.09,0.09,0.09,0.29,0.45,0.45,0.45,0.0,8.26,8.26,8.26,0.0,8.26,8.26,8.26,10.73,13.66,13.66,13.66,0.14,0.18,0.18,0.18
39,61118,baño,armarios de baño,100.0,2018-10-12,0.06,254.0,5.0,56.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01968503937007874,0.11,0.15,0.17,0.16,429.71,1103.67,1103.67,1103.67,5.57,14.67,14.67,14.67,0.01,0.01,0.01,0.01,17.14,24.0,24.0,24.0,0.66,2.73,2.73,2.73,0.0,0.08,0.08,0.08,0.29,0.42,0.42,0.42,0.0,7.58,7.58,7.58,0.0,7.58,7.58,7.58,10.73,12.52,12.52,12.52,0.14,0.17,0.17,0.17
