,Reference,CatN1,CatN2,Cat_Price,Dates,CPC_medio,Impressions,Clics,Page_Views,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,Net_Incomes,Units_sold,ROAS_Ads,CTR,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w
28,122432,decoración para tu casa,espejos de pared,20.0,2018-10-01,0.14,903.0,13.0,28.0,1.77,0.5,1.5,9.95,9.95,14.8,1.0,5.62,0.014396456256921373,0.13,0.13,0.13,0.13,903.0,903.0,903.0,903.0,13.0,13.0,13.0,13.0,0.01,0.01,0.01,0.01,28.0,28.0,28.0,28.0,1.77,1.77,1.77,1.77,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,9.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95,14.8,14.8,14.8,14.8,1.0,1.0,1.0,1.0
29,122432,decoración para tu casa,espejos de pared,20.0,2018-10-02,0.15,898.0,24.0,28.0,3.67,2.0,3.0,48.8,48.8,0.0,0.0,13.3,0.026726057906458798,0.13,0.13,0.13,0.13,900.5,900.5,900.5,900.5,18.5,18.5,18.5,18.5,0.02,0.02,0.02,0.02,28.0,28.0,28.0,28.0,2.72,2.72,2.72,2.72,1.25,1.25,1.25,1.25,2.25,2.25,2.25,2.25,29.38,29.38,29.38,29.38,29.38,29.38,29.38,29.38,7.4,7.4,7.4,7.4,0.5,0.5,0.5,0.5
30,122432,decoración para tu casa,espejos de pared,20.0,2018-10-03,0.17,1132.0,16.0,19.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014134275618374558,0.13,0.14,0.13,0.13,977.67,977.67,977.67,977.67,17.67,17.67,17.67,17.67,0.02,0.02,0.02,0.02,25.0,25.0,25.0,25.0,2.7,2.7,2.7,2.7,0.83,0.83,0.83,0.83,1.5,1.5,1.5,1.5,19.58,19.58,19.58,19.58,19.58,19.58,19.58,19.58,4.93,4.93,4.93,4.93,0.33,0.33,0.33,0.33
31,122432,decoración para tu casa,espejos de pared,20.0,2018-10-04,0.15,657.0,7.0,19.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106544901065449,0.14,0.14,0.13,0.13,897.5,897.5,897.5,897.5,15.0,15.0,15.0,15.0,0.02,0.02,0.02,0.02,23.5,23.5,23.5,23.5,2.28,2.28,2.28,2.28,0.62,0.62,0.62,0.62,1.12,1.12,1.12,1.12,14.69,14.69,14.69,14.69,14.69,14.69,14.69,14.69,3.7,3.7,3.7,3.7,0.25,0.25,0.25,0.25
32,122432,decoración para tu casa,espejos de pared,20.0,2018-10-05,0.14,766.0,12.0,9.0,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015665796344647518,0.14,0.14,0.13,0.13,871.2,871.2,871.2,871.2,14.4,14.4,14.4,14.4,0.02,0.02,0.02,0.02,20.6,20.6,20.6,20.6,2.16,2.16,2.16,2.16,0.5,0.5,0.5,0.5,0.9,0.9,0.9,0.9,11.75,11.75,11.75,11.75,11.75,11.75,11.75,11.75,2.96,2.96,2.96,2.96,0.2,0.2,0.2,0.2
33,122432,decoración para tu casa,espejos de pared,20.0,2018-10-06,0.13,1655.0,12.0,9.0,1.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0072507552870090634,0.14,0.14,0.14,0.13,1001.83,1001.83,1001.83,1001.83,14.0,14.0,14.0,14.0,0.01,0.01,0.01,0.01,18.67,18.67,18.67,18.67,2.06,2.06,2.06,2.06,0.42,0.42,0.42,0.42,0.92,0.92,0.92,0.92,9.79,9.79,9.79,9.79,9.79,9.79,9.79,9.79,2.47,2.47,2.47,2.47,0.17,0.17,0.17,0.17
34,122432,decoración para tu casa,espejos de pared,20.0,2018-10-07,0.14,2335.0,21.0,9.0,2.98,0.0,1.0,0.0,0.0,14.8,1.0,0.0,0.008993576017130621,0.15,0.14,0.14,0.13,1192.29,1192.29,1192.29,1192.29,15.0,15.0,15.0,15.0,0.01,0.01,0.01,0.01,17.29,17.29,17.29,17.29,2.19,2.19,2.19,2.19,0.36,0.36,0.36,0.36,0.93,0.93,0.93,0.93,8.39,8.39,8.39,8.39,8.39,8.39,8.39,8.39,4.23,4.23,4.23,4.23,0.29,0.29,0.29,0.29
35,122432,decoración para tu casa,espejos de pared,20.0,2018-10-08,0.15,2241.0,18.0,9.0,2.77,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.008032128514056224,0.15,0.14,0.14,0.13,1383.43,1323.38,1323.38,1323.38,15.71,15.38,15.38,15.38,0.01,0.01,0.01,0.01,14.57,16.25,16.25,16.25,2.34,2.26,2.26,2.26,0.29,0.31,0.31,0.31,1.0,1.06,1.06,1.06,6.97,7.34,7.34,7.34,6.97,7.34,7.34,7.34,2.11,3.7,3.7,3.7,0.14,0.25,0.25,0.25
36,122432,decoración para tu casa,espejos de pared,20.0,2018-10-09,0.15,2065.0,26.0,37.0,3.95,1.0,1.0,29.9,29.9,0.0,0.0,7.57,0.012590799031476998,0.15,0.14,0.14,0.14,1550.14,1405.78,1405.78,1405.78,16.0,16.56,16.56,16.56,0.01,0.01,0.01,0.01,15.86,18.56,18.56,18.56,2.38,2.45,2.45,2.45,0.14,0.39,0.39,0.39,0.71,1.06,1.06,1.06,4.27,9.85,9.85,9.85,4.27,9.85,9.85,9.85,2.11,3.29,3.29,3.29,0.14,0.22,0.22,0.22
37,122432,decoración para tu casa,espejos de pared,20.0,2018-10-10,0.13,1975.0,14.0,9.0,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007088607594936709,0.14,0.14,0.14,0.14,1670.57,1462.7,1462.7,1462.7,15.71,16.3,16.3,16.3,0.01,0.01,0.01,0.01,14.43,17.6,17.6,17.6,2.25,2.38,2.38,2.38,0.14,0.35,0.35,0.35,0.71,0.95,0.95,0.95,4.27,8.86,8.86,8.86,4.27,8.86,8.86,8.86,2.11,2.96,2.96,2.96,0.14,0.2,0.2,0.2
