,Reference,CatN1,CatN2,Cat_Price,Dates,CPC_medio,Impressions,Clics,Page_Views,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,Net_Incomes,Units_sold,ROAS_Ads,CTR,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w
28,64534,muebles,cómodas,300.0,2018-10-01,0.22,7196.0,49.0,47.0,10.69,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.006809338521400778,0.19,0.21,0.22,0.23,7196.0,7196.0,7196.0,7196.0,49.0,49.0,49.0,49.0,0.01,0.01,0.01,0.01,47.0,47.0,47.0,47.0,10.69,10.69,10.69,10.69,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,64534,muebles,cómodas,300.0,2018-10-02,0.22,5559.0,52.0,56.0,11.24,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.009354200395754632,0.18,0.21,0.22,0.23,6377.5,6377.5,6377.5,6377.5,50.5,50.5,50.5,50.5,0.01,0.01,0.01,0.01,51.5,51.5,51.5,51.5,10.96,10.96,10.96,10.96,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,64534,muebles,cómodas,300.0,2018-10-03,0.23,5242.0,48.0,47.0,11.01,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.009156810377718427,0.22,0.21,0.22,0.23,5999.0,5999.0,5999.0,5999.0,49.67,49.67,49.67,49.67,0.01,0.01,0.01,0.01,50.0,50.0,50.0,50.0,10.98,10.98,10.98,10.98,0.0,0.0,0.0,0.0,2.33,2.33,2.33,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,64534,muebles,cómodas,300.0,2018-10-04,0.24,5723.0,50.0,94.0,11.99,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.008736676568233443,0.22,0.21,0.22,0.23,5930.0,5930.0,5930.0,5930.0,49.75,49.75,49.75,49.75,0.01,0.01,0.01,0.01,61.0,61.0,61.0,61.0,11.23,11.23,11.23,11.23,0.0,0.0,0.0,0.0,2.5,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,64534,muebles,cómodas,300.0,2018-10-05,0.2,5071.0,38.0,37.0,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007493591007690791,0.22,0.21,0.22,0.23,5758.2,5758.2,5758.2,5758.2,47.4,47.4,47.4,47.4,0.01,0.01,0.01,0.01,56.2,56.2,56.2,56.2,10.51,10.51,10.51,10.51,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,64534,muebles,cómodas,300.0,2018-10-06,0.23,6031.0,48.0,19.0,10.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007958879124523296,0.22,0.21,0.22,0.23,5803.67,5803.67,5803.67,5803.67,47.5,47.5,47.5,47.5,0.01,0.01,0.01,0.01,50.0,50.0,50.0,50.0,10.57,10.57,10.57,10.57,0.0,0.0,0.0,0.0,1.67,1.67,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,64534,muebles,cómodas,300.0,2018-10-07,0.22,7866.0,74.0,75.0,16.24,0.0,1.0,0.0,0.0,187.44,1.0,0.0,0.009407576913297737,0.22,0.2,0.22,0.22,6098.29,6098.29,6098.29,6098.29,51.29,51.29,51.29,51.29,0.01,0.01,0.01,0.01,53.57,53.57,53.57,53.57,11.38,11.38,11.38,11.38,0.0,0.0,0.0,0.0,1.57,1.57,1.57,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.78,26.78,26.78,26.78,0.14,0.14,0.14,0.14
35,64534,muebles,cómodas,300.0,2018-10-08,0.21,5938.0,45.0,37.0,9.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007578309195015157,0.22,0.2,0.22,0.22,5918.57,6078.25,6078.25,6078.25,50.71,50.5,50.5,50.5,0.01,0.01,0.01,0.01,52.14,51.5,51.5,51.5,11.21,11.15,11.15,11.15,0.0,0.0,0.0,0.0,1.29,1.38,1.38,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.78,23.43,23.43,23.43,0.14,0.12,0.12,0.12
36,64534,muebles,cómodas,300.0,2018-10-09,0.24,6467.0,57.0,131.0,13.86,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.008813978660893769,0.22,0.2,0.21,0.22,6048.29,6121.44,6121.44,6121.44,51.43,51.22,51.22,51.22,0.01,0.01,0.01,0.01,62.86,60.33,60.33,60.33,11.59,11.45,11.45,11.45,0.0,0.0,0.0,0.0,1.43,1.56,1.56,1.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.78,20.83,20.83,20.83,0.14,0.11,0.11,0.11
37,64534,muebles,cómodas,300.0,2018-10-10,0.24,4438.0,32.0,19.0,7.57,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.007210455159981974,0.23,0.22,0.21,0.22,5933.43,5953.1,5953.1,5953.1,49.14,49.3,49.3,49.3,0.01,0.01,0.01,0.01,58.86,56.2,56.2,56.2,11.1,11.06,11.06,11.06,0.0,0.0,0.0,0.0,1.29,1.6,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.78,18.74,18.74,18.74,0.14,0.1,0.1,0.1
