,Reference,Name,Dates,Net_Incomes,Units_sold
18,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-03,0.0,0.0
19,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-04,0.0,0.0
20,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-05,0.0,0.0
21,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-06,0.0,0.0
22,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-07,0.0,0.0
23,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-08,0.0,0.0
24,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-09,0.0,0.0
25,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-10,0.0,0.0
26,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-11,0.0,0.0
27,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-12,0.0,0.0
28,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-13,0.0,0.0
29,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-14,0.0,0.0
30,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-15,0.0,0.0
31,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-16,0.0,0.0
32,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-17,0.0,0.0
33,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-18,0.0,0.0
34,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-19,0.0,0.0
35,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-20,0.0,0.0
36,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-21,0.0,0.0
37,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-22,0.0,0.0
38,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-23,0.0,0.0
39,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-24,0.0,0.0
40,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-25,0.0,0.0
41,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-26,0.0,0.0
42,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-27,0.0,0.0
43,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-28,0.0,0.0
44,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-29,0.0,0.0
45,122331.0,MESITA DE NOCHE 2 CAJONES,2018-09-30,0.0,0.0
46,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-01,0.0,0.0
47,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-02,0.0,0.0
48,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-03,0.0,0.0
49,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-04,0.0,0.0
50,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-05,0.0,0.0
51,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-06,0.0,0.0
52,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-07,0.0,0.0
53,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-08,0.0,0.0
54,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-09,0.0,0.0
55,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-10,0.0,0.0
56,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-11,0.0,0.0
57,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-12,0.0,0.0
58,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-13,0.0,0.0
59,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-14,0.0,0.0
60,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-15,0.0,0.0
61,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-16,0.0,0.0
62,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-17,0.0,0.0
63,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-18,0.0,0.0
64,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-19,0.0,0.0
65,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-20,0.0,0.0
66,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-21,0.0,0.0
67,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-22,0.0,0.0
68,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-23,0.0,0.0
69,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-24,0.0,0.0
70,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-25,0.0,0.0
71,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-26,0.0,0.0
72,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-27,0.0,0.0
73,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-28,0.0,0.0
74,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-29,0.0,0.0
75,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-30,0.0,0.0
76,122331.0,MESITA DE NOCHE 2 CAJONES,2018-10-31,0.0,0.0
77,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-01,0.0,0.0
78,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-02,0.0,0.0
79,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-03,0.0,0.0
80,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-04,0.0,0.0
81,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-05,0.0,0.0
0,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-06,99.52,2.0
82,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-07,0.0,0.0
83,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-08,0.0,0.0
84,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-09,0.0,0.0
1,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-10,110.58,2.0
85,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-11,0.0,0.0
2,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-12,99.52,2.0
3,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-13,49.76,1.0
86,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-14,0.0,0.0
87,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-15,0.0,0.0
88,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-16,0.0,0.0
89,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-17,0.0,0.0
4,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-18,199.04,4.0
90,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-19,0.0,0.0
5,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-20,49.76,1.0
91,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-21,0.0,0.0
92,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-22,0.0,0.0
93,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-23,0.0,0.0
6,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-24,99.5,2.0
7,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-25,49.75,1.0
8,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-26,49.75,1.0
94,122331.0,MESITA DE NOCHE 2 CAJONES,2018-11-27,0.0,0.0
