,Reference,Name,Dates,Net_Incomes,Units_sold
36,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-03,0.0,0.0
37,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-04,0.0,0.0
38,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-05,0.0,0.0
39,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-06,0.0,0.0
40,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-07,0.0,0.0
41,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-08,0.0,0.0
42,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-09,0.0,0.0
0,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-10,163.64,1.0
43,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-11,0.0,0.0
44,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-12,0.0,0.0
45,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-13,0.0,0.0
1,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-14,163.64,1.0
46,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-15,0.0,0.0
47,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-16,0.0,0.0
48,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-17,0.0,0.0
2,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-18,163.64,1.0
49,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-19,0.0,0.0
50,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-20,0.0,0.0
51,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-21,0.0,0.0
52,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-22,0.0,0.0
3,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-23,147.27,1.0
53,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-24,0.0,0.0
54,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-25,0.0,0.0
55,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-26,0.0,0.0
56,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-27,0.0,0.0
57,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-28,0.0,0.0
58,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-29,0.0,0.0
59,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-30,0.0,0.0
60,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-10-01,0.0,0.0
61,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-10-02,0.0,0.0
62,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-10-03,0.0,0.0
63,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-10-04,0.0,0.0
64,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-10-05,0.0,0.0
65,51136.0,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-10-06,0.0,0.0
