,Reference,Name,Dates,Net_Incomes,Units_sold
41,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-03,0.0,0.0
42,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-04,0.0,0.0
0,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-05,16.45,1.0
43,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-06,0.0,0.0
44,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-07,0.0,0.0
45,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-08,0.0,0.0
46,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-09,0.0,0.0
47,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-10,0.0,0.0
48,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-11,0.0,0.0
49,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-12,0.0,0.0
50,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-13,0.0,0.0
51,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-14,0.0,0.0
52,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-15,0.0,0.0
53,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-16,0.0,0.0
54,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-17,0.0,0.0
1,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-18,16.45,1.0
55,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-19,0.0,0.0
56,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-20,0.0,0.0
57,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-21,0.0,0.0
58,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-22,0.0,0.0
59,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-23,0.0,0.0
60,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-24,0.0,0.0
61,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-25,0.0,0.0
62,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-26,0.0,0.0
2,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-27,32.9,2.0
63,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-28,0.0,0.0
64,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-29,0.0,0.0
65,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-09-30,0.0,0.0
3,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-01,14.8,1.0
66,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-02,0.0,0.0
67,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-03,0.0,0.0
68,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-04,0.0,0.0
69,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-05,0.0,0.0
70,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-06,0.0,0.0
4,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-07,14.8,1.0
71,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-08,0.0,0.0
72,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-09,0.0,0.0
73,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-10,0.0,0.0
74,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-11,0.0,0.0
5,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-12,16.45,1.0
75,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-13,0.0,0.0
76,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-14,0.0,0.0
6,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-15,32.9,2.0
77,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-16,0.0,0.0
78,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-17,0.0,0.0
7,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-18,16.45,1.0
8,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-19,32.9,2.0
79,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-20,0.0,0.0
80,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-21,0.0,0.0
81,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-22,0.0,0.0
82,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-23,0.0,0.0
83,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-24,0.0,0.0
84,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-25,0.0,0.0
85,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-26,0.0,0.0
86,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-27,0.0,0.0
9,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-28,16.45,1.0
87,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-29,0.0,0.0
88,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-30,0.0,0.0
89,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-10-31,0.0,0.0
90,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-01,0.0,0.0
91,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-02,0.0,0.0
92,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-03,0.0,0.0
10,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-04,16.45,1.0
93,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-05,0.0,0.0
94,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-06,0.0,0.0
95,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-07,0.0,0.0
11,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-08,16.45,1.0
12,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-09,16.45,1.0
96,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-10,0.0,0.0
97,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-11,0.0,0.0
98,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-12,0.0,0.0
99,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-13,0.0,0.0
100,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-14,0.0,0.0
101,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-15,0.0,0.0
102,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-16,0.0,0.0
103,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-17,0.0,0.0
104,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-18,0.0,0.0
13,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-19,29.6,2.0
105,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-20,0.0,0.0
14,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-21,14.79,1.0
106,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-22,0.0,0.0
15,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-23,29.59,2.0
16,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-24,59.18,4.0
107,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-25,0.0,0.0
17,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-26,59.17,4.0
108,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-27,0.0,0.0
109,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-28,0.0,0.0
110,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-29,0.0,0.0
18,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-11-30,16.45,1.0
111,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-01,0.0,0.0
112,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-02,0.0,0.0
19,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-03,32.9,2.0
113,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-04,0.0,0.0
114,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-05,0.0,0.0
115,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-06,0.0,0.0
116,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-07,0.0,0.0
117,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-08,0.0,0.0
118,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-09,0.0,0.0
119,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-10,0.0,0.0
120,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-11,0.0,0.0
121,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-12,0.0,0.0
122,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-13,0.0,0.0
123,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-14,0.0,0.0
124,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-15,0.0,0.0
125,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-16,0.0,0.0
20,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-17,16.45,1.0
126,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-18,0.0,0.0
127,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-19,0.0,0.0
21,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-20,16.45,1.0
128,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-21,0.0,0.0
129,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-22,0.0,0.0
130,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-23,0.0,0.0
131,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-24,0.0,0.0
132,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-25,0.0,0.0
133,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-26,0.0,0.0
134,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-27,0.0,0.0
135,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-28,0.0,0.0
136,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-29,0.0,0.0
137,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-30,0.0,0.0
138,122432.0,ESPEJO POLIPROPILENO BLANCO,2018-12-31,0.0,0.0
139,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-01,0.0,0.0
140,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-02,0.0,0.0
141,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-03,0.0,0.0
22,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-04,16.45,1.0
23,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-05,16.45,1.0
142,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-06,0.0,0.0
24,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-07,14.8,1.0
25,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-08,29.59,2.0
143,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-09,0.0,0.0
144,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-10,0.0,0.0
145,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-11,0.0,0.0
26,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-12,14.79,1.0
27,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-13,14.79,1.0
146,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-14,0.0,0.0
28,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-15,29.58,2.0
147,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-16,0.0,0.0
29,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-17,14.79,1.0
148,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-18,0.0,0.0
30,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-19,14.79,1.0
31,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-20,14.8,1.0
149,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-21,0.0,0.0
150,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-22,0.0,0.0
151,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-23,0.0,0.0
152,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-24,0.0,0.0
153,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-25,0.0,0.0
154,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-26,0.0,0.0
155,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-27,0.0,0.0
156,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-28,0.0,0.0
32,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-29,14.79,1.0
157,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-30,0.0,0.0
158,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-01-31,0.0,0.0
159,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-02-01,0.0,0.0
160,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-02-02,0.0,0.0
161,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-02-03,0.0,0.0
33,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-02-04,14.8,1.0
162,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-02-05,0.0,0.0
34,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-02-06,14.8,1.0
35,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-02-07,59.17,4.0
36,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-02-08,14.79,1.0
163,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-02-09,0.0,0.0
164,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-02-10,0.0,0.0
165,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-02-11,0.0,0.0
166,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-02-12,0.0,0.0
167,122432.0,ESPEJO POLIPROPILENO BLANCO,2019-02-13,0.0,0.0
