,Reference,Name,Dates,Net_Incomes,Units_sold
36,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-03,0.0,0.0
37,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-04,0.0,0.0
38,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-05,0.0,0.0
39,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-06,0.0,0.0
40,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-07,0.0,0.0
41,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-08,0.0,0.0
42,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-09,0.0,0.0
43,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-10,0.0,0.0
44,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-11,0.0,0.0
45,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-12,0.0,0.0
46,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-13,0.0,0.0
47,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-14,0.0,0.0
48,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-15,0.0,0.0
0,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-16,71.82,1.0
49,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-17,0.0,0.0
50,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-18,0.0,0.0
51,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-19,0.0,0.0
52,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-20,0.0,0.0
53,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-21,0.0,0.0
54,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-22,0.0,0.0
1,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-23,71.82,1.0
55,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-24,0.0,0.0
56,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-25,0.0,0.0
57,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-26,0.0,0.0
58,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-27,0.0,0.0
59,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-28,0.0,0.0
60,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-29,0.0,0.0
61,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-09-30,0.0,0.0
62,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-01,0.0,0.0
2,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-02,64.64,1.0
3,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-03,64.64,1.0
4,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-04,71.82,1.0
63,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-05,0.0,0.0
64,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-06,0.0,0.0
65,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-07,0.0,0.0
66,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-08,0.0,0.0
67,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-09,0.0,0.0
68,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-10,0.0,0.0
69,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-11,0.0,0.0
70,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-12,0.0,0.0
71,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-13,0.0,0.0
72,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-14,0.0,0.0
73,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-15,0.0,0.0
74,89062.0,ALFOMBRA NATURAL BAMBÚ,2018-10-16,0.0,0.0
