,path,total_conversions
0,(Other),2
1,BRANDING,28
2,CRITEO,14
3,DIRECTO,110
4,DISPLAYGOOGLE,3
5,DISPLAYGOOGLE(impression),3
6,EMAIL,2
7,ORGANICO,18
8,SEARCH,1
9,SHOPPING,8
10,SMART,3
11,SMART(impression),9
