,path,total_conversions
0,(Other),3
1,BRANDING,55
2,CRITEO,15
3,DIRECTO,194
4,DISPLAYGOOGLE,1
5,DISPLAYGOOGLE(impression),6
6,EMAIL,11
7,FACEBOOK,2
8,ORGANICO,9
9,SEARCH,6
10,SHOPPING,19
11,SMART,3
12,SMART(impression),19
