,path,total_conversions
0,(Other),1
1,BRANDING,25
2,CRITEO,3
3,DIRECTO,68
4,DISPLAYGOOGLE,1
5,DISPLAYGOOGLE(impression),2
6,EMAIL,4
7,INSTAGRAM,1
8,ORGANICO,5
9,SEARCH,1
10,SHOPPING,11
11,SMART(impression),11
