,path,total_conversions
0,(Other),14
1,BING_CPC,6
2,BING_ORGANICO,4
3,BRANDING,395
4,CRITEO,76
5,DIRECTO,1068
6,DISPLAYGOOGLE,1
7,DISPLAYGOOGLE(impression),11
8,EMAIL,34
9,FACEBOOK,38
10,ORGANICO,129
11,SEARCH,40
12,SHOPPING,136
13,SMART,14
14,SMART(impression),38
