,path,total_conversions
0,(Other),1
1,BRANDING,8
2,CRITEO,1
3,DIRECTO,24
4,DISPLAYGOOGLE(impression),1
5,EMAIL,4
6,ORGANICO,1
7,SEARCH,1
8,SHOPPING,6
9,SMART(impression),3
