,path,total_conversions
0,(Other),9
1,BING_ORGANICO,3
2,BRANDING,179
3,CRITEO,43
4,DIRECTO,502
5,DISPLAYGOOGLE,1
6,DISPLAYGOOGLE(impression),8
7,EMAIL,11
8,FACEBOOK,16
9,ORGANICO,50
10,SEARCH,14
11,SHOPPING,55
12,SMART,11
13,SMART(impression),23
