,path,total_conversions
0,(Other),2
1,BRANDING,53
2,CRITEO,8
3,DIRECTO,176
4,DISPLAYGOOGLE(impression),7
5,EMAIL,6
6,FACEBOOK,3
7,ORGANICO,8
8,SEARCH,5
9,SHOPPING,18
10,SMART,4
11,SMART(impression),14
