,path,total_conversions
0,(Other),2
1,BRANDING,34
2,CRITEO,8
3,DIRECTO,94
4,DISPLAYGOOGLE,1
5,DISPLAYGOOGLE(impression),4
6,EMAIL,1
7,ORGANICO,8
8,SEARCH,2
9,SHOPPING,11
10,SMART,3
11,SMART(impression),9
