,path,total_conversions
0,(Other),1
1,BRANDING,41
2,CRITEO,8
3,DIRECTO,128
4,DISPLAYGOOGLE(impression),4
5,EMAIL,1
6,ORGANICO,9
7,SEARCH,3
8,SHOPPING,9
9,SMART,1
10,SMART(impression),13
