,path,total_conversions
0,(Other),28
1,BING_CPC,3
2,BING_ORGANICO,4
3,BRANDING,462
4,CRITEO,99
5,DIRECTO,1335
6,DISPLAYGOOGLE,4
7,DISPLAYGOOGLE(impression),10
8,EMAIL,46
9,FACEBOOK,59
10,ORGANICO,165
11,SEARCH,32
12,SHOPPING,190
13,SMART,27
14,SMART(impression),43
15,YOUTUBE,1
