,path,total_conversions
0,BRANDING,30
1,CRITEO,2
2,DIRECTO,97
3,DISPLAYGOOGLE(impression),1
4,EMAIL,1
5,ORGANICO,12
6,SEARCH,1
7,SHOPPING,10
8,SMART,2
9,SMART(impression),8
