Referencia;Name;T Día natural;Valor neto pedidos;Cantidad en unidades (pedidos)
4623;"ESPEJO PUERTA ""LCC"" BLANCO POLIETILENO";11.09.2017;18,93;1
4623;"ESPEJO PUERTA ""LCC"" BLANCO POLIETILENO";21.09.2017;18,93;1
4623;"ESPEJO PUERTA ""LCC"" BLANCO POLIETILENO";08.10.2017;16,08;1
4623;"ESPEJO PUERTA ""LCC"" BLANCO POLIETILENO";16.10.2017;16,08;1
4623;"ESPEJO PUERTA ""LCC"" BLANCO POLIETILENO";21.10.2017;16,08;1
4624;ESPEJO PUERTA LCC POLIETILENO NARANJA;08.09.2017;16,12;1
4624;ESPEJO PUERTA LCC POLIETILENO NARANJA;17.09.2017;18,93;1
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";03.09.2017;80,59;5
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";04.09.2017;16,12;1
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";05.09.2017;112,82;7
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";06.09.2017;16,12;1
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";10.09.2017;16,12;1
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";12.09.2017;37,86;2
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";13.09.2017;18,93;1
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";14.09.2017;18,93;1
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";15.09.2017;18,93;1
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";20.09.2017;18,93;1
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";21.09.2017;18,93;1
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";24.09.2017;18,93;1
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";25.09.2017;18,93;1
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";01.10.2017;37,85;2
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";08.10.2017;35,01;2
4631;"ESPEJO PUERTA ""LCC"" PLATA POLIETILENO";09.10.2017;18,93;1
4632;"ESPEJO PUERTA ""LCC"" NEGRO POLIETILENO";09.09.2017;16,12;1
4632;"ESPEJO PUERTA ""LCC"" NEGRO POLIETILENO";12.09.2017;18,93;1
4632;"ESPEJO PUERTA ""LCC"" NEGRO POLIETILENO";29.09.2017;16,08;1
4632;"ESPEJO PUERTA ""LCC"" NEGRO POLIETILENO";01.10.2017;16,08;1
4632;"ESPEJO PUERTA ""LCC"" NEGRO POLIETILENO";14.10.2017;18,93;1
4632;"ESPEJO PUERTA ""LCC"" NEGRO POLIETILENO";04.11.2017;16,08;1
4632;"ESPEJO PUERTA ""LCC"" NEGRO POLIETILENO";06.11.2017;18,93;1
6558;JARRÓN CILÍNDRICO VIDRIO;16.10.2017;13,97;1
6558;JARRÓN CILÍNDRICO VIDRIO;23.11.2017;11,87;1
6558;JARRÓN CILÍNDRICO VIDRIO;21.07.2018;13,97;1
6558;JARRÓN CILÍNDRICO VIDRIO;09.12.2018;13,97;1
6565;JARRÓN ESFERA VIDRIO;04.09.2017;12,31;1
6565;JARRÓN ESFERA VIDRIO;23.04.2018;12,31;1
6565;JARRÓN ESFERA VIDRIO;04.08.2018;12,31;1
6565;JARRÓN ESFERA VIDRIO;08.11.2018;11,08;1
6565;JARRÓN ESFERA VIDRIO;23.11.2018;22,14;2
6565;JARRÓN ESFERA VIDRIO;04.02.2019;14,9;1
6565;JARRÓN ESFERA VIDRIO;12.03.2019;12,31;1
6644;PANERA BAMBÚ;15.09.2017;24,71;1
6644;PANERA BAMBÚ;14.01.2018;39,5;2
6644;PANERA BAMBÚ;21.02.2018;24,71;1
6644;PANERA BAMBÚ;07.04.2018;24,71;1
6644;PANERA BAMBÚ;07.05.2018;24,71;1
6644;PANERA BAMBÚ;09.11.2018;24,71;1
6644;PANERA BAMBÚ;08.02.2019;22,23;1
6645;CAJA CASCANUECES BAMBÚ;22.08.2018;12,31;1
6648;SERVILLETERO BAMBÚ;27.11.2017;6,96;1
6648;SERVILLETERO BAMBÚ;27.03.2018;7,36;1
6648;SERVILLETERO BAMBÚ;08.05.2018;8,18;1
6648;SERVILLETERO BAMBÚ;22.05.2018;7,36;1
6648;SERVILLETERO BAMBÚ;09.07.2018;8,18;1
6650;BANDEJA BAMBÚ;10.12.2017;32,98;1
6650;BANDEJA BAMBÚ;12.12.2017;98,93;3
6651;SOPORTE LIBRO BAMBÚ COCINA;11.12.2017;13,97;1
6651;SOPORTE LIBRO BAMBÚ COCINA;19.12.2017;13,97;1
6651;SOPORTE LIBRO BAMBÚ COCINA;03.01.2018;13,97;1
6651;SOPORTE LIBRO BAMBÚ COCINA;22.02.2018;13,97;1
6651;SOPORTE LIBRO BAMBÚ COCINA;24.09.2018;13,97;1
6651;SOPORTE LIBRO BAMBÚ COCINA;30.09.2018;13,97;1
6651;SOPORTE LIBRO BAMBÚ COCINA;03.10.2018;13,97;1
6651;SOPORTE LIBRO BAMBÚ COCINA;28.10.2018;13,97;1
6651;SOPORTE LIBRO BAMBÚ COCINA;02.11.2018;27,93;2
6651;SOPORTE LIBRO BAMBÚ COCINA;14.11.2018;181,57;13
6651;SOPORTE LIBRO BAMBÚ COCINA;17.11.2018;13,97;1
6651;SOPORTE LIBRO BAMBÚ COCINA;24.11.2018;12,56;1
6769;SET BAÑO PLATA CERÁMICA;12.09.2017;10,66;1
6769;SET BAÑO PLATA CERÁMICA;22.10.2017;9,06;1
6769;SET BAÑO PLATA CERÁMICA;26.10.2017;10,66;1
6769;SET BAÑO PLATA CERÁMICA;30.10.2017;18,12;2
6769;SET BAÑO PLATA CERÁMICA;13.12.2017;10,66;1
6769;SET BAÑO PLATA CERÁMICA;15.12.2017;10,66;1
6769;SET BAÑO PLATA CERÁMICA;11.01.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;22.09.2017;10,66;1
6770;SET BAÑO PLATA CERÁMICA;04.10.2017;9,06;1
6770;SET BAÑO PLATA CERÁMICA;11.10.2017;9,06;1
6770;SET BAÑO PLATA CERÁMICA;19.10.2017;21,33;2
6770;SET BAÑO PLATA CERÁMICA;20.10.2017;9,06;1
6770;SET BAÑO PLATA CERÁMICA;24.10.2017;10,66;1
6770;SET BAÑO PLATA CERÁMICA;04.11.2017;9,06;1
6770;SET BAÑO PLATA CERÁMICA;03.12.2017;10,66;1
6770;SET BAÑO PLATA CERÁMICA;01.01.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;02.01.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;08.01.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;13.01.2018;21,32;2
6770;SET BAÑO PLATA CERÁMICA;15.01.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;18.01.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;25.01.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;17.02.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;13.03.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;20.03.2018;21,32;2
6770;SET BAÑO PLATA CERÁMICA;01.04.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;03.05.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;08.05.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;23.05.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;15.07.2018;9,6;1
6770;SET BAÑO PLATA CERÁMICA;25.07.2018;21,32;2
6770;SET BAÑO PLATA CERÁMICA;07.08.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;19.08.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;26.08.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;01.09.2018;21,32;2
6770;SET BAÑO PLATA CERÁMICA;06.09.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;22.09.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;30.09.2018;9,6;1
6770;SET BAÑO PLATA CERÁMICA;02.10.2018;9,6;1
6770;SET BAÑO PLATA CERÁMICA;25.10.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;03.11.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;08.11.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;20.11.2018;9,59;1
6770;SET BAÑO PLATA CERÁMICA;23.11.2018;9,59;1
6770;SET BAÑO PLATA CERÁMICA;26.11.2018;9,59;1
6770;SET BAÑO PLATA CERÁMICA;03.12.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;13.12.2018;10,66;1
6770;SET BAÑO PLATA CERÁMICA;15.01.2019;10,66;1
6770;SET BAÑO PLATA CERÁMICA;01.02.2019;10,66;1
6770;SET BAÑO PLATA CERÁMICA;19.02.2019;10,66;1
6770;SET BAÑO PLATA CERÁMICA;20.02.2019;10,66;1
6770;SET BAÑO PLATA CERÁMICA;23.02.2019;10,66;1
6770;SET BAÑO PLATA CERÁMICA;24.02.2019;10,66;1
6770;SET BAÑO PLATA CERÁMICA;06.03.2019;21,32;2
6770;SET BAÑO PLATA CERÁMICA;20.03.2019;10,66;1
6771;SET BAÑO BLANCO CERÁMICA;10.09.2017;10,66;1
6771;SET BAÑO BLANCO CERÁMICA;30.10.2017;18,13;2
6771;SET BAÑO BLANCO CERÁMICA;03.04.2018;10,66;1
6771;SET BAÑO BLANCO CERÁMICA;23.05.2018;10,66;1
6771;SET BAÑO BLANCO CERÁMICA;24.05.2018;10,66;1
6771;SET BAÑO BLANCO CERÁMICA;11.06.2018;10,66;1
6771;SET BAÑO BLANCO CERÁMICA;28.06.2018;10,66;1
6771;SET BAÑO BLANCO CERÁMICA;22.09.2018;10,66;1
6771;SET BAÑO BLANCO CERÁMICA;04.11.2018;10,66;1
6771;SET BAÑO BLANCO CERÁMICA;05.11.2018;9,6;1
6771;SET BAÑO BLANCO CERÁMICA;18.11.2018;9,6;1
6771;SET BAÑO BLANCO CERÁMICA;20.11.2018;9,6;1
6771;SET BAÑO BLANCO CERÁMICA;23.11.2018;9,59;1
6771;SET BAÑO BLANCO CERÁMICA;26.11.2018;9,59;1
6771;SET BAÑO BLANCO CERÁMICA;27.11.2018;10,66;1
6771;SET BAÑO BLANCO CERÁMICA;22.02.2019;21,32;2
6771;SET BAÑO BLANCO CERÁMICA;24.02.2019;10,66;1
7103;S/3 ESTANTERÍA MODULAR BLANCO MDF;01.12.2017;82,48;2
7103;S/3 ESTANTERÍA MODULAR BLANCO MDF;10.12.2018;41,24;1
7104;S/3 ESTANTERÍA MODULAR NEGRO MDF;04.04.2018;41,24;1
7104;S/3 ESTANTERÍA MODULAR NEGRO MDF;27.01.2019;35,26;1
7104;S/3 ESTANTERÍA MODULAR NEGRO MDF;03.02.2019;37,11;1
7390;PERCHERO 8 BRAZOS GRIS METAL;25.11.2017;24,71;1
7390;PERCHERO 8 BRAZOS GRIS METAL;06.12.2017;24,71;1
7390;PERCHERO 8 BRAZOS GRIS METAL;19.12.2017;24,71;1
7390;PERCHERO 8 BRAZOS GRIS METAL;11.02.2018;18,51;1
7390;PERCHERO 8 BRAZOS GRIS METAL;17.02.2018;18,51;1
7390;PERCHERO 8 BRAZOS GRIS METAL;05.03.2018;22,24;1
7390;PERCHERO 8 BRAZOS GRIS METAL;08.03.2018;24,71;1
7391;PERCHERO 8 BRAZOS MORADO METAL;12.11.2017;24,71;1
7391;PERCHERO 8 BRAZOS MORADO METAL;12.12.2017;24,71;1
7391;PERCHERO 8 BRAZOS MORADO METAL;15.02.2018;18,51;1
7391;PERCHERO 8 BRAZOS MORADO METAL;25.02.2018;24,71;1
7391;PERCHERO 8 BRAZOS MORADO METAL;03.01.2019;22,23;1
7391;PERCHERO 8 BRAZOS MORADO METAL;06.01.2019;22,23;1
7392;PERCHERO 8 BRAZOS NEGRO METAL;19.10.2017;17,5;1
7392;PERCHERO 8 BRAZOS NEGRO METAL;05.11.2017;17,49;1
7392;PERCHERO 8 BRAZOS NEGRO METAL;06.11.2017;41,16;2
7392;PERCHERO 8 BRAZOS NEGRO METAL;04.01.2018;102,89;5
7392;PERCHERO 8 BRAZOS NEGRO METAL;19.01.2018;16,45;1
7392;PERCHERO 8 BRAZOS NEGRO METAL;20.02.2018;20,58;1
7392;PERCHERO 8 BRAZOS NEGRO METAL;02.03.2018;20,58;1
7392;PERCHERO 8 BRAZOS NEGRO METAL;18.03.2018;20,58;1
7392;PERCHERO 8 BRAZOS NEGRO METAL;19.03.2018;20,58;1
7392;PERCHERO 8 BRAZOS NEGRO METAL;22.05.2018;20,58;1
7392;PERCHERO 8 BRAZOS NEGRO METAL;09.07.2018;18,51;1
7392;PERCHERO 8 BRAZOS NEGRO METAL;17.08.2018;18,51;1
7393;PERCHERO 8 BRAZOS BLANCO METAL;28.01.2018;19,75;1
7416;PAPELERA RETRO ROJO ACERO GALVANIZADO;06.02.2018;27,85;1
7416;PAPELERA RETRO ROJO ACERO GALVANIZADO;08.05.2018;37,11;1
7416;PAPELERA RETRO ROJO ACERO GALVANIZADO;17.05.2018;37,11;1
7416;PAPELERA RETRO ROJO ACERO GALVANIZADO;18.05.2018;157,69;5
7416;PAPELERA RETRO ROJO ACERO GALVANIZADO;09.08.2018;33,39;1
7416;PAPELERA RETRO ROJO ACERO GALVANIZADO;27.01.2019;33,39;1
7416;PAPELERA RETRO ROJO ACERO GALVANIZADO;07.02.2019;33,39;1
7416;PAPELERA RETRO ROJO ACERO GALVANIZADO;22.02.2019;31,57;1
7417;PAPELERA RETRO NEGRO ACERO GALVANIZADO;05.12.2017;37,11;1
7417;PAPELERA RETRO NEGRO ACERO GALVANIZADO;31.01.2018;29,67;1
7417;PAPELERA RETRO NEGRO ACERO GALVANIZADO;09.08.2018;33,39;1
7417;PAPELERA RETRO NEGRO ACERO GALVANIZADO;21.11.2018;33,39;1
7417;PAPELERA RETRO NEGRO ACERO GALVANIZADO;03.01.2019;37,11;1
7417;PAPELERA RETRO NEGRO ACERO GALVANIZADO;12.03.2019;37,11;1
7418;ESCOBILLERO ACERO INOXIDABLE;19.10.2017;15,62;1
7418;ESCOBILLERO ACERO INOXIDABLE;18.11.2017;13,28;1
7418;ESCOBILLERO ACERO INOXIDABLE;15.12.2017;15,62;1
7418;ESCOBILLERO ACERO INOXIDABLE;18.01.2018;12,48;1
7418;ESCOBILLERO ACERO INOXIDABLE;18.06.2018;15,62;1
7418;ESCOBILLERO ACERO INOXIDABLE;19.06.2018;15,62;1
7418;ESCOBILLERO ACERO INOXIDABLE;30.06.2018;15,62;1
7418;ESCOBILLERO ACERO INOXIDABLE;07.08.2018;14,05;1
7418;ESCOBILLERO ACERO INOXIDABLE;20.08.2018;14,05;1
7418;ESCOBILLERO ACERO INOXIDABLE;26.08.2018;14,05;1
7418;ESCOBILLERO ACERO INOXIDABLE;02.09.2018;15,63;1
7418;ESCOBILLERO ACERO INOXIDABLE;10.09.2018;15,62;1
7418;ESCOBILLERO ACERO INOXIDABLE;01.11.2018;15,62;1
7418;ESCOBILLERO ACERO INOXIDABLE;12.11.2018;14,06;1
7418;ESCOBILLERO ACERO INOXIDABLE;13.12.2018;15,63;1
7418;ESCOBILLERO ACERO INOXIDABLE;25.01.2019;14,05;1
7418;ESCOBILLERO ACERO INOXIDABLE;01.02.2019;14,05;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;05.09.2017;10,66;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;27.09.2017;10,66;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;28.09.2017;9,06;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;11.11.2017;25,8;2
7443;TOALLERO SOBRE PUERTA METAL CROMADO;10.12.2017;10,66;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;09.01.2018;10,66;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;12.02.2018;10,66;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;15.02.2018;10,66;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;21.03.2018;10,66;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;13.05.2018;10,66;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;21.06.2018;10,66;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;20.07.2018;10,66;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;31.08.2018;10,66;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;24.09.2018;10,66;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;17.10.2018;10,66;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;20.11.2018;8,02;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;09.01.2019;9,59;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;26.01.2019;9,59;1
7443;TOALLERO SOBRE PUERTA METAL CROMADO;26.03.2019;10,66;1
7571;TABLA PARA CORTAR BAMBÚ;04.09.2017;13,97;1
7571;TABLA PARA CORTAR BAMBÚ;25.11.2017;13,98;1
7571;TABLA PARA CORTAR BAMBÚ;22.01.2018;13,14;1
7571;TABLA PARA CORTAR BAMBÚ;23.01.2018;13,14;1
7571;TABLA PARA CORTAR BAMBÚ;03.02.2018;13,14;1
7571;TABLA PARA CORTAR BAMBÚ;11.02.2018;12,32;1
7571;TABLA PARA CORTAR BAMBÚ;07.05.2018;16,45;1
7571;TABLA PARA CORTAR BAMBÚ;22.08.2018;14,79;1
7571;TABLA PARA CORTAR BAMBÚ;27.10.2018;16,45;1
7571;TABLA PARA CORTAR BAMBÚ;15.01.2019;14,05;1
7574;MESA CAMARERA BAMBÚ;18.09.2017;40,41;1
7574;MESA CAMARERA BAMBÚ;20.09.2017;40,41;1
7574;MESA CAMARERA BAMBÚ;06.11.2017;80,82;2
7574;MESA CAMARERA BAMBÚ;13.11.2017;80,83;2
7574;MESA CAMARERA BAMBÚ;17.11.2017;34,36;1
7574;MESA CAMARERA BAMBÚ;27.11.2017;74,76;2
7574;MESA CAMARERA BAMBÚ;28.11.2017;40,42;1
7574;MESA CAMARERA BAMBÚ;09.12.2017;40,42;1
7574;MESA CAMARERA BAMBÚ;20.12.2017;40,41;1
7574;MESA CAMARERA BAMBÚ;04.01.2018;40,41;1
7574;MESA CAMARERA BAMBÚ;15.01.2018;32,31;1
7574;MESA CAMARERA BAMBÚ;07.02.2018;30,34;1
7574;MESA CAMARERA BAMBÚ;12.02.2018;30,33;1
7574;MESA CAMARERA BAMBÚ;13.02.2018;60,66;2
7574;MESA CAMARERA BAMBÚ;17.02.2018;30,33;1
7574;MESA CAMARERA BAMBÚ;03.04.2018;40,42;1
7574;MESA CAMARERA BAMBÚ;08.05.2018;40,41;1
7574;MESA CAMARERA BAMBÚ;21.05.2018;40,41;1
7574;MESA CAMARERA BAMBÚ;29.05.2018;40,41;1
7574;MESA CAMARERA BAMBÚ;05.06.2018;40,41;1
7574;MESA CAMARERA BAMBÚ;22.06.2018;40,42;1
7574;MESA CAMARERA BAMBÚ;24.07.2018;40,41;1
7574;MESA CAMARERA BAMBÚ;19.09.2018;40,42;1
7574;MESA CAMARERA BAMBÚ;28.10.2018;40,41;1
7574;MESA CAMARERA BAMBÚ;13.11.2018;40,41;1
7574;MESA CAMARERA BAMBÚ;18.11.2018;40,41;1
7575;BANDEJA CUBIERTOS BAMBÚ;28.02.2018;13,97;1
7575;BANDEJA CUBIERTOS BAMBÚ;20.06.2018;13,97;1
7575;BANDEJA CUBIERTOS BAMBÚ;26.12.2018;13,97;1
7579;BOTELLERO PLEGABLE BAMBÚ;04.09.2017;12,31;1
7579;BOTELLERO PLEGABLE BAMBÚ;24.05.2018;10,47;1
7580;MESA PLEGABLE BAMBÚ;16.09.2017;57,69;2
7580;MESA PLEGABLE BAMBÚ;30.09.2017;49,04;2
7580;MESA PLEGABLE BAMBÚ;08.10.2017;24,51;1
7580;MESA PLEGABLE BAMBÚ;23.10.2017;28,84;1
7580;MESA PLEGABLE BAMBÚ;08.11.2017;28,84;1
7580;MESA PLEGABLE BAMBÚ;10.11.2017;57,69;2
7580;MESA PLEGABLE BAMBÚ;13.11.2017;24,51;1
7580;MESA PLEGABLE BAMBÚ;17.11.2017;28,85;1
7580;MESA PLEGABLE BAMBÚ;22.11.2017;28,84;1
7580;MESA PLEGABLE BAMBÚ;24.11.2017;28,84;1
7580;MESA PLEGABLE BAMBÚ;12.12.2017;115,37;4
7580;MESA PLEGABLE BAMBÚ;26.12.2017;57,68;2
7580;MESA PLEGABLE BAMBÚ;29.12.2017;28,84;1
7580;MESA PLEGABLE BAMBÚ;02.01.2018;57,69;2
7580;MESA PLEGABLE BAMBÚ;08.01.2018;23,06;1
7580;MESA PLEGABLE BAMBÚ;10.01.2018;23,06;1
7580;MESA PLEGABLE BAMBÚ;19.01.2018;46,12;2
7580;MESA PLEGABLE BAMBÚ;04.02.2018;23,06;1
7580;MESA PLEGABLE BAMBÚ;09.02.2018;21,65;1
7580;MESA PLEGABLE BAMBÚ;10.02.2018;21,65;1
7580;MESA PLEGABLE BAMBÚ;11.02.2018;21,66;1
7580;MESA PLEGABLE BAMBÚ;14.02.2018;43,31;2
7580;MESA PLEGABLE BAMBÚ;03.07.2018;28,84;1
7580;MESA PLEGABLE BAMBÚ;06.07.2018;28,85;1
7580;MESA PLEGABLE BAMBÚ;27.07.2018;28,85;1
7580;MESA PLEGABLE BAMBÚ;30.07.2018;28,85;1
7580;MESA PLEGABLE BAMBÚ;31.07.2018;28,85;1
7580;MESA PLEGABLE BAMBÚ;02.08.2018;28,84;1
7580;MESA PLEGABLE BAMBÚ;22.08.2018;28,84;1
7580;MESA PLEGABLE BAMBÚ;30.08.2018;28,84;1
7580;MESA PLEGABLE BAMBÚ;02.09.2018;28,85;1
7580;MESA PLEGABLE BAMBÚ;27.09.2018;28,84;1
7580;MESA PLEGABLE BAMBÚ;17.12.2018;28,84;1
7580;MESA PLEGABLE BAMBÚ;09.01.2019;25,95;1
7584;ESTANTERÍA 3 LEJAS BAMBÚ;10.09.2017;35,04;1
7584;ESTANTERÍA 3 LEJAS BAMBÚ;09.10.2017;41,24;1
7584;ESTANTERÍA 3 LEJAS BAMBÚ;19.11.2017;41,24;1
7584;ESTANTERÍA 3 LEJAS BAMBÚ;14.01.2018;32,98;1
7584;ESTANTERÍA 3 LEJAS BAMBÚ;21.01.2018;32,97;1
7584;ESTANTERÍA 3 LEJAS BAMBÚ;01.02.2018;32,98;1
7584;ESTANTERÍA 3 LEJAS BAMBÚ;14.02.2018;30,91;1
7584;ESTANTERÍA 3 LEJAS BAMBÚ;19.03.2018;41,24;1
7584;ESTANTERÍA 3 LEJAS BAMBÚ;27.03.2018;41,24;1
7584;ESTANTERÍA 3 LEJAS BAMBÚ;23.06.2018;37,12;1
7584;ESTANTERÍA 3 LEJAS BAMBÚ;01.09.2018;41,24;1
7589;ZAPATERO 2 LEJAS BAMBÚ;17.10.2017;24,51;1
7589;ZAPATERO 2 LEJAS BAMBÚ;30.04.2018;28,84;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;03.09.2017;41,41;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;05.09.2017;41,4;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;06.09.2017;41,4;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;26.09.2017;48,68;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;09.11.2017;41,37;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;20.11.2017;41,38;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;21.11.2017;41,37;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;25.11.2017;41,37;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;04.12.2017;97,34;2
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;26.12.2017;48,68;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;12.01.2018;38,93;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;13.01.2018;77,85;2
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;14.01.2018;155,7;4
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;21.01.2018;38,93;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;07.02.2018;36,53;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;11.02.2018;36,53;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;18.02.2018;36,53;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;09.03.2018;48,68;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;11.03.2018;48,68;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;27.03.2018;48,68;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;08.05.2018;48,67;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;29.06.2018;48,68;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;13.07.2018;48,68;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;26.07.2018;97,36;2
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;23.08.2018;48,68;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;28.08.2018;97,36;2
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;26.09.2018;48,68;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;27.09.2018;43,81;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;30.09.2018;43,81;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;07.10.2018;43,81;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;12.10.2018;48,68;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;18.10.2018;48,68;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;05.12.2018;48,68;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;24.01.2019;43,8;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;28.01.2019;43,8;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;10.02.2019;43,8;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;21.02.2019;82,8;2
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;24.02.2019;39,33;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;05.03.2019;43,81;1
7594;ESTANTERÍA 5 LEJAS BLANCO MDF;09.03.2019;48,68;1
7596;ESTANTERÍA 4 LEJAS BLANCO MDF;12.09.2017;37,11;1
7596;ESTANTERÍA 4 LEJAS BLANCO MDF;01.11.2017;31,54;1
7596;ESTANTERÍA 4 LEJAS BLANCO MDF;22.11.2017;74,22;2
7596;ESTANTERÍA 4 LEJAS BLANCO MDF;24.11.2017;27,85;1
7596;ESTANTERÍA 4 LEJAS BLANCO MDF;26.11.2017;27,85;1
7596;ESTANTERÍA 4 LEJAS BLANCO MDF;15.03.2018;37,11;1
7596;ESTANTERÍA 4 LEJAS BLANCO MDF;11.04.2018;37,11;1
7596;ESTANTERÍA 4 LEJAS BLANCO MDF;01.05.2018;37,11;1
7596;ESTANTERÍA 4 LEJAS BLANCO MDF;02.08.2018;33,39;1
7596;ESTANTERÍA 4 LEJAS BLANCO MDF;04.08.2018;33,39;1
7596;ESTANTERÍA 4 LEJAS BLANCO MDF;12.08.2018;33,39;1
7596;ESTANTERÍA 4 LEJAS BLANCO MDF;15.08.2018;33,39;1
7596;ESTANTERÍA 4 LEJAS BLANCO MDF;13.09.2018;37,11;1
7596;ESTANTERÍA 4 LEJAS BLANCO MDF;20.09.2018;37,11;1
7596;ESTANTERÍA 4 LEJAS BLANCO MDF;25.09.2018;33,39;1
