Referencia;Name;T Día natural;Valor neto pedidos;Cantidad en unidades (pedidos)
101861;MESITA NATURAL-CREMA MADERA NÓRDICO;02.08.2018;114,38;1
101863;ESCRITORIO NATURAL-CREMA MADERA NÓRDICO;23.11.2017;154,96;1
101864;MESITA NATURAL-CREMA MADERA NÓRDICO;18.10.2017;289,26;2
101864;MESITA NATURAL-CREMA MADERA NÓRDICO;15.01.2018;115,7;1
101866;MUEBLE TV NATURAL-CREMA MADERA NÓRDICO;13.11.2017;297,52;1
101867;APARADOR NATURAL-CREMA MADERA NÓRDICO;10.10.2017;487,6;1
101867;APARADOR NATURAL-CREMA MADERA NÓRDICO;28.10.2017;414,46;1
101867;APARADOR NATURAL-CREMA MADERA NÓRDICO;21.03.2018;487,6;1
101869;CONSOLA NATURAL-CREMA MADERA NÓRDICO;05.11.2017;125,74;1
101869;CONSOLA NATURAL-CREMA MADERA NÓRDICO;22.11.2017;251,48;2
101869;CONSOLA NATURAL-CREMA MADERA NÓRDICO;23.11.2017;125,74;1
101869;CONSOLA NATURAL-CREMA MADERA NÓRDICO;26.11.2017;110,99;1
101869;CONSOLA NATURAL-CREMA MADERA NÓRDICO;27.11.2017;110,99;1
101869;CONSOLA NATURAL-CREMA MADERA NÓRDICO;07.12.2017;147,93;1
101869;CONSOLA NATURAL-CREMA MADERA NÓRDICO;14.01.2018;118,35;1
101869;CONSOLA NATURAL-CREMA MADERA NÓRDICO;10.02.2018;110,99;1
101869;CONSOLA NATURAL-CREMA MADERA NÓRDICO;21.03.2018;147,93;1
101870;MUEBLE TV 1 CAJÓN NATURAL;21.11.2017;348,5;1
101875;MESITA 3 CAJONES MARRÓN DM-MADERA;17.11.2017;93,43;1
101875;MESITA 3 CAJONES MARRÓN DM-MADERA;23.11.2017;164,88;2
101875;MESITA 3 CAJONES MARRÓN DM-MADERA;21.12.2017;219,83;2
101875;MESITA 3 CAJONES MARRÓN DM-MADERA;24.12.2017;219,83;2
101875;MESITA 3 CAJONES MARRÓN DM-MADERA;10.02.2018;164,96;2
101876;MUEBLE 4 CAJONES MARRÓN DM-MADERA;25.12.2017;156,2;1
101876;MUEBLE 4 CAJONES MARRÓN DM-MADERA;29.12.2017;173,55;1
101876;MUEBLE 4 CAJONES MARRÓN DM-MADERA;14.01.2018;138,84;1
101876;MUEBLE 4 CAJONES MARRÓN DM-MADERA;02.02.2018;138,84;1
101876;MUEBLE 4 CAJONES MARRÓN DM-MADERA;11.02.2018;130,17;1
101876;MUEBLE 4 CAJONES MARRÓN DM-MADERA;20.03.2018;173,55;1
101876;MUEBLE 4 CAJONES MARRÓN DM-MADERA;16.07.2018;156,2;1
101878;CÓMODA 8 CAJONES MARRÓN DM-MADERA;11.11.2017;203,72;1
101878;CÓMODA 8 CAJONES MARRÓN DM-MADERA;20.11.2017;479,34;2
101880;VITRINA 3 CAJONES Y 1 PUERTA MARRÓN;23.01.2018;224,79;1
101880;VITRINA 3 CAJONES Y 1 PUERTA MARRÓN;07.02.2018;210,74;1
101880;VITRINA 3 CAJONES Y 1 PUERTA MARRÓN;10.02.2018;210,74;1
101880;VITRINA 3 CAJONES Y 1 PUERTA MARRÓN;11.02.2018;210,75;1
101881;VITRINA 1 PUERTA Y 6 CAJONES MARRÓN;14.01.2018;185,13;1
101883;S/2 MESITAS NATURAL-NEGRO DM-METAL;26.01.2018;110,74;1
101883;S/2 MESITAS NATURAL-NEGRO DM-METAL;06.08.2018;124,63;1
101883;S/2 MESITAS NATURAL-NEGRO DM-METAL;27.08.2018;124,63;1
101884;S/3 MESITAS NATURAL-NEGRO DM-METAL;08.05.2018;217,77;1
101884;S/3 MESITAS NATURAL-NEGRO DM-METAL;18.02.2019;185,11;1
101886;S/3 MESITAS NATURAL-NEGRO DM-METAL;14.02.2018;154,96;1
101889;MESITA HEXAGONAL NATURAL-MARRÓN;14.12.2018;126,45;1
101890;MESITA NATURAL MADERA SALÓN;17.10.2017;69,89;1
101890;MESITA NATURAL MADERA SALÓN;23.10.2017;82,23;1
101890;MESITA NATURAL MADERA SALÓN;05.11.2017;69,89;1
101890;MESITA NATURAL MADERA SALÓN;24.11.2017;61,65;1
101891;MESITA NATURAL MADERA SALÓN;23.10.2017;90,08;1
101891;MESITA NATURAL MADERA SALÓN;30.10.2017;90,08;1
101891;MESITA NATURAL MADERA SALÓN;01.11.2017;76,57;1
101892;CÓMODA 6 CAJONES NATURAL-CREMA DM-METAL;26.01.2018;251,24;1
101892;CÓMODA 6 CAJONES NATURAL-CREMA DM-METAL;06.02.2018;235,54;1
101892;CÓMODA 6 CAJONES NATURAL-CREMA DM-METAL;10.02.2018;235,54;1
101892;CÓMODA 6 CAJONES NATURAL-CREMA DM-METAL;12.02.2018;235,54;1
101892;CÓMODA 6 CAJONES NATURAL-CREMA DM-METAL;19.02.2018;314,05;1
101892;CÓMODA 6 CAJONES NATURAL-CREMA DM-METAL;06.04.2018;314,05;1
101892;CÓMODA 6 CAJONES NATURAL-CREMA DM-METAL;12.04.2018;628,09;2
101892;CÓMODA 6 CAJONES NATURAL-CREMA DM-METAL;18.05.2018;314,05;1
101894;APARADOR 3 PUERTAS NATURAL-CREMA;16.11.2017;404,96;1
101894;APARADOR 3 PUERTAS NATURAL-CREMA;20.11.2017;404,96;1
101894;APARADOR 3 PUERTAS NATURAL-CREMA;26.01.2018;323,97;1
101895;MUEBLE TV 2 PUERTAS NATURAL-CREMA;21.04.2018;288,02;1
101896;MESITA 2 CAJONES BLANCO-NATURAL;17.01.2018;221,98;2
101896;MESITA 2 CAJONES BLANCO-NATURAL;03.02.2018;221,98;2
101896;MESITA 2 CAJONES BLANCO-NATURAL;05.02.2018;208,1;2
101896;MESITA 2 CAJONES BLANCO-NATURAL;10.02.2018;208,1;2
101896;MESITA 2 CAJONES BLANCO-NATURAL;12.02.2018;104,05;1
101896;MESITA 2 CAJONES BLANCO-NATURAL;16.02.2018;104,05;1
101896;MESITA 2 CAJONES BLANCO-NATURAL;18.03.2018;138,76;1
101896;MESITA 2 CAJONES BLANCO-NATURAL;23.03.2018;138,76;1
101896;MESITA 2 CAJONES BLANCO-NATURAL;21.04.2018;117,94;1
101896;MESITA 2 CAJONES BLANCO-NATURAL;26.04.2018;138,76;1
101897;SINFONIER 5 CAJONES BLANCO-NATURAL;26.12.2017;198,35;1
101897;SINFONIER 5 CAJONES BLANCO-NATURAL;08.03.2018;198,35;1
101897;SINFONIER 5 CAJONES BLANCO-NATURAL;19.03.2018;198,35;1
101898;APARADOR 3 CAJONES BLANCO-NATURAL;11.02.2018;222,56;1
101899;MUEBLE TV 3 CAJONES BLANCO-NATURAL;23.11.2017;235,54;1
101899;MUEBLE TV 3 CAJONES BLANCO-NATURAL;24.11.2017;235,54;1
101899;MUEBLE TV 3 CAJONES BLANCO-NATURAL;27.11.2017;471,08;2
101899;MUEBLE TV 3 CAJONES BLANCO-NATURAL;10.01.2018;251,24;1
101899;MUEBLE TV 3 CAJONES BLANCO-NATURAL;23.01.2018;251,24;1
101899;MUEBLE TV 3 CAJONES BLANCO-NATURAL;26.01.2018;251,24;1
101899;MUEBLE TV 3 CAJONES BLANCO-NATURAL;14.02.2018;235,54;1
101899;MUEBLE TV 3 CAJONES BLANCO-NATURAL;22.02.2018;314,05;1
101899;MUEBLE TV 3 CAJONES BLANCO-NATURAL;24.02.2018;314,05;1
101899;MUEBLE TV 3 CAJONES BLANCO-NATURAL;16.04.2018;314,06;1
101900;APARADOR CREMA-NATURAL;07.02.2018;303,72;1
101900;APARADOR CREMA-NATURAL;09.02.2018;303,72;1
101901;MURAL PARED 2/M NATURAL DM;12.11.2017;462,23;2
101903;MESITA BLANCO ROZADO DM-MADERA SALÓN;15.07.2018;115,29;1
101903;MESITA BLANCO ROZADO DM-MADERA SALÓN;20.07.2018;115,29;1
101904;MESITA BLANCO ROZADO DM-MADERA SALÓN;26.11.2018;115,95;1
101905;MESITA BLANCO ROZADO DM-MADERA SALÓN;08.03.2018;190,08;1
101906;MESITA 2 CAJONES NATURAL-CREMA;12.03.2018;148,68;1
101907;MUEBLE TV CREMA-NATURAL;02.08.2018;371,9;1
101907;MUEBLE TV CREMA-NATURAL;07.01.2019;309,92;1
101908;MESA CENTRO CREMA-NATURAL DM-MADERA;23.11.2018;185,95;1
101909;MESITA NATURAL-BLANCO MADERA / METAL;08.11.2017;247,77;2
101909;MESITA NATURAL-BLANCO MADERA / METAL;05.07.2018;111,49;1
101910;CONSOLA NATURAL-BLANCO MADERA / METAL;29.01.2018;128,18;1
101911;CONSOLA NATURAL-BLANCO MADERA / METAL;08.10.2017;192,56;1
101911;CONSOLA NATURAL-BLANCO MADERA / METAL;04.11.2017;163,68;1
101912;S/2 MESITAS GEOMÉTRICO NATURAL-AZUL;27.09.2017;87,81;1
101912;S/2 MESITAS GEOMÉTRICO NATURAL-AZUL;16.11.2017;87,81;1
101912;S/2 MESITAS GEOMÉTRICO NATURAL-AZUL;24.11.2017;77,52;1
101912;S/2 MESITAS GEOMÉTRICO NATURAL-AZUL;25.11.2017;77,52;1
101912;S/2 MESITAS GEOMÉTRICO NATURAL-AZUL;26.11.2017;77,52;1
101912;S/2 MESITAS GEOMÉTRICO NATURAL-AZUL;20.01.2018;82,64;1
101912;S/2 MESITAS GEOMÉTRICO NATURAL-AZUL;06.02.2018;77,52;1
101912;S/2 MESITAS GEOMÉTRICO NATURAL-AZUL;04.03.2018;92,98;1
101912;S/2 MESITAS GEOMÉTRICO NATURAL-AZUL;12.06.2018;103,31;1
101912;S/2 MESITAS GEOMÉTRICO NATURAL-AZUL;22.08.2018;92,98;1
101913;S/3 MESITAS GEOMÉTRICO NATURAL-AZUL;03.09.2017;132,13;1
101913;S/3 MESITAS GEOMÉTRICO NATURAL-AZUL;28.09.2017;132,15;1
101913;S/3 MESITAS GEOMÉTRICO NATURAL-AZUL;28.10.2017;112,32;1
101913;S/3 MESITAS GEOMÉTRICO NATURAL-AZUL;27.11.2017;132,15;1
101913;S/3 MESITAS GEOMÉTRICO NATURAL-AZUL;22.12.2017;132,15;1
101913;S/3 MESITAS GEOMÉTRICO NATURAL-AZUL;22.02.2018;132,15;1
101914;S/2 MESITAS GEOMÉTRICO NATURAL-AZUL;25.09.2017;115,91;1
101916;S/2 MESITAS NATURAL MADERA ÉTNICO SALÓN;28.01.2018;138,84;1
101917;MESITA 3 CAJONES BLANCO ROZADO MADERA;18.10.2017;224,66;2
101917;MESITA 3 CAJONES BLANCO ROZADO MADERA;19.10.2017;224,66;2
101917;MESITA 3 CAJONES BLANCO ROZADO MADERA;25.10.2017;264,3;2
101917;MESITA 3 CAJONES BLANCO ROZADO MADERA;04.11.2017;112,32;1
101917;MESITA 3 CAJONES BLANCO ROZADO MADERA;25.11.2017;224,66;2
101917;MESITA 3 CAJONES BLANCO ROZADO MADERA;08.01.2018;105,7;1
101917;MESITA 3 CAJONES BLANCO ROZADO MADERA;17.01.2018;105,7;1
101917;MESITA 3 CAJONES BLANCO ROZADO MADERA;25.01.2018;105,7;1
101917;MESITA 3 CAJONES BLANCO ROZADO MADERA;26.01.2018;211,41;2
101917;MESITA 3 CAJONES BLANCO ROZADO MADERA;05.02.2018;99,09;1
101917;MESITA 3 CAJONES BLANCO ROZADO MADERA;11.02.2018;198,18;2
101917;MESITA 3 CAJONES BLANCO ROZADO MADERA;12.02.2018;198,18;2
101917;MESITA 3 CAJONES BLANCO ROZADO MADERA;09.03.2018;132,15;1
101918;SINFONIER 4 CAJONES BLANCO ROZADO;25.11.2017;136,36;1
101918;SINFONIER 4 CAJONES BLANCO ROZADO;17.01.2018;145,45;1
101918;SINFONIER 4 CAJONES BLANCO ROZADO;30.01.2018;145,45;1
101918;SINFONIER 4 CAJONES BLANCO ROZADO;02.02.2018;145,45;1
101918;SINFONIER 4 CAJONES BLANCO ROZADO;04.02.2018;145,46;1
101918;SINFONIER 4 CAJONES BLANCO ROZADO;09.02.2018;136,36;1
101918;SINFONIER 4 CAJONES BLANCO ROZADO;13.02.2018;136,36;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;13.10.2017;124,34;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;18.10.2017;124,34;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;30.10.2017;124,34;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;31.10.2017;146,28;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;10.11.2017;124,34;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;12.11.2017;124,34;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;19.11.2017;146,28;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;23.11.2017;109,71;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;03.12.2017;146,29;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;09.12.2017;146,28;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;26.12.2017;146,28;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;01.01.2018;146,29;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;07.01.2018;117,03;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;27.01.2018;117,02;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;29.01.2018;117,02;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;31.01.2018;117,03;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;05.02.2018;109,75;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;14.02.2018;109,75;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;18.02.2018;219,5;2
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;23.02.2018;146,28;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;27.03.2018;146,28;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;29.03.2018;146,28;1
101919;CONSOLA 2 CAJONES BLANCO ROZADO MADERA;20.05.2018;146,28;1
101920;MUEBLE RECIBIDOR BLANCO ROZADO;09.11.2017;330,17;2
101920;MUEBLE RECIBIDOR BLANCO ROZADO;27.11.2017;145,7;1
101920;MUEBLE RECIBIDOR BLANCO ROZADO;07.01.2018;155,37;1
101920;MUEBLE RECIBIDOR BLANCO ROZADO;15.01.2018;155,38;1
101920;MUEBLE RECIBIDOR BLANCO ROZADO;23.01.2018;155,37;1
101920;MUEBLE RECIBIDOR BLANCO ROZADO;25.01.2018;155,37;1
101920;MUEBLE RECIBIDOR BLANCO ROZADO;26.01.2018;155,37;1
101920;MUEBLE RECIBIDOR BLANCO ROZADO;29.01.2018;155,37;1
101920;MUEBLE RECIBIDOR BLANCO ROZADO;30.01.2018;310,74;2
101920;MUEBLE RECIBIDOR BLANCO ROZADO;04.02.2018;155,37;1
101920;MUEBLE RECIBIDOR BLANCO ROZADO;10.02.2018;291,4;2
101920;MUEBLE RECIBIDOR BLANCO ROZADO;18.02.2018;145,7;1
101921;MUEBLE TV 2 CAJONES BLANCO ROZADO;26.11.2017;136,36;1
101921;MUEBLE TV 2 CAJONES BLANCO ROZADO;21.01.2018;145,45;1
101921;MUEBLE TV 2 CAJONES BLANCO ROZADO;30.01.2018;290,91;2
101921;MUEBLE TV 2 CAJONES BLANCO ROZADO;03.02.2018;145,45;1
101921;MUEBLE TV 2 CAJONES BLANCO ROZADO;11.02.2018;136,36;1
101921;MUEBLE TV 2 CAJONES BLANCO ROZADO;14.02.2018;136,36;1
101921;MUEBLE TV 2 CAJONES BLANCO ROZADO;07.03.2018;163,64;1
101921;MUEBLE TV 2 CAJONES BLANCO ROZADO;09.03.2018;181,82;1
101922;MESITA 1 CAJÓN NEGRO METAL INDUSTRIAL;01.11.2017;303,97;2
101923;CONSOLA 1 CAJÓN NEGRO METAL INDUSTRIAL;04.11.2017;182,65;1
101924;MESA AUXILIAR NEGRO METAL INDUSTRIAL;28.11.2017;90,08;1
101924;MESA AUXILIAR NEGRO METAL INDUSTRIAL;11.05.2018;90,08;1
101927;ESCRITORIO 2 CAJONES NEGRO METAL;17.10.2017;196;1
101928;ESTANTERÍA NEGRO METAL INDUSTRIAL;12.11.2017;421,26;3
101932;ESCRITORIO NATURAL-NEGRO MADERA / METAL;10.12.2017;181,82;1
101932;ESCRITORIO NATURAL-NEGRO MADERA / METAL;09.01.2018;145,45;1
101934;ESPEJO BLANCO ROZADO DM-CRISTAL;08.09.2017;75,95;1
101934;ESPEJO BLANCO ROZADO DM-CRISTAL;16.11.2017;64,55;1
101934;ESPEJO BLANCO ROZADO DM-CRISTAL;21.11.2017;64,55;1
101934;ESPEJO BLANCO ROZADO DM-CRISTAL;25.11.2017;56,94;1
101934;ESPEJO BLANCO ROZADO DM-CRISTAL;11.02.2018;56,94;1
101935;MUEBLE RECIBIDOR BLANCO ROZADO MADERA;13.11.2017;224,79;1
101935;MUEBLE RECIBIDOR BLANCO ROZADO MADERA;06.12.2017;264,46;1
101936;MUEBLE RECIBIDOR BLANCO ROZADO MADERA;04.12.2017;523,96;2
101936;MUEBLE RECIBIDOR BLANCO ROZADO MADERA;11.12.2017;261,98;1
101936;MUEBLE RECIBIDOR BLANCO ROZADO MADERA;19.01.2018;209,59;1
101937;MUEBLE RECIBIDOR BLANCO ROZADO MADERA;24.01.2018;244,63;1
101937;MUEBLE RECIBIDOR BLANCO ROZADO MADERA;17.02.2018;229,34;1
101937;MUEBLE RECIBIDOR BLANCO ROZADO MADERA;27.04.2018;305,79;1
101939;S/2 MESITAS NEGRO-ORO SALÓN;25.11.2017;154,55;1
101940;S/2 MESITAS NEGRO-ORO MADERA / METAL;01.02.2018;304,13;1
101940;S/2 MESITAS NEGRO-ORO MADERA / METAL;18.02.2018;570,25;2
101941;ESTANTERÍA ORO METAL / CRISTAL MODERNO;05.04.2018;628,1;1
101943;MUEBLE RECIBIDOR NEGRO-ORO;29.11.2017;659,5;2
101944;SINFONIER 5 CAJONES NEGRO-ORO MADERA;12.02.2018;272,73;1
101944;SINFONIER 5 CAJONES NEGRO-ORO MADERA;21.04.2018;363,64;1
101945;CÓMODA 6 CAJONES NEGRO-ORO MADERA;05.02.2018;291,33;1
101946;MESITA 2 CAJONES NEGRO-BLANCO MADERA;20.12.2017;198,34;1
101947;MUEBLE RECIBIDOR NEGRO-BLANCO;11.01.2019;223,68;1
101947;MUEBLE RECIBIDOR NEGRO-BLANCO;12.02.2019;235,45;1
101950;ESPEJO NATURAL METAL / CRISTAL;04.11.2017;108,26;1
101950;ESPEJO NATURAL METAL / CRISTAL;27.11.2017;92,03;1
101950;ESPEJO NATURAL METAL / CRISTAL;25.12.2017;108,26;1
101951;ESPEJO NATURAL METAL / CRISTAL;17.12.2017;206,61;1
101951;ESPEJO NATURAL METAL / CRISTAL;10.01.2018;165,29;1
101956;CONSOLA 2 PUERTAS CREMA DM-MADERA;30.09.2017;107,12;1
101956;CONSOLA 2 PUERTAS CREMA DM-MADERA;31.10.2017;107,12;1
101956;CONSOLA 2 PUERTAS CREMA DM-MADERA;16.11.2017;107,12;1
101956;CONSOLA 2 PUERTAS CREMA DM-MADERA;24.11.2017;94,55;1
101956;CONSOLA 2 PUERTAS CREMA DM-MADERA;14.03.2018;126,03;1
101956;CONSOLA 2 PUERTAS CREMA DM-MADERA;09.04.2018;126,03;1
101956;CONSOLA 2 PUERTAS CREMA DM-MADERA;12.04.2018;126,03;1
101956;CONSOLA 2 PUERTAS CREMA DM-MADERA;24.04.2018;126,03;1
101956;CONSOLA 2 PUERTAS CREMA DM-MADERA;03.05.2018;126,03;1
101957;CONSOLA 2 PUERTAS NATURAL DM-MADERA;07.09.2017;126,03;1
101957;CONSOLA 2 PUERTAS NATURAL DM-MADERA;15.12.2017;126,03;1
101957;CONSOLA 2 PUERTAS NATURAL DM-MADERA;14.01.2018;100,83;1
101957;CONSOLA 2 PUERTAS NATURAL DM-MADERA;06.02.2018;94,55;1
101957;CONSOLA 2 PUERTAS NATURAL DM-MADERA;11.02.2018;94,55;1
101959;CONSOLA 2 PUERTAS ROJO DM-MADERA;12.11.2017;107,12;1
101959;CONSOLA 2 PUERTAS ROJO DM-MADERA;27.12.2017;126,03;1
101959;CONSOLA 2 PUERTAS ROJO DM-MADERA;23.02.2018;126,03;1
101960;CONSOLA 2 PUERTAS NEGRO DM-MADERA;10.09.2017;126,03;1
101960;CONSOLA 2 PUERTAS NEGRO DM-MADERA;08.10.2017;107,12;1
101960;CONSOLA 2 PUERTAS NEGRO DM-MADERA;02.11.2017;107,12;1
101960;CONSOLA 2 PUERTAS NEGRO DM-MADERA;14.12.2017;252,06;2
101961;CONSOLA 2 PUERTAS Y 2 CAJONES CREMA;10.10.2017;142,07;1
101961;CONSOLA 2 PUERTAS Y 2 CAJONES CREMA;12.03.2018;142,07;1
101961;CONSOLA 2 PUERTAS Y 2 CAJONES CREMA;20.04.2018;142,07;1
101961;CONSOLA 2 PUERTAS Y 2 CAJONES CREMA;18.05.2018;142,07;1
101962;CONSOLA 2 PUERTAS Y 2 CAJONES NATURAL;30.10.2017;120,75;1
101962;CONSOLA 2 PUERTAS Y 2 CAJONES NATURAL;07.01.2018;227,28;2
101963;CONSOLA 2 PUERTAS Y 2 CAJONES VERDE;25.09.2017;120,75;1
101963;CONSOLA 2 PUERTAS Y 2 CAJONES VERDE;04.10.2017;142,07;1
101963;CONSOLA 2 PUERTAS Y 2 CAJONES VERDE;30.03.2018;142,07;1
101964;CONSOLA 2 PUERTAS Y 2 CAJONES ROJO;04.09.2017;142,07;1
101966;CONSOLA 1 CAJÓN CREMA DM-MADERA ENTRADA;20.09.2017;121,49;1
101966;CONSOLA 1 CAJÓN CREMA DM-MADERA ENTRADA;08.11.2017;121,49;1
101966;CONSOLA 1 CAJÓN CREMA DM-MADERA ENTRADA;16.11.2017;103,27;1
101966;CONSOLA 1 CAJÓN CREMA DM-MADERA ENTRADA;24.11.2017;91,16;1
101966;CONSOLA 1 CAJÓN CREMA DM-MADERA ENTRADA;26.11.2017;182,32;2
101966;CONSOLA 1 CAJÓN CREMA DM-MADERA ENTRADA;04.01.2018;121,49;1
101966;CONSOLA 1 CAJÓN CREMA DM-MADERA ENTRADA;09.01.2018;97,19;1
101966;CONSOLA 1 CAJÓN CREMA DM-MADERA ENTRADA;17.01.2018;97,19;1
101966;CONSOLA 1 CAJÓN CREMA DM-MADERA ENTRADA;18.01.2018;97,19;1
101966;CONSOLA 1 CAJÓN CREMA DM-MADERA ENTRADA;29.01.2018;97,19;1
101966;CONSOLA 1 CAJÓN CREMA DM-MADERA ENTRADA;01.02.2018;97,19;1
101966;CONSOLA 1 CAJÓN CREMA DM-MADERA ENTRADA;11.02.2018;182,31;2
101966;CONSOLA 1 CAJÓN CREMA DM-MADERA ENTRADA;13.02.2018;91,17;1
101967;CONSOLA 1 CAJÓN NATURAL DM-MADERA;23.04.2018;121,49;1
101967;CONSOLA 1 CAJÓN NATURAL DM-MADERA;01.10.2018;109,34;1
101967;CONSOLA 1 CAJÓN NATURAL DM-MADERA;07.02.2019;109,34;1
101967;CONSOLA 1 CAJÓN NATURAL DM-MADERA;21.02.2019;103,31;1
101968;CONSOLA 1 CAJÓN VERDE DM-MADERA ENTRADA;16.01.2018;97,19;1
101968;CONSOLA 1 CAJÓN VERDE DM-MADERA ENTRADA;18.09.2018;121,49;1
101968;CONSOLA 1 CAJÓN VERDE DM-MADERA ENTRADA;06.10.2018;109,34;1
101968;CONSOLA 1 CAJÓN VERDE DM-MADERA ENTRADA;27.11.2018;121,49;1
101968;CONSOLA 1 CAJÓN VERDE DM-MADERA ENTRADA;04.12.2018;121,49;1
101971;MUEBLE RECIBIDOR CREMA;27.12.2017;181,82;1
101971;MUEBLE RECIBIDOR CREMA;13.01.2018;145,45;1
101971;MUEBLE RECIBIDOR CREMA;13.02.2018;136,36;1
101971;MUEBLE RECIBIDOR CREMA;10.05.2018;181,82;1
101971;MUEBLE RECIBIDOR CREMA;03.07.2018;163,64;1
101971;MUEBLE RECIBIDOR CREMA;10.07.2018;163,64;1
101971;MUEBLE RECIBIDOR CREMA;27.08.2018;163,64;1
101971;MUEBLE RECIBIDOR CREMA;07.11.2018;181,83;1
101971;MUEBLE RECIBIDOR CREMA;14.11.2018;181,82;1
101972;MUEBLE RECIBIDOR NATURAL;09.03.2018;181,82;1
101974;CÓMODA 3 CAJONES GRIS DM-MADERA;12.11.2017;182,64;1
101974;CÓMODA 3 CAJONES GRIS DM-MADERA;18.11.2017;182,64;1
101974;CÓMODA 3 CAJONES GRIS DM-MADERA;27.12.2017;214,88;1
101974;CÓMODA 3 CAJONES GRIS DM-MADERA;24.01.2018;171,9;1
101974;CÓMODA 3 CAJONES GRIS DM-MADERA;10.02.2018;161,16;1
101974;CÓMODA 3 CAJONES GRIS DM-MADERA;15.02.2018;161,16;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;25.10.2017;57,77;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;16.11.2017;98,21;2
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;22.11.2017;49,1;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;26.11.2017;43,31;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;23.02.2018;57,77;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;26.03.2018;57,77;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;16.04.2018;57,77;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;28.08.2018;51,98;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;06.09.2018;57,77;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;22.09.2018;57,77;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;27.09.2018;51,99;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;18.10.2018;57,77;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;20.10.2018;57,77;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;05.11.2018;51,99;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;07.11.2018;103,98;2
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;13.11.2018;51,99;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;18.11.2018;51,99;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;19.11.2018;103,98;2
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;20.11.2018;51,99;1
101976;BANQUETA-BAÚL BEIGE TEJIDO-MADERA;24.11.2018;103,96;2
101977;BANQUETA-BAÚL TOPO TEJIDO-MADERA;11.11.2017;49,1;1
101977;BANQUETA-BAÚL TOPO TEJIDO-MADERA;17.03.2018;57,77;1
101977;BANQUETA-BAÚL TOPO TEJIDO-MADERA;24.03.2018;57,76;1
101977;BANQUETA-BAÚL TOPO TEJIDO-MADERA;19.10.2018;57,76;1
101977;BANQUETA-BAÚL TOPO TEJIDO-MADERA;05.11.2018;51,99;1
101977;BANQUETA-BAÚL TOPO TEJIDO-MADERA;06.11.2018;51,99;1
101977;BANQUETA-BAÚL TOPO TEJIDO-MADERA;08.11.2018;51,99;1
101977;BANQUETA-BAÚL TOPO TEJIDO-MADERA;09.11.2018;51,99;1
101977;BANQUETA-BAÚL TOPO TEJIDO-MADERA;11.11.2018;57,76;1
101977;BANQUETA-BAÚL TOPO TEJIDO-MADERA;13.11.2018;51,99;1
101977;BANQUETA-BAÚL TOPO TEJIDO-MADERA;15.11.2018;57,76;1
101977;BANQUETA-BAÚL TOPO TEJIDO-MADERA;22.11.2018;51,98;1
