,Unnamed: 0_x,Reference_x,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates,Unnamed: 0_y,Reference_y,Name,Net_Incomes,Units_sold,Unnamed: 0,Reference,Page_Views
0,168,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-03,18,30655.0,BANQUETA BLANCO METAL,0.0,0.0,67,30655,0.0
1,169,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-04,19,30655.0,BANQUETA BLANCO METAL,0.0,0.0,68,30655,0.0
2,170,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-05,20,30655.0,BANQUETA BLANCO METAL,0.0,0.0,69,30655,0.0
3,171,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-06,21,30655.0,BANQUETA BLANCO METAL,0.0,0.0,70,30655,0.0
4,172,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-07,22,30655.0,BANQUETA BLANCO METAL,0.0,0.0,0,30655,9.0
5,173,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-08,23,30655.0,BANQUETA BLANCO METAL,0.0,0.0,71,30655,0.0
6,174,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-09,24,30655.0,BANQUETA BLANCO METAL,0.0,0.0,72,30655,0.0
7,175,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-10,25,30655.0,BANQUETA BLANCO METAL,0.0,0.0,73,30655,0.0
8,176,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-11,26,30655.0,BANQUETA BLANCO METAL,0.0,0.0,74,30655,0.0
9,177,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-12,27,30655.0,BANQUETA BLANCO METAL,0.0,0.0,75,30655,0.0
10,178,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-13,28,30655.0,BANQUETA BLANCO METAL,0.0,0.0,76,30655,0.0
11,179,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-14,29,30655.0,BANQUETA BLANCO METAL,0.0,0.0,77,30655,0.0
12,180,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-15,30,30655.0,BANQUETA BLANCO METAL,0.0,0.0,78,30655,0.0
13,181,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-16,31,30655.0,BANQUETA BLANCO METAL,0.0,0.0,79,30655,0.0
14,182,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-17,32,30655.0,BANQUETA BLANCO METAL,0.0,0.0,80,30655,0.0
15,183,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-18,33,30655.0,BANQUETA BLANCO METAL,0.0,0.0,81,30655,0.0
16,184,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-19,34,30655.0,BANQUETA BLANCO METAL,0.0,0.0,82,30655,0.0
17,185,30655.0,muebles,banquetas y bancos,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-20,35,30655.0,BANQUETA BLANCO METAL,0.0,0.0,83,30655,0.0
