,Unnamed: 0_x,Reference_x,CatN1_x,CatN2_x,Cat_Price_x,CPC_medio_x,Impressions_x,Clics_x,Cost_x,Conversions_x,All_Conversions_x,Ads_Income_x,Ads_Income_All_x,ROAS_Ads_x,Dates,Unnamed: 0_y,Reference_y,CatN1_y,CatN2_y,Cat_Price_y,CPC_medio_y,Impressions_y,Clics_y,Cost_y,Conversions_y,All_Conversions_y,Ads_Income_y,Ads_Income_All_y,ROAS_Ads_y,Unnamed: 0,Reference,Page_Views
0,179,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-03,179,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29300,9.0
1,180,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-04,180,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,29300,0.0
2,181,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-05,181,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,29300,0.0
3,182,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-06,182,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,29300,19.0
4,183,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-07,183,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,29300,9.0
5,184,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-08,184,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,29300,9.0
6,185,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-09,185,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,29300,0.0
7,186,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-10,186,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,29300,0.0
8,187,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-11,187,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,29300,9.0
9,188,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-12,188,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,29300,0.0
10,189,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-13,189,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,29300,0.0
11,190,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-14,190,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,29300,0.0
12,191,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-15,191,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,29300,9.0
13,192,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-16,192,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,29300,9.0
14,193,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-17,193,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,29300,19.0
15,194,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-18,194,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,29300,0.0
16,195,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-19,195,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,29300,0.0
17,196,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-20,196,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,29300,9.0
18,197,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-21,197,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,29300,0.0
19,198,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-22,198,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,29300,0.0
20,199,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-23,199,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,29300,0.0
21,200,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-24,200,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,29300,9.0
22,201,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-25,201,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,29300,9.0
23,202,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-26,202,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118,29300,0.0
24,203,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-27,203,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,29300,0.0
25,204,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-28,204,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,29300,0.0
26,205,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-29,205,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,29300,0.0
27,206,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-30,206,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,29300,0.0
28,207,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-01,207,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,29300,9.0
29,208,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-02,208,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,29300,0.0
30,209,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-03,209,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,29300,0.0
31,70,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-04,70,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,29300,0.0
32,88,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-05,88,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,29300,0.0
33,41,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.28,43.0,2.0,0.56,0.0,0.0,0.0,0.0,0.0,2018-10-06,41,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.28,43.0,2.0,0.56,0.0,0.0,0.0,0.0,0.0,127,29300,0.0
34,90,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-07,90,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,29300,28.0
35,21,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.28,84.0,2.0,0.57,0.0,0.0,0.0,0.0,0.0,2018-10-08,21,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.28,84.0,2.0,0.57,0.0,0.0,0.0,0.0,0.0,13,29300,19.0
36,37,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.25,258.0,5.0,1.24,0.0,0.0,0.0,0.0,0.0,2018-10-09,37,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.25,258.0,5.0,1.24,0.0,0.0,0.0,0.0,0.0,128,29300,0.0
37,43,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.25,383.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2018-10-10,43,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.25,383.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,129,29300,0.0
38,14,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.25,418.0,7.0,1.74,0.33,1.33,5.63,5.63,3.24,2018-10-11,14,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.25,418.0,7.0,1.74,0.33,1.33,5.63,5.63,3.24,14,29300,28.0
39,93,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.28,558.0,10.0,2.84,0.0,0.0,0.0,0.0,0.0,2018-10-12,93,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.28,558.0,10.0,2.84,0.0,0.0,0.0,0.0,0.0,15,29300,28.0
40,175,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.28,990.0,10.0,2.82,0.0,0.0,0.0,0.0,0.0,2018-10-13,175,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.28,990.0,10.0,2.82,0.0,0.0,0.0,0.0,0.0,16,29300,9.0
41,139,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.27,1478.0,27.0,7.34,0.0,0.0,0.0,0.0,0.0,2018-10-14,139,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.27,1478.0,27.0,7.34,0.0,0.0,0.0,0.0,0.0,17,29300,19.0
42,131,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.32,1211.0,22.0,7.02,1.25,1.25,56.22,56.22,8.01,2018-10-15,131,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.32,1211.0,22.0,7.02,1.25,1.25,56.22,56.22,8.01,18,29300,66.0
43,81,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.29,1655.0,25.0,7.16,0.0,2.0,0.0,0.0,0.0,2018-10-16,81,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.29,1655.0,25.0,7.16,0.0,2.0,0.0,0.0,0.0,19,29300,47.0
44,103,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.27,2149.0,28.0,7.58,0.0,1.0,0.0,0.0,0.0,2018-10-17,103,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.27,2149.0,28.0,7.58,0.0,1.0,0.0,0.0,0.0,20,29300,47.0
45,92,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.29,2115.0,32.0,9.13,0.4,1.4,13.52,13.52,1.48,2018-10-18,92,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.29,2115.0,32.0,9.13,0.4,1.4,13.52,13.52,1.48,21,29300,9.0
46,143,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.28,1907.0,21.0,5.94,0.0,3.0,0.0,135.72,0.0,2018-10-19,143,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.28,1907.0,21.0,5.94,0.0,3.0,0.0,135.72,0.0,22,29300,56.0
47,65,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.24,2914.0,36.0,8.77,0.0,0.0,0.0,0.0,0.0,2018-10-20,65,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.24,2914.0,36.0,8.77,0.0,0.0,0.0,0.0,0.0,23,29300,28.0
48,129,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.27,1602.0,20.0,5.46,0.0,2.0,0.0,0.0,0.0,2018-10-21,129,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.27,1602.0,20.0,5.46,0.0,2.0,0.0,0.0,0.0,24,29300,28.0
49,138,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.3,2226.0,22.0,6.65,0.0,2.0,0.0,0.0,0.0,2018-10-22,138,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.3,2226.0,22.0,6.65,0.0,2.0,0.0,0.0,0.0,130,29300,0.0
50,96,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.33,2332.0,22.0,7.26,0.0,3.2,0.0,62.8,0.0,2018-10-23,96,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.33,2332.0,22.0,7.26,0.0,3.2,0.0,62.8,0.0,25,29300,19.0
51,144,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.31,2100.0,17.0,5.19,0.0,0.0,0.0,0.0,0.0,2018-10-24,144,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.31,2100.0,17.0,5.19,0.0,0.0,0.0,0.0,0.0,26,29300,19.0
52,120,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.29,1590.0,19.0,5.47,0.0,0.4,0.0,16.16,0.0,2018-10-25,120,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.29,1590.0,19.0,5.47,0.0,0.4,0.0,16.16,0.0,131,29300,0.0
53,57,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.31,1411.0,21.0,6.57,0.0,1.0,0.0,0.0,0.0,2018-10-26,57,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.31,1411.0,21.0,6.57,0.0,1.0,0.0,0.0,0.0,27,29300,9.0
54,32,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.35,1737.0,23.0,7.95,0.0,0.0,0.0,0.0,0.0,2018-10-27,32,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.35,1737.0,23.0,7.95,0.0,0.0,0.0,0.0,0.0,28,29300,47.0
55,47,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.31,1936.0,18.0,5.56,0.0,1.0,0.0,0.0,0.0,2018-10-28,47,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.31,1936.0,18.0,5.56,0.0,1.0,0.0,0.0,0.0,29,29300,19.0
56,177,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.34,1779.0,18.0,6.14,1.0,2.0,33.8,33.8,5.5,2018-10-29,177,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.34,1779.0,18.0,6.14,1.0,2.0,33.8,33.8,5.5,30,29300,47.0
57,122,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.39,1053.0,16.0,6.29,0.0,0.0,0.0,0.0,0.0,2018-10-30,122,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.39,1053.0,16.0,6.29,0.0,0.0,0.0,0.0,0.0,31,29300,9.0
58,60,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.29,1174.0,18.0,5.28,0.0,0.0,0.0,0.0,0.0,2018-10-31,60,29300.0,lámparas e iluminación,lámparas de mesita de noche,20.0,0.29,1174.0,18.0,5.28,0.0,0.0,0.0,0.0,0.0,32,29300,19.0
