,Unnamed: 0_x,Reference_x,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates,Unnamed: 0_y,Reference_y,Name,Net_Incomes,Units_sold,Unnamed: 0,Reference,Page_Views
0,134,48624.0,decoración para tu casa,biombos separadores,80.0,0.16,792.0,15.0,2.46,0.0,0.0,0.0,0.0,0.0,2018-09-03,27,48624.0,BIOMBO BLANCO PAPEL TRENZADO,0.0,0.0,0,48624,37.0
1,130,48624.0,decoración para tu casa,biombos separadores,80.0,0.18,1023.0,15.0,2.68,0.0,0.0,0.0,0.0,0.0,2018-09-04,28,48624.0,BIOMBO BLANCO PAPEL TRENZADO,0.0,0.0,148,48624,0.0
2,137,48624.0,decoración para tu casa,biombos separadores,80.0,0.15,1010.0,16.0,2.46,0.5,0.5,31.45,31.45,12.78,2018-09-05,0,48624.0,BIOMBO BLANCO PAPEL TRENZADO,51.98,1.0,149,48624,0.0
3,123,48624.0,decoración para tu casa,biombos separadores,80.0,0.16,1068.0,16.0,2.51,0.0,0.0,0.0,0.0,0.0,2018-09-06,1,48624.0,BIOMBO BLANCO PAPEL TRENZADO,51.99,1.0,1,48624,9.0
4,138,48624.0,decoración para tu casa,biombos separadores,80.0,0.15,1031.0,28.0,4.14,0.0,0.0,0.0,0.0,0.0,2018-09-07,29,48624.0,BIOMBO BLANCO PAPEL TRENZADO,0.0,0.0,2,48624,19.0
5,119,48624.0,decoración para tu casa,biombos separadores,80.0,0.13,1153.0,27.0,3.4,0.0,0.0,0.0,0.0,0.0,2018-09-08,30,48624.0,BIOMBO BLANCO PAPEL TRENZADO,0.0,0.0,3,48624,9.0
6,132,48624.0,decoración para tu casa,biombos separadores,80.0,0.16,1289.0,26.0,4.1,0.0,0.0,0.0,0.0,0.0,2018-09-09,31,48624.0,BIOMBO BLANCO PAPEL TRENZADO,0.0,0.0,4,48624,47.0
7,122,48624.0,decoración para tu casa,biombos separadores,80.0,0.16,1265.0,29.0,4.51,0.0,0.0,0.0,0.0,0.0,2018-09-10,32,48624.0,BIOMBO BLANCO PAPEL TRENZADO,0.0,0.0,5,48624,19.0
8,118,48624.0,decoración para tu casa,biombos separadores,80.0,0.16,1128.0,23.0,3.78,0.0,0.0,0.0,0.0,0.0,2018-09-11,2,48624.0,BIOMBO BLANCO PAPEL TRENZADO,51.98,1.0,6,48624,47.0
9,139,48624.0,decoración para tu casa,biombos separadores,80.0,0.15,1202.0,29.0,4.48,0.0,0.0,0.0,0.0,0.0,2018-09-12,33,48624.0,BIOMBO BLANCO PAPEL TRENZADO,0.0,0.0,7,48624,28.0
