,Unnamed: 0_x,Reference_x,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates,Unnamed: 0_y,Reference_y,Name,Net_Incomes,Units_sold,Unnamed: 0,Reference,Page_Views
0,184,61096.0,organización y almacenamiento,percheros,50.0,0.24,1759.0,27.0,6.47,1.0,1.0,49.9,49.9,7.71,2018-09-03,32,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,0,61096,19.0
1,195,61096.0,organización y almacenamiento,percheros,50.0,0.21,1730.0,34.0,7.09,1.0,1.0,49.9,49.9,7.04,2018-09-04,0,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",41.24,1.0,1,61096,19.0
2,207,61096.0,organización y almacenamiento,percheros,50.0,0.2,1921.0,31.0,6.09,0.0,0.0,0.0,0.0,0.0,2018-09-05,1,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",41.24,1.0,2,61096,37.0
3,187,61096.0,organización y almacenamiento,percheros,50.0,0.25,1634.0,27.0,6.65,0.66,1.66,29.64,29.64,4.46,2018-09-06,2,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",41.24,1.0,3,61096,19.0
4,202,61096.0,organización y almacenamiento,percheros,50.0,0.21,1546.0,7.0,1.45,0.0,0.0,0.0,0.0,0.0,2018-09-07,33,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,125,61096,0.0
5,189,61096.0,organización y almacenamiento,percheros,50.0,0.24,1531.0,20.0,4.71,0.33,1.33,14.82,14.82,3.15,2018-09-08,34,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,4,61096,28.0
6,205,61096.0,organización y almacenamiento,percheros,50.0,0.22,1921.0,38.0,8.42,0.0,0.0,0.0,0.0,0.0,2018-09-09,35,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,5,61096,66.0
7,194,61096.0,organización y almacenamiento,percheros,50.0,0.22,1834.0,22.0,4.87,0.0,0.0,0.0,0.0,0.0,2018-09-10,3,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",41.24,1.0,6,61096,84.0
8,185,61096.0,organización y almacenamiento,percheros,50.0,0.23,1611.0,24.0,5.57,1.0,1.0,49.9,49.9,8.96,2018-09-11,4,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",41.24,1.0,7,61096,66.0
9,196,61096.0,organización y almacenamiento,percheros,50.0,0.24,1582.0,24.0,5.74,0.0,0.0,0.0,0.0,0.0,2018-09-12,36,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,8,61096,9.0
10,197,61096.0,organización y almacenamiento,percheros,50.0,0.26,1449.0,21.0,5.51,0.0,0.0,0.0,0.0,0.0,2018-09-13,37,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,126,61096,0.0
11,181,61096.0,organización y almacenamiento,percheros,50.0,0.23,1367.0,12.0,2.81,0.0,0.0,0.0,0.0,0.0,2018-09-14,38,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,9,61096,19.0
12,201,61096.0,organización y almacenamiento,percheros,50.0,0.26,1528.0,19.0,4.86,0.0,0.0,0.0,0.0,0.0,2018-09-15,39,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,10,61096,47.0
13,206,61096.0,organización y almacenamiento,percheros,50.0,0.26,1819.0,22.0,5.67,0.0,0.0,0.0,0.0,0.0,2018-09-16,40,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,11,61096,19.0
14,204,61096.0,organización y almacenamiento,percheros,50.0,0.27,1462.0,11.0,2.99,0.0,0.0,0.0,0.0,0.0,2018-09-17,41,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,127,61096,0.0
15,203,61096.0,organización y almacenamiento,percheros,50.0,0.26,1464.0,12.0,3.07,0.0,0.0,0.0,0.0,0.0,2018-09-18,42,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,128,61096,0.0
16,191,61096.0,organización y almacenamiento,percheros,50.0,0.23,1197.0,16.0,3.75,0.0,0.0,0.0,0.0,0.0,2018-09-19,43,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,12,61096,9.0
17,180,61096.0,organización y almacenamiento,percheros,50.0,0.24,1205.0,14.0,3.32,0.0,0.0,0.0,0.0,0.0,2018-09-20,44,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,129,61096,0.0
18,200,61096.0,organización y almacenamiento,percheros,50.0,0.22,995.0,16.0,3.52,0.0,0.0,0.0,0.0,0.0,2018-09-21,45,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,13,61096,19.0
19,198,61096.0,organización y almacenamiento,percheros,50.0,0.23,1341.0,12.0,2.73,0.0,0.0,0.0,0.0,0.0,2018-09-22,46,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,14,61096,19.0
20,188,61096.0,organización y almacenamiento,percheros,50.0,0.23,1373.0,16.0,3.62,0.0,0.0,0.0,0.0,0.0,2018-09-23,47,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,130,61096,0.0
21,190,61096.0,organización y almacenamiento,percheros,50.0,0.25,1236.0,18.0,4.5,0.0,0.0,0.0,0.0,0.0,2018-09-24,48,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,15,61096,28.0
22,186,61096.0,organización y almacenamiento,percheros,50.0,0.27,1104.0,17.0,4.62,0.0,0.0,0.0,0.0,0.0,2018-09-25,49,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,16,61096,19.0
23,183,61096.0,organización y almacenamiento,percheros,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-26,5,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",41.24,1.0,17,61096,9.0
24,199,61096.0,organización y almacenamiento,percheros,50.0,0.28,1087.0,13.0,3.59,0.0,0.0,0.0,0.0,0.0,2018-09-27,50,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,131,61096,0.0
25,193,61096.0,organización y almacenamiento,percheros,50.0,0.23,1113.0,15.0,3.41,0.0,0.0,0.0,0.0,0.0,2018-09-28,51,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,18,61096,37.0
26,208,61096.0,organización y almacenamiento,percheros,50.0,0.2,1260.0,14.0,2.76,0.0,0.0,0.0,0.0,0.0,2018-09-29,52,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,132,61096,0.0
27,192,61096.0,organización y almacenamiento,percheros,50.0,0.28,1367.0,14.0,3.88,0.0,1.0,0.0,0.0,0.0,2018-09-30,53,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,19,61096,9.0
28,130,61096.0,organización y almacenamiento,percheros,50.0,0.23,1294.0,11.0,2.54,0.0,0.0,0.0,0.0,0.0,2018-10-01,54,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,20,61096,9.0
29,42,61096.0,organización y almacenamiento,percheros,50.0,0.26,1306.0,22.0,5.7,1.0,2.0,51.9,51.9,9.11,2018-10-02,6,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",41.24,1.0,21,61096,9.0
30,89,61096.0,organización y almacenamiento,percheros,50.0,0.23,1381.0,22.0,4.97,0.0,0.0,0.0,0.0,0.0,2018-10-03,55,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,22,61096,37.0
31,86,61096.0,organización y almacenamiento,percheros,50.0,0.33,1554.0,13.0,4.32,1.0,1.0,46.91,46.91,10.86,2018-10-04,7,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",37.12,1.0,23,61096,19.0
32,54,61096.0,organización y almacenamiento,percheros,50.0,0.23,1265.0,11.0,2.53,1.0,2.0,89.82,89.82,35.5,2018-10-05,56,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,133,61096,0.0
33,77,61096.0,organización y almacenamiento,percheros,50.0,0.22,1381.0,28.0,6.27,0.0,0.0,0.0,0.0,0.0,2018-10-06,57,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,24,61096,75.0
34,126,61096.0,organización y almacenamiento,percheros,50.0,0.25,2183.0,33.0,8.34,0.14,1.14,7.13,7.13,0.85,2018-10-07,58,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,25,61096,19.0
35,32,61096.0,organización y almacenamiento,percheros,50.0,0.22,2157.0,38.0,8.27,0.0,1.0,0.0,0.0,0.0,2018-10-08,8,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",74.23,2.0,26,61096,66.0
36,114,61096.0,organización y almacenamiento,percheros,50.0,0.25,2138.0,26.0,6.46,0.0,1.0,0.0,0.0,0.0,2018-10-09,59,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,27,61096,56.0
37,51,61096.0,organización y almacenamiento,percheros,50.0,0.26,1770.0,24.0,6.3,1.0,3.0,49.9,49.9,7.92,2018-10-10,9,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",41.24,1.0,134,61096,0.0
38,31,61096.0,organización y almacenamiento,percheros,50.0,0.22,1726.0,20.0,4.3,0.0,0.0,0.0,0.0,0.0,2018-10-11,60,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,28,61096,19.0
39,176,61096.0,organización y almacenamiento,percheros,50.0,0.22,1797.0,18.0,3.99,0.0,0.0,0.0,0.0,0.0,2018-10-12,61,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,29,61096,9.0
40,173,61096.0,organización y almacenamiento,percheros,50.0,0.18,1933.0,19.0,3.49,0.0,0.0,0.0,0.0,0.0,2018-10-13,62,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,30,61096,28.0
41,61,61096.0,organización y almacenamiento,percheros,50.0,0.26,2394.0,21.0,5.56,0.0,0.0,0.0,0.0,0.0,2018-10-14,63,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,31,61096,56.0
42,115,61096.0,organización y almacenamiento,percheros,50.0,0.25,1443.0,15.0,3.7,0.0,0.0,0.0,0.0,0.0,2018-10-15,64,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,32,61096,28.0
43,100,61096.0,organización y almacenamiento,percheros,50.0,0.23,1395.0,27.0,6.32,0.0,0.0,0.0,0.0,0.0,2018-10-16,65,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,33,61096,19.0
44,125,61096.0,organización y almacenamiento,percheros,50.0,0.3,1284.0,18.0,5.31,0.0,1.0,0.0,0.0,0.0,2018-10-17,66,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,34,61096,37.0
45,0,61096.0,organización y almacenamiento,percheros,50.0,0.26,1813.0,24.0,6.15,0.0,2.0,0.0,0.0,0.0,2018-10-18,67,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,35,61096,66.0
46,162,61096.0,organización y almacenamiento,percheros,50.0,0.21,1160.0,14.0,2.97,0.33,0.33,16.63,16.63,5.6,2018-10-19,68,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,135,61096,0.0
47,19,61096.0,organización y almacenamiento,percheros,50.0,0.21,1080.0,15.0,3.1,0.0,0.0,0.0,0.0,0.0,2018-10-20,10,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",41.24,1.0,36,61096,37.0
48,43,61096.0,organización y almacenamiento,percheros,50.0,0.22,1004.0,18.0,3.88,0.0,1.0,0.0,0.0,0.0,2018-10-21,69,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,37,61096,37.0
49,144,61096.0,organización y almacenamiento,percheros,50.0,0.23,1187.0,13.0,2.95,0.0,0.0,0.0,0.0,0.0,2018-10-22,70,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,38,61096,19.0
50,168,61096.0,organización y almacenamiento,percheros,50.0,0.35,918.0,11.0,3.81,0.0,0.0,0.0,0.0,0.0,2018-10-23,71,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,39,61096,19.0
51,21,61096.0,organización y almacenamiento,percheros,50.0,0.18,819.0,7.0,1.26,0.0,0.0,0.0,0.0,0.0,2018-10-24,72,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,136,61096,0.0
52,107,61096.0,organización y almacenamiento,percheros,50.0,0.18,601.0,11.0,1.98,0.0,0.0,0.0,0.0,0.0,2018-10-25,73,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,137,61096,0.0
53,158,61096.0,organización y almacenamiento,percheros,50.0,0.41,327.0,6.0,2.44,0.0,0.0,0.0,0.0,0.0,2018-10-26,74,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,40,61096,9.0
54,28,61096.0,organización y almacenamiento,percheros,50.0,0.14,539.0,6.0,0.82,0.0,0.0,0.0,0.0,0.0,2018-10-27,75,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,138,61096,0.0
55,102,61096.0,organización y almacenamiento,percheros,50.0,0.25,392.0,4.0,0.99,0.0,0.0,0.0,0.0,0.0,2018-10-28,76,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,139,61096,0.0
56,15,61096.0,organización y almacenamiento,percheros,50.0,0.24,474.0,3.0,0.72,0.0,0.0,0.0,0.0,0.0,2018-10-29,77,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,41,61096,28.0
57,22,61096.0,organización y almacenamiento,percheros,50.0,0.3,306.0,7.0,2.09,0.0,0.0,0.0,0.0,0.0,2018-10-30,78,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,42,61096,9.0
58,2,61096.0,organización y almacenamiento,percheros,50.0,0.29,362.0,3.0,0.86,0.0,0.0,0.0,0.0,0.0,2018-10-31,79,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,140,61096,0.0
59,120,61096.0,organización y almacenamiento,percheros,50.0,0.3,447.0,6.0,1.83,0.0,1.0,0.0,0.0,0.0,2018-11-01,11,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",41.24,1.0,141,61096,0.0
60,7,61096.0,organización y almacenamiento,percheros,50.0,0.22,381.0,6.0,1.31,0.0,0.0,0.0,0.0,0.0,2018-11-02,80,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,142,61096,0.0
61,27,61096.0,organización y almacenamiento,percheros,50.0,0.21,690.0,8.0,1.67,0.0,0.0,0.0,0.0,0.0,2018-11-03,81,61096.0,"PERCHERO ""THONET"" ÁLAMO Y ABEDUL CAOBA",0.0,0.0,43,61096,9.0
