,Unnamed: 0_x,Reference_x,CatN1_x,CatN2_x,Cat_Price_x,CPC_medio_x,Impressions_x,Clics_x,Cost_x,Conversions_x,All_Conversions_x,Ads_Income_x,Ads_Income_All_x,ROAS_Ads_x,Dates,Unnamed: 0_y,Reference_y,CatN1_y,CatN2_y,Cat_Price_y,CPC_medio_y,Impressions_y,Clics_y,Cost_y,Conversions_y,All_Conversions_y,Ads_Income_y,Ads_Income_All_y,ROAS_Ads_y,Unnamed: 0,Reference,Page_Views
0,59,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.19,4177.0,62.0,11.9,0.5,1.5,11.2,11.2,0.94,2018-09-03,59,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.19,4177.0,62.0,11.9,0.5,1.5,11.2,11.2,0.94,0,8146000,94.0
1,63,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.18,3698.0,82.0,15.04,0.0,0.0,0.0,0.0,0.0,2018-09-04,63,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.18,3698.0,82.0,15.04,0.0,0.0,0.0,0.0,0.0,1,8146000,112.0
2,42,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.21,3405.0,75.0,15.67,1.0,1.0,29.85,29.85,1.9,2018-09-05,42,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.21,3405.0,75.0,15.67,1.0,1.0,29.85,29.85,1.9,2,8146000,103.0
3,64,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.18,3575.0,66.0,11.83,0.0,1.0,0.0,0.0,0.0,2018-09-06,64,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.18,3575.0,66.0,11.83,0.0,1.0,0.0,0.0,0.0,3,8146000,75.0
4,41,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.17,3041.0,60.0,9.93,0.0,1.0,0.0,0.0,0.0,2018-09-07,41,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.17,3041.0,60.0,9.93,0.0,1.0,0.0,0.0,0.0,4,8146000,122.0
5,66,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.17,3733.0,76.0,12.55,1.0,1.0,79.8,79.8,6.36,2018-09-08,66,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.17,3733.0,76.0,12.55,1.0,1.0,79.8,79.8,6.36,5,8146000,75.0
6,67,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.18,4163.0,70.0,12.58,1.0,1.0,31.85,31.85,2.53,2018-09-09,67,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.18,4163.0,70.0,12.58,1.0,1.0,31.85,31.85,2.53,6,8146000,66.0
7,49,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.2,3348.0,51.0,10.14,0.0,0.0,0.0,0.0,0.0,2018-09-10,49,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.2,3348.0,51.0,10.14,0.0,0.0,0.0,0.0,0.0,7,8146000,66.0
8,56,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.22,3301.0,50.0,10.75,0.0,0.0,0.0,0.0,0.0,2018-09-11,56,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.22,3301.0,50.0,10.75,0.0,0.0,0.0,0.0,0.0,8,8146000,56.0
9,53,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.2,2884.0,53.0,10.34,0.5,0.5,14.92,14.92,1.44,2018-09-12,53,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.2,2884.0,53.0,10.34,0.5,0.5,14.92,14.92,1.44,9,8146000,94.0
10,62,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.18,2660.0,41.0,7.49,0.0,0.0,0.0,0.0,0.0,2018-09-13,62,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.18,2660.0,41.0,7.49,0.0,0.0,0.0,0.0,0.0,10,8146000,84.0
11,58,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.17,2359.0,34.0,5.77,0.0,0.0,0.0,0.0,0.0,2018-09-14,58,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.17,2359.0,34.0,5.77,0.0,0.0,0.0,0.0,0.0,11,8146000,9.0
12,54,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.18,3186.0,52.0,9.61,1.0,2.0,31.85,31.85,3.31,2018-09-15,54,8146000.0,playa y camping,cenadores y gazebos plegables,40.0,0.18,3186.0,52.0,9.61,1.0,2.0,31.85,31.85,3.31,12,8146000,84.0
