,Unnamed: 0_x,Reference_x,CatN1_x,CatN2_x,Cat_Price_x,CPC_medio_x,Impressions_x,Clics_x,Cost_x,Conversions_x,All_Conversions_x,Ads_Income_x,Ads_Income_All_x,ROAS_Ads_x,Dates,Unnamed: 0_y,Reference_y,CatN1_y,CatN2_y,Cat_Price_y,CPC_medio_y,Impressions_y,Clics_y,Cost_y,Conversions_y,All_Conversions_y,Ads_Income_y,Ads_Income_All_y,ROAS_Ads_y,Unnamed: 0,Reference,Page_Views
0,205,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.28,3284.0,6.0,1.66,0.0,0.0,0.0,0.0,0.0,2018-09-03,205,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.28,3284.0,6.0,1.66,0.0,0.0,0.0,0.0,0.0,0,64530,28.0
1,206,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.3,2915.0,18.0,5.46,0.0,1.0,0.0,0.0,0.0,2018-09-04,206,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.3,2915.0,18.0,5.46,0.0,1.0,0.0,0.0,0.0,1,64530,9.0
2,192,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.3,2948.0,18.0,5.48,0.0,0.0,0.0,0.0,0.0,2018-09-05,192,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.3,2948.0,18.0,5.48,0.0,0.0,0.0,0.0,0.0,2,64530,19.0
3,204,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.23,3182.0,12.0,2.78,0.0,0.0,0.0,0.0,0.0,2018-09-06,204,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.23,3182.0,12.0,2.78,0.0,0.0,0.0,0.0,0.0,156,64530,0.0
4,188,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.23,2851.0,13.0,2.95,0.0,0.0,0.0,0.0,0.0,2018-09-07,188,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.23,2851.0,13.0,2.95,0.0,0.0,0.0,0.0,0.0,157,64530,0.0
5,197,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.27,4003.0,22.0,5.88,0.0,0.0,0.0,0.0,0.0,2018-09-08,197,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.27,4003.0,22.0,5.88,0.0,0.0,0.0,0.0,0.0,3,64530,47.0
6,190,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.27,5177.0,29.0,7.83,0.0,1.0,0.0,0.0,0.0,2018-09-09,190,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.27,5177.0,29.0,7.83,0.0,1.0,0.0,0.0,0.0,4,64530,47.0
7,185,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.3,3272.0,8.0,2.39,0.0,0.0,0.0,0.0,0.0,2018-09-10,185,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.3,3272.0,8.0,2.39,0.0,0.0,0.0,0.0,0.0,5,64530,19.0
8,196,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.4,3567.0,14.0,5.63,0.0,0.0,0.0,0.0,0.0,2018-09-11,196,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.4,3567.0,14.0,5.63,0.0,0.0,0.0,0.0,0.0,6,64530,9.0
9,203,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.25,2621.0,5.0,1.27,0.0,0.0,0.0,0.0,0.0,2018-09-12,203,64530.0,muebles,"consolas, recibidores y tocadores",200.0,0.25,2621.0,5.0,1.27,0.0,0.0,0.0,0.0,0.0,7,64530,9.0
