,Unnamed: 0_x,Reference_x,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates,Unnamed: 0_y,Reference_y,Name,Net_Incomes,Units_sold,Unnamed: 0,Reference,Page_Views
0,156,89022.0,textil hogar,alfombras de bambú,50.0,0.14,286.0,2.0,0.27,0.0,0.0,0.0,0.0,0.0,2018-09-03,20,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,62,89022,0.0
1,149,89022.0,textil hogar,alfombras de bambú,50.0,0.24,315.0,1.0,0.24,0.0,0.0,0.0,0.0,0.0,2018-09-04,21,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,63,89022,0.0
2,158,89022.0,textil hogar,alfombras de bambú,50.0,0.19,355.0,6.0,1.16,0.0,0.0,0.0,0.0,0.0,2018-09-05,22,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,0,89022,9.0
3,146,89022.0,textil hogar,alfombras de bambú,50.0,0.21,392.0,3.0,0.63,0.0,0.0,0.0,0.0,0.0,2018-09-06,23,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,64,89022,0.0
4,166,89022.0,textil hogar,alfombras de bambú,50.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-07,24,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,1,89022,9.0
5,155,89022.0,textil hogar,alfombras de bambú,50.0,0.23,348.0,1.0,0.23,0.0,0.0,0.0,0.0,0.0,2018-09-08,25,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,65,89022,0.0
6,153,89022.0,textil hogar,alfombras de bambú,50.0,0.22,384.0,4.0,0.87,0.0,0.0,0.0,0.0,0.0,2018-09-09,26,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,66,89022,0.0
7,165,89022.0,textil hogar,alfombras de bambú,50.0,0.25,243.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,2018-09-10,27,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,67,89022,0.0
8,163,89022.0,textil hogar,alfombras de bambú,50.0,0.43,265.0,6.0,2.57,0.0,0.0,0.0,0.0,0.0,2018-09-11,28,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,68,89022,0.0
9,154,89022.0,textil hogar,alfombras de bambú,50.0,0.17,253.0,1.0,0.17,0.0,0.0,0.0,0.0,0.0,2018-09-12,29,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,69,89022,0.0
10,162,89022.0,textil hogar,alfombras de bambú,50.0,0.24,362.0,4.0,0.98,0.0,0.0,0.0,0.0,0.0,2018-09-13,30,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,70,89022,0.0
11,164,89022.0,textil hogar,alfombras de bambú,50.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-14,31,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,71,89022,0.0
12,152,89022.0,textil hogar,alfombras de bambú,50.0,0.33,433.0,5.0,1.63,0.0,0.0,0.0,0.0,0.0,2018-09-15,32,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,72,89022,0.0
13,151,89022.0,textil hogar,alfombras de bambú,50.0,0.32,439.0,5.0,1.58,0.0,0.0,0.0,0.0,0.0,2018-09-16,0,89022.0,ALFOMBRA NATURAL BAMBÚ,41.24,1.0,73,89022,0.0
14,157,89022.0,textil hogar,alfombras de bambú,50.0,0.36,596.0,5.0,1.8,0.0,0.0,0.0,0.0,0.0,2018-09-17,1,89022.0,ALFOMBRA NATURAL BAMBÚ,41.24,1.0,74,89022,0.0
15,169,89022.0,textil hogar,alfombras de bambú,50.0,0.27,656.0,9.0,2.4,0.0,0.0,0.0,0.0,0.0,2018-09-18,33,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,2,89022,28.0
16,171,89022.0,textil hogar,alfombras de bambú,50.0,0.26,683.0,7.0,1.85,0.67,1.67,41.27,41.27,22.31,2018-09-19,34,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,3,89022,9.0
17,159,89022.0,textil hogar,alfombras de bambú,50.0,0.37,555.0,3.0,1.1,0.0,0.0,0.0,0.0,0.0,2018-09-20,35,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,4,89022,37.0
18,160,89022.0,textil hogar,alfombras de bambú,50.0,0.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-21,2,89022.0,ALFOMBRA NATURAL BAMBÚ,41.24,1.0,75,89022,0.0
19,147,89022.0,textil hogar,alfombras de bambú,50.0,0.24,507.0,6.0,1.47,0.05,0.05,9.28,9.28,6.32,2018-09-22,36,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,76,89022,0.0
20,148,89022.0,textil hogar,alfombras de bambú,50.0,0.25,493.0,4.0,1.01,0.0,0.0,0.0,0.0,0.0,2018-09-23,37,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,5,89022,9.0
21,150,89022.0,textil hogar,alfombras de bambú,50.0,0.26,612.0,4.0,1.04,0.0,0.0,0.0,0.0,0.0,2018-09-24,3,89022.0,ALFOMBRA NATURAL BAMBÚ,123.72,3.0,6,89022,9.0
22,170,89022.0,textil hogar,alfombras de bambú,50.0,0.23,512.0,3.0,0.68,0.0,0.0,0.0,0.0,0.0,2018-09-25,38,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,7,89022,9.0
23,168,89022.0,textil hogar,alfombras de bambú,50.0,0.29,467.0,3.0,0.87,0.0,0.0,0.0,0.0,0.0,2018-09-26,39,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,8,89022,9.0
24,172,89022.0,textil hogar,alfombras de bambú,50.0,0.22,384.0,2.0,0.45,0.0,0.0,0.0,0.0,0.0,2018-09-27,40,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,77,89022,0.0
25,161,89022.0,textil hogar,alfombras de bambú,50.0,0.11,340.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,2018-09-28,4,89022.0,ALFOMBRA NATURAL BAMBÚ,37.12,1.0,78,89022,0.0
26,167,89022.0,textil hogar,alfombras de bambú,50.0,0.17,391.0,5.0,0.87,0.0,0.0,0.0,0.0,0.0,2018-09-29,41,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,9,89022,37.0
27,173,89022.0,textil hogar,alfombras de bambú,50.0,0.13,429.0,4.0,0.52,0.0,0.0,0.0,0.0,0.0,2018-09-30,42,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,10,89022,37.0
28,93,89022.0,textil hogar,alfombras de bambú,50.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-01,43,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,79,89022,0.0
29,70,89022.0,textil hogar,alfombras de bambú,50.0,0.24,349.0,2.0,0.48,0.0,0.0,0.0,0.0,0.0,2018-10-02,44,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,11,89022,9.0
30,56,89022.0,textil hogar,alfombras de bambú,50.0,0.18,256.0,2.0,0.35,0.0,0.0,0.0,0.0,0.0,2018-10-03,45,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,12,89022,9.0
31,123,89022.0,textil hogar,alfombras de bambú,50.0,0.14,268.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0,2018-10-04,46,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,80,89022,0.0
32,132,89022.0,textil hogar,alfombras de bambú,50.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-05,47,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,13,89022,19.0
33,55,89022.0,textil hogar,alfombras de bambú,50.0,0.24,355.0,2.0,0.47,0.0,0.0,0.0,0.0,0.0,2018-10-06,48,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,81,89022,0.0
34,4,89022.0,textil hogar,alfombras de bambú,50.0,0.21,567.0,3.0,0.63,0.0,0.0,0.0,0.0,0.0,2018-10-07,49,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,14,89022,9.0
35,64,89022.0,textil hogar,alfombras de bambú,50.0,0.34,318.0,4.0,1.34,0.0,0.0,0.0,0.0,0.0,2018-10-08,50,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,82,89022,0.0
36,49,89022.0,textil hogar,alfombras de bambú,50.0,0.22,406.0,4.0,0.89,0.0,0.0,0.0,0.0,0.0,2018-10-09,51,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,15,89022,9.0
37,58,89022.0,textil hogar,alfombras de bambú,50.0,0.24,322.0,2.0,0.47,0.0,0.0,0.0,0.0,0.0,2018-10-10,52,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,83,89022,0.0
38,130,89022.0,textil hogar,alfombras de bambú,50.0,0.2,381.0,3.0,0.59,0.0,0.0,0.0,0.0,0.0,2018-10-11,53,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,16,89022,9.0
39,106,89022.0,textil hogar,alfombras de bambú,50.0,0.24,338.0,2.0,0.47,0.0,0.0,0.0,0.0,0.0,2018-10-12,54,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,17,89022,19.0
40,13,89022.0,textil hogar,alfombras de bambú,50.0,0.37,465.0,6.0,2.2,0.0,0.0,0.0,0.0,0.0,2018-10-13,55,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,18,89022,9.0
41,1,89022.0,textil hogar,alfombras de bambú,50.0,0.25,664.0,7.0,1.73,0.0,0.0,0.0,0.0,0.0,2018-10-14,5,89022.0,ALFOMBRA NATURAL BAMBÚ,41.24,1.0,84,89022,0.0
42,41,89022.0,textil hogar,alfombras de bambú,50.0,0.13,605.0,4.0,0.51,0.0,0.0,0.0,0.0,0.0,2018-10-15,56,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,85,89022,0.0
43,74,89022.0,textil hogar,alfombras de bambú,50.0,0.28,724.0,8.0,2.23,0.0,1.0,0.0,0.0,0.0,2018-10-16,57,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,19,89022,37.0
44,29,89022.0,textil hogar,alfombras de bambú,50.0,0.28,515.0,6.0,1.71,0.0,0.0,0.0,0.0,0.0,2018-10-17,58,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,86,89022,0.0
45,28,89022.0,textil hogar,alfombras de bambú,50.0,0.27,417.0,3.0,0.81,0.0,0.0,0.0,0.0,0.0,2018-10-18,59,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,20,89022,9.0
46,12,89022.0,textil hogar,alfombras de bambú,50.0,0.29,514.0,1.0,0.29,0.0,0.0,0.0,0.0,0.0,2018-10-19,60,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,87,89022,0.0
47,133,89022.0,textil hogar,alfombras de bambú,50.0,0.19,296.0,5.0,0.95,0.0,0.0,0.0,0.0,0.0,2018-10-20,61,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,88,89022,0.0
48,46,89022.0,textil hogar,alfombras de bambú,50.0,0.21,391.0,5.0,1.05,0.0,0.0,0.0,0.0,0.0,2018-10-21,62,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,89,89022,0.0
49,37,89022.0,textil hogar,alfombras de bambú,50.0,0.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-22,63,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,90,89022,0.0
50,31,89022.0,textil hogar,alfombras de bambú,50.0,0.28,293.0,4.0,1.13,0.0,0.0,0.0,0.0,0.0,2018-10-23,64,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,91,89022,0.0
51,5,89022.0,textil hogar,alfombras de bambú,50.0,0.35,178.0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,2018-10-24,65,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,92,89022,0.0
52,42,89022.0,textil hogar,alfombras de bambú,50.0,0.29,202.0,2.0,0.58,0.0,0.0,0.0,0.0,0.0,2018-10-25,66,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,21,89022,9.0
53,11,89022.0,textil hogar,alfombras de bambú,50.0,0.2,193.0,3.0,0.61,0.0,0.0,0.0,0.0,0.0,2018-10-26,67,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,22,89022,9.0
54,145,89022.0,textil hogar,alfombras de bambú,50.0,0.29,229.0,1.0,0.29,0.0,0.0,0.0,0.0,0.0,2018-10-27,6,89022.0,ALFOMBRA NATURAL BAMBÚ,41.24,1.0,93,89022,0.0
55,26,89022.0,textil hogar,alfombras de bambú,50.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-28,68,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,94,89022,0.0
56,51,89022.0,textil hogar,alfombras de bambú,50.0,0.24,149.0,4.0,0.97,0.0,0.0,0.0,0.0,0.0,2018-10-29,69,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,95,89022,0.0
57,100,89022.0,textil hogar,alfombras de bambú,50.0,0.25,104.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,2018-10-30,70,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,23,89022,9.0
58,17,89022.0,textil hogar,alfombras de bambú,50.0,0.33,132.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,2018-10-31,71,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,96,89022,0.0
59,89,89022.0,textil hogar,alfombras de bambú,50.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-01,72,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,97,89022,0.0
60,63,89022.0,textil hogar,alfombras de bambú,50.0,0.35,243.0,3.0,1.05,0.0,0.0,0.0,0.0,0.0,2018-11-02,73,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,98,89022,0.0
61,15,89022.0,textil hogar,alfombras de bambú,50.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-11-03,74,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,99,89022,0.0
62,16,89022.0,textil hogar,alfombras de bambú,50.0,0.33,152.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,2018-11-04,75,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,24,89022,9.0
63,65,89022.0,textil hogar,alfombras de bambú,50.0,0.09,439.0,1.0,0.09,0.0,0.0,0.0,0.0,0.0,2018-11-05,76,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,100,89022,0.0
64,136,89022.0,textil hogar,alfombras de bambú,50.0,0.36,525.0,3.0,1.07,0.0,0.0,0.0,0.0,0.0,2018-11-06,77,89022.0,ALFOMBRA NATURAL BAMBÚ,0.0,0.0,101,89022,0.0
