,Reference,Dates,Page_Views
345,51149,2017-09-02,0.0
346,51149,2017-09-03,0.0
347,51149,2017-09-04,0.0
348,51149,2017-09-05,0.0
349,51149,2017-09-06,0.0
350,51149,2017-09-07,0.0
351,51149,2017-09-08,0.0
352,51149,2017-09-09,0.0
353,51149,2017-09-10,0.0
354,51149,2017-09-11,0.0
355,51149,2017-09-12,0.0
356,51149,2017-09-13,0.0
357,51149,2017-09-14,0.0
358,51149,2017-09-15,0.0
359,51149,2017-09-16,0.0
360,51149,2017-09-17,0.0
361,51149,2017-09-18,0.0
362,51149,2017-09-19,0.0
363,51149,2017-09-20,0.0
364,51149,2017-09-21,0.0
365,51149,2017-09-22,0.0
366,51149,2017-09-23,0.0
367,51149,2017-09-24,0.0
368,51149,2017-09-25,0.0
369,51149,2017-09-26,0.0
370,51149,2017-09-27,0.0
371,51149,2017-09-28,0.0
372,51149,2017-09-29,0.0
373,51149,2017-09-30,0.0
374,51149,2017-10-01,0.0
375,51149,2017-10-02,0.0
376,51149,2017-10-03,0.0
377,51149,2017-10-04,0.0
378,51149,2017-10-05,0.0
379,51149,2017-10-06,0.0
380,51149,2017-10-07,0.0
381,51149,2017-10-08,0.0
382,51149,2017-10-09,0.0
383,51149,2017-10-10,0.0
0,51149,2017-10-11,9.0
384,51149,2017-10-12,0.0
385,51149,2017-10-13,0.0
386,51149,2017-10-14,0.0
387,51149,2017-10-15,0.0
388,51149,2017-10-16,0.0
389,51149,2017-10-17,0.0
390,51149,2017-10-18,0.0
391,51149,2017-10-19,0.0
392,51149,2017-10-20,0.0
393,51149,2017-10-21,0.0
1,51149,2017-10-22,9.0
394,51149,2017-10-23,0.0
395,51149,2017-10-24,0.0
396,51149,2017-10-25,0.0
397,51149,2017-10-26,0.0
398,51149,2017-10-27,0.0
2,51149,2017-10-28,28.0
3,51149,2017-10-29,28.0
399,51149,2017-10-30,0.0
4,51149,2017-10-31,9.0
400,51149,2017-11-01,0.0
401,51149,2017-11-02,0.0
402,51149,2017-11-03,0.0
403,51149,2017-11-04,0.0
5,51149,2017-11-05,19.0
404,51149,2017-11-06,0.0
6,51149,2017-11-07,9.0
405,51149,2017-11-08,0.0
406,51149,2017-11-09,0.0
407,51149,2017-11-10,0.0
7,51149,2017-11-11,19.0
8,51149,2017-11-12,9.0
408,51149,2017-11-13,0.0
9,51149,2017-11-14,9.0
409,51149,2017-11-15,0.0
410,51149,2017-11-16,0.0
10,51149,2017-11-17,47.0
11,51149,2017-11-18,19.0
12,51149,2017-11-19,9.0
13,51149,2017-11-20,19.0
14,51149,2017-11-21,9.0
15,51149,2017-11-22,47.0
16,51149,2017-11-23,19.0
17,51149,2017-11-24,9.0
18,51149,2017-11-25,19.0
19,51149,2017-11-26,66.0
20,51149,2017-11-27,28.0
21,51149,2017-11-28,9.0
22,51149,2017-11-29,19.0
23,51149,2017-11-30,28.0
411,51149,2017-12-01,0.0
24,51149,2017-12-02,9.0
