,Reference,Dates,Page_Views
304,64532,2017-09-02,0.0
305,64532,2017-09-03,0.0
306,64532,2017-09-04,0.0
307,64532,2017-09-05,0.0
308,64532,2017-09-06,0.0
309,64532,2017-09-07,0.0
310,64532,2017-09-08,0.0
311,64532,2017-09-09,0.0
312,64532,2017-09-10,0.0
313,64532,2017-09-11,0.0
314,64532,2017-09-12,0.0
315,64532,2017-09-13,0.0
316,64532,2017-09-14,0.0
317,64532,2017-09-15,0.0
318,64532,2017-09-16,0.0
319,64532,2017-09-17,0.0
320,64532,2017-09-18,0.0
321,64532,2017-09-19,0.0
322,64532,2017-09-20,0.0
323,64532,2017-09-21,0.0
324,64532,2017-09-22,0.0
325,64532,2017-09-23,0.0
326,64532,2017-09-24,0.0
327,64532,2017-09-25,0.0
328,64532,2017-09-26,0.0
329,64532,2017-09-27,0.0
330,64532,2017-09-28,0.0
331,64532,2017-09-29,0.0
332,64532,2017-09-30,0.0
333,64532,2017-10-01,0.0
0,64532,2017-10-02,9.0
334,64532,2017-10-03,0.0
1,64532,2017-10-04,28.0
2,64532,2017-10-05,9.0
3,64532,2017-10-06,37.0
4,64532,2017-10-07,19.0
5,64532,2017-10-08,56.0
6,64532,2017-10-09,19.0
335,64532,2017-10-10,0.0
7,64532,2017-10-11,9.0
8,64532,2017-10-12,47.0
9,64532,2017-10-13,37.0
10,64532,2017-10-14,9.0
11,64532,2017-10-15,56.0
336,64532,2017-10-16,0.0
337,64532,2017-10-17,0.0
338,64532,2017-10-18,0.0
12,64532,2017-10-19,9.0
339,64532,2017-10-20,0.0
13,64532,2017-10-21,37.0
14,64532,2017-10-22,9.0
15,64532,2017-10-23,28.0
16,64532,2017-10-24,9.0
17,64532,2017-10-25,37.0
18,64532,2017-10-26,9.0
19,64532,2017-10-27,19.0
20,64532,2017-10-28,28.0
21,64532,2017-10-29,28.0
340,64532,2017-10-30,0.0
22,64532,2017-10-31,9.0
23,64532,2017-11-01,37.0
24,64532,2017-11-02,28.0
25,64532,2017-11-03,28.0
26,64532,2017-11-04,9.0
27,64532,2017-11-05,28.0
28,64532,2017-11-06,47.0
29,64532,2017-11-07,9.0
30,64532,2017-11-08,66.0
341,64532,2017-11-09,0.0
342,64532,2017-11-10,0.0
31,64532,2017-11-11,28.0
32,64532,2017-11-12,19.0
33,64532,2017-11-13,9.0
34,64532,2017-11-14,37.0
35,64532,2017-11-15,47.0
36,64532,2017-11-16,9.0
343,64532,2017-11-17,0.0
37,64532,2017-11-18,9.0
344,64532,2017-11-19,0.0
345,64532,2017-11-20,0.0
38,64532,2017-11-21,9.0
39,64532,2017-11-22,37.0
40,64532,2017-11-23,9.0
346,64532,2017-11-24,0.0
347,64532,2017-11-25,0.0
41,64532,2017-11-26,19.0
42,64532,2017-11-27,9.0
43,64532,2017-11-28,28.0
44,64532,2017-11-29,37.0
45,64532,2017-11-30,9.0
46,64532,2017-12-01,19.0
47,64532,2017-12-02,9.0
48,64532,2017-12-03,9.0
49,64532,2017-12-04,19.0
50,64532,2017-12-05,9.0
51,64532,2017-12-06,9.0
348,64532,2017-12-07,0.0
349,64532,2017-12-08,0.0
350,64532,2017-12-09,0.0
52,64532,2017-12-10,9.0
351,64532,2017-12-11,0.0
352,64532,2017-12-12,0.0
353,64532,2017-12-13,0.0
354,64532,2017-12-14,0.0
355,64532,2017-12-15,0.0
356,64532,2017-12-16,0.0
53,64532,2017-12-17,9.0
357,64532,2017-12-18,0.0
358,64532,2017-12-19,0.0
359,64532,2017-12-20,0.0
360,64532,2017-12-21,0.0
361,64532,2017-12-22,0.0
362,64532,2017-12-23,0.0
363,64532,2017-12-24,0.0
364,64532,2017-12-25,0.0
54,64532,2017-12-26,9.0
365,64532,2017-12-27,0.0
366,64532,2017-12-28,0.0
367,64532,2017-12-29,0.0
55,64532,2017-12-30,37.0
368,64532,2017-12-31,0.0
369,64532,2018-01-01,0.0
370,64532,2018-01-02,0.0
371,64532,2018-01-03,0.0
372,64532,2018-01-04,0.0
56,64532,2018-01-05,9.0
57,64532,2018-01-06,9.0
373,64532,2018-01-07,0.0
374,64532,2018-01-08,0.0
58,64532,2018-01-09,9.0
375,64532,2018-01-10,0.0
59,64532,2018-01-11,19.0
60,64532,2018-01-12,9.0
61,64532,2018-01-13,9.0
62,64532,2018-01-14,37.0
63,64532,2018-01-15,37.0
64,64532,2018-01-16,9.0
65,64532,2018-01-17,47.0
376,64532,2018-01-18,0.0
377,64532,2018-01-19,0.0
378,64532,2018-01-20,0.0
379,64532,2018-01-21,0.0
380,64532,2018-01-22,0.0
381,64532,2018-01-23,0.0
382,64532,2018-01-24,0.0
66,64532,2018-01-25,47.0
67,64532,2018-01-26,9.0
68,64532,2018-01-27,9.0
69,64532,2018-01-28,9.0
70,64532,2018-01-29,19.0
71,64532,2018-01-30,19.0
383,64532,2018-01-31,0.0
72,64532,2018-02-01,9.0
73,64532,2018-02-02,19.0
384,64532,2018-02-03,0.0
74,64532,2018-02-04,37.0
385,64532,2018-02-05,0.0
75,64532,2018-02-06,28.0
76,64532,2018-02-07,28.0
77,64532,2018-02-08,19.0
78,64532,2018-02-09,19.0
79,64532,2018-02-10,19.0
80,64532,2018-02-11,56.0
81,64532,2018-02-12,47.0
82,64532,2018-02-13,37.0
83,64532,2018-02-14,9.0
84,64532,2018-02-15,84.0
85,64532,2018-02-16,28.0
86,64532,2018-02-17,37.0
87,64532,2018-02-18,19.0
88,64532,2018-02-19,19.0
89,64532,2018-02-20,66.0
386,64532,2018-02-21,0.0
387,64532,2018-02-22,0.0
388,64532,2018-02-23,0.0
90,64532,2018-02-24,28.0
389,64532,2018-02-25,0.0
91,64532,2018-02-26,75.0
390,64532,2018-02-27,0.0
391,64532,2018-02-28,0.0
392,64532,2018-03-01,0.0
393,64532,2018-03-02,0.0
394,64532,2018-03-03,0.0
92,64532,2018-03-04,19.0
93,64532,2018-03-05,9.0
395,64532,2018-03-06,0.0
94,64532,2018-03-07,19.0
396,64532,2018-03-08,0.0
397,64532,2018-03-09,0.0
95,64532,2018-03-10,19.0
398,64532,2018-03-11,0.0
96,64532,2018-03-12,9.0
97,64532,2018-03-13,19.0
98,64532,2018-03-14,19.0
99,64532,2018-03-15,9.0
399,64532,2018-03-16,0.0
100,64532,2018-03-17,19.0
101,64532,2018-03-18,9.0
400,64532,2018-03-19,0.0
102,64532,2018-03-20,9.0
103,64532,2018-03-21,9.0
401,64532,2018-03-22,0.0
402,64532,2018-03-23,0.0
403,64532,2018-03-24,0.0
104,64532,2018-03-25,9.0
404,64532,2018-03-26,0.0
105,64532,2018-03-27,9.0
106,64532,2018-03-28,19.0
405,64532,2018-03-29,0.0
107,64532,2018-03-30,19.0
406,64532,2018-03-31,0.0
407,64532,2018-04-01,0.0
408,64532,2018-04-02,0.0
108,64532,2018-04-03,9.0
409,64532,2018-04-04,0.0
109,64532,2018-04-05,9.0
110,64532,2018-04-06,28.0
111,64532,2018-04-07,19.0
112,64532,2018-04-08,47.0
113,64532,2018-04-09,9.0
114,64532,2018-04-10,9.0
410,64532,2018-04-11,0.0
