,Reference,Dates,Page_Views
230,90953,2017-09-02,0.0
231,90953,2017-09-03,0.0
232,90953,2017-09-04,0.0
233,90953,2017-09-05,0.0
234,90953,2017-09-06,0.0
235,90953,2017-09-07,0.0
236,90953,2017-09-08,0.0
237,90953,2017-09-09,0.0
238,90953,2017-09-10,0.0
239,90953,2017-09-11,0.0
240,90953,2017-09-12,0.0
241,90953,2017-09-13,0.0
242,90953,2017-09-14,0.0
243,90953,2017-09-15,0.0
244,90953,2017-09-16,0.0
245,90953,2017-09-17,0.0
246,90953,2017-09-18,0.0
247,90953,2017-09-19,0.0
248,90953,2017-09-20,0.0
249,90953,2017-09-21,0.0
250,90953,2017-09-22,0.0
251,90953,2017-09-23,0.0
252,90953,2017-09-24,0.0
253,90953,2017-09-25,0.0
254,90953,2017-09-26,0.0
255,90953,2017-09-27,0.0
256,90953,2017-09-28,0.0
257,90953,2017-09-29,0.0
258,90953,2017-09-30,0.0
259,90953,2017-10-01,0.0
260,90953,2017-10-02,0.0
0,90953,2017-10-03,9.0
261,90953,2017-10-04,0.0
1,90953,2017-10-05,9.0
2,90953,2017-10-06,9.0
262,90953,2017-10-07,0.0
3,90953,2017-10-08,19.0
4,90953,2017-10-09,9.0
263,90953,2017-10-10,0.0
5,90953,2017-10-11,9.0
6,90953,2017-10-12,9.0
7,90953,2017-10-13,37.0
264,90953,2017-10-14,0.0
8,90953,2017-10-15,9.0
9,90953,2017-10-16,37.0
10,90953,2017-10-17,9.0
265,90953,2017-10-18,0.0
266,90953,2017-10-19,0.0
267,90953,2017-10-20,0.0
268,90953,2017-10-21,0.0
269,90953,2017-10-22,0.0
270,90953,2017-10-23,0.0
271,90953,2017-10-24,0.0
272,90953,2017-10-25,0.0
273,90953,2017-10-26,0.0
274,90953,2017-10-27,0.0
275,90953,2017-10-28,0.0
276,90953,2017-10-29,0.0
11,90953,2017-10-30,9.0
277,90953,2017-10-31,0.0
278,90953,2017-11-01,0.0
279,90953,2017-11-02,0.0
280,90953,2017-11-03,0.0
281,90953,2017-11-04,0.0
282,90953,2017-11-05,0.0
283,90953,2017-11-06,0.0
284,90953,2017-11-07,0.0
285,90953,2017-11-08,0.0
286,90953,2017-11-09,0.0
287,90953,2017-11-10,0.0
288,90953,2017-11-11,0.0
289,90953,2017-11-12,0.0
290,90953,2017-11-13,0.0
291,90953,2017-11-14,0.0
292,90953,2017-11-15,0.0
293,90953,2017-11-16,0.0
294,90953,2017-11-17,0.0
295,90953,2017-11-18,0.0
296,90953,2017-11-19,0.0
297,90953,2017-11-20,0.0
298,90953,2017-11-21,0.0
299,90953,2017-11-22,0.0
300,90953,2017-11-23,0.0
301,90953,2017-11-24,0.0
302,90953,2017-11-25,0.0
303,90953,2017-11-26,0.0
304,90953,2017-11-27,0.0
305,90953,2017-11-28,0.0
306,90953,2017-11-29,0.0
307,90953,2017-11-30,0.0
308,90953,2017-12-01,0.0
309,90953,2017-12-02,0.0
310,90953,2017-12-03,0.0
311,90953,2017-12-04,0.0
312,90953,2017-12-05,0.0
313,90953,2017-12-06,0.0
314,90953,2017-12-07,0.0
315,90953,2017-12-08,0.0
316,90953,2017-12-09,0.0
317,90953,2017-12-10,0.0
318,90953,2017-12-11,0.0
319,90953,2017-12-12,0.0
320,90953,2017-12-13,0.0
321,90953,2017-12-14,0.0
322,90953,2017-12-15,0.0
323,90953,2017-12-16,0.0
324,90953,2017-12-17,0.0
325,90953,2017-12-18,0.0
326,90953,2017-12-19,0.0
327,90953,2017-12-20,0.0
328,90953,2017-12-21,0.0
329,90953,2017-12-22,0.0
330,90953,2017-12-23,0.0
331,90953,2017-12-24,0.0
332,90953,2017-12-25,0.0
333,90953,2017-12-26,0.0
334,90953,2017-12-27,0.0
335,90953,2017-12-28,0.0
336,90953,2017-12-29,0.0
337,90953,2017-12-30,0.0
338,90953,2017-12-31,0.0
339,90953,2018-01-01,0.0
340,90953,2018-01-02,0.0
341,90953,2018-01-03,0.0
342,90953,2018-01-04,0.0
343,90953,2018-01-05,0.0
344,90953,2018-01-06,0.0
345,90953,2018-01-07,0.0
346,90953,2018-01-08,0.0
347,90953,2018-01-09,0.0
348,90953,2018-01-10,0.0
349,90953,2018-01-11,0.0
12,90953,2018-01-12,9.0
13,90953,2018-01-13,47.0
14,90953,2018-01-14,94.0
15,90953,2018-01-15,75.0
16,90953,2018-01-16,9.0
17,90953,2018-01-17,19.0
18,90953,2018-01-18,28.0
19,90953,2018-01-19,9.0
20,90953,2018-01-20,37.0
21,90953,2018-01-21,66.0
350,90953,2018-01-22,0.0
351,90953,2018-01-23,0.0
22,90953,2018-01-24,19.0
23,90953,2018-01-25,47.0
24,90953,2018-01-26,37.0
25,90953,2018-01-27,28.0
26,90953,2018-01-28,75.0
27,90953,2018-01-29,19.0
28,90953,2018-01-30,19.0
29,90953,2018-01-31,28.0
30,90953,2018-02-01,19.0
31,90953,2018-02-02,66.0
352,90953,2018-02-03,0.0
32,90953,2018-02-04,28.0
353,90953,2018-02-05,0.0
33,90953,2018-02-06,28.0
34,90953,2018-02-07,37.0
35,90953,2018-02-08,9.0
36,90953,2018-02-09,56.0
37,90953,2018-02-10,19.0
38,90953,2018-02-11,9.0
39,90953,2018-02-12,66.0
40,90953,2018-02-13,112.0
41,90953,2018-02-14,19.0
42,90953,2018-02-15,66.0
43,90953,2018-02-16,47.0
44,90953,2018-02-17,84.0
45,90953,2018-02-18,28.0
46,90953,2018-02-19,19.0
47,90953,2018-02-20,66.0
48,90953,2018-02-21,9.0
354,90953,2018-02-22,0.0
355,90953,2018-02-23,0.0
356,90953,2018-02-24,0.0
357,90953,2018-02-25,0.0
358,90953,2018-02-26,0.0
359,90953,2018-02-27,0.0
360,90953,2018-02-28,0.0
361,90953,2018-03-01,0.0
362,90953,2018-03-02,0.0
363,90953,2018-03-03,0.0
364,90953,2018-03-04,0.0
365,90953,2018-03-05,0.0
366,90953,2018-03-06,0.0
49,90953,2018-03-07,9.0
367,90953,2018-03-08,0.0
368,90953,2018-03-09,0.0
50,90953,2018-03-10,19.0
51,90953,2018-03-11,19.0
52,90953,2018-03-12,9.0
