,Reference,Dates,Page_Views
242,89062,2017-09-02,0.0
243,89062,2017-09-03,0.0
244,89062,2017-09-04,0.0
245,89062,2017-09-05,0.0
246,89062,2017-09-06,0.0
247,89062,2017-09-07,0.0
248,89062,2017-09-08,0.0
249,89062,2017-09-09,0.0
250,89062,2017-09-10,0.0
251,89062,2017-09-11,0.0
252,89062,2017-09-12,0.0
253,89062,2017-09-13,0.0
254,89062,2017-09-14,0.0
255,89062,2017-09-15,0.0
256,89062,2017-09-16,0.0
257,89062,2017-09-17,0.0
258,89062,2017-09-18,0.0
259,89062,2017-09-19,0.0
260,89062,2017-09-20,0.0
261,89062,2017-09-21,0.0
262,89062,2017-09-22,0.0
263,89062,2017-09-23,0.0
264,89062,2017-09-24,0.0
265,89062,2017-09-25,0.0
266,89062,2017-09-26,0.0
267,89062,2017-09-27,0.0
268,89062,2017-09-28,0.0
269,89062,2017-09-29,0.0
270,89062,2017-09-30,0.0
271,89062,2017-10-01,0.0
272,89062,2017-10-02,0.0
0,89062,2017-10-03,9.0
273,89062,2017-10-04,0.0
1,89062,2017-10-05,9.0
274,89062,2017-10-06,0.0
275,89062,2017-10-07,0.0
2,89062,2017-10-08,66.0
3,89062,2017-10-09,37.0
276,89062,2017-10-10,0.0
277,89062,2017-10-11,0.0
278,89062,2017-10-12,0.0
4,89062,2017-10-13,28.0
5,89062,2017-10-14,9.0
6,89062,2017-10-15,9.0
279,89062,2017-10-16,0.0
280,89062,2017-10-17,0.0
281,89062,2017-10-18,0.0
7,89062,2017-10-19,19.0
282,89062,2017-10-20,0.0
283,89062,2017-10-21,0.0
284,89062,2017-10-22,0.0
8,89062,2017-10-23,9.0
285,89062,2017-10-24,0.0
286,89062,2017-10-25,0.0
287,89062,2017-10-26,0.0
9,89062,2017-10-27,9.0
288,89062,2017-10-28,0.0
289,89062,2017-10-29,0.0
290,89062,2017-10-30,0.0
10,89062,2017-10-31,9.0
291,89062,2017-11-01,0.0
292,89062,2017-11-02,0.0
293,89062,2017-11-03,0.0
294,89062,2017-11-04,0.0
295,89062,2017-11-05,0.0
296,89062,2017-11-06,0.0
297,89062,2017-11-07,0.0
298,89062,2017-11-08,0.0
11,89062,2017-11-09,9.0
299,89062,2017-11-10,0.0
300,89062,2017-11-11,0.0
12,89062,2017-11-12,19.0
13,89062,2017-11-13,28.0
301,89062,2017-11-14,0.0
302,89062,2017-11-15,0.0
303,89062,2017-11-16,0.0
304,89062,2017-11-17,0.0
305,89062,2017-11-18,0.0
14,89062,2017-11-19,19.0
15,89062,2017-11-20,19.0
