,Reference,Dates,Page_Views
258,51136,2017-09-02,0.0
259,51136,2017-09-03,0.0
260,51136,2017-09-04,0.0
261,51136,2017-09-05,0.0
262,51136,2017-09-06,0.0
263,51136,2017-09-07,0.0
264,51136,2017-09-08,0.0
265,51136,2017-09-09,0.0
266,51136,2017-09-10,0.0
267,51136,2017-09-11,0.0
268,51136,2017-09-12,0.0
269,51136,2017-09-13,0.0
270,51136,2017-09-14,0.0
271,51136,2017-09-15,0.0
272,51136,2017-09-16,0.0
273,51136,2017-09-17,0.0
274,51136,2017-09-18,0.0
275,51136,2017-09-19,0.0
276,51136,2017-09-20,0.0
277,51136,2017-09-21,0.0
278,51136,2017-09-22,0.0
279,51136,2017-09-23,0.0
280,51136,2017-09-24,0.0
281,51136,2017-09-25,0.0
282,51136,2017-09-26,0.0
283,51136,2017-09-27,0.0
284,51136,2017-09-28,0.0
285,51136,2017-09-29,0.0
286,51136,2017-09-30,0.0
287,51136,2017-10-01,0.0
0,51136,2017-10-02,19.0
288,51136,2017-10-03,0.0
1,51136,2017-10-04,28.0
2,51136,2017-10-05,9.0
3,51136,2017-10-06,28.0
289,51136,2017-10-07,0.0
4,51136,2017-10-08,19.0
5,51136,2017-10-09,19.0
6,51136,2017-10-10,9.0
7,51136,2017-10-11,28.0
290,51136,2017-10-12,0.0
8,51136,2017-10-13,19.0
291,51136,2017-10-14,0.0
292,51136,2017-10-15,0.0
9,51136,2017-10-16,37.0
293,51136,2017-10-17,0.0
10,51136,2017-10-18,28.0
294,51136,2017-10-19,0.0
11,51136,2017-10-20,37.0
12,51136,2017-10-21,28.0
295,51136,2017-10-22,0.0
296,51136,2017-10-23,0.0
297,51136,2017-10-24,0.0
13,51136,2017-10-25,9.0
298,51136,2017-10-26,0.0
14,51136,2017-10-27,9.0
15,51136,2017-10-28,9.0
16,51136,2017-10-29,9.0
299,51136,2017-10-30,0.0
300,51136,2017-10-31,0.0
17,51136,2017-11-01,37.0
301,51136,2017-11-02,0.0
302,51136,2017-11-03,0.0
18,51136,2017-11-04,19.0
19,51136,2017-11-05,19.0
20,51136,2017-11-06,37.0
303,51136,2017-11-07,0.0
304,51136,2017-11-08,0.0
305,51136,2017-11-09,0.0
306,51136,2017-11-10,0.0
307,51136,2017-11-11,0.0
308,51136,2017-11-12,0.0
309,51136,2017-11-13,0.0
310,51136,2017-11-14,0.0
311,51136,2017-11-15,0.0
312,51136,2017-11-16,0.0
313,51136,2017-11-17,0.0
314,51136,2017-11-18,0.0
315,51136,2017-11-19,0.0
316,51136,2017-11-20,0.0
317,51136,2017-11-21,0.0
318,51136,2017-11-22,0.0
319,51136,2017-11-23,0.0
320,51136,2017-11-24,0.0
321,51136,2017-11-25,0.0
322,51136,2017-11-26,0.0
323,51136,2017-11-27,0.0
324,51136,2017-11-28,0.0
325,51136,2017-11-29,0.0
326,51136,2017-11-30,0.0
327,51136,2017-12-01,0.0
328,51136,2017-12-02,0.0
329,51136,2017-12-03,0.0
330,51136,2017-12-04,0.0
331,51136,2017-12-05,0.0
332,51136,2017-12-06,0.0
333,51136,2017-12-07,0.0
334,51136,2017-12-08,0.0
335,51136,2017-12-09,0.0
336,51136,2017-12-10,0.0
337,51136,2017-12-11,0.0
338,51136,2017-12-12,0.0
339,51136,2017-12-13,0.0
340,51136,2017-12-14,0.0
341,51136,2017-12-15,0.0
342,51136,2017-12-16,0.0
343,51136,2017-12-17,0.0
344,51136,2017-12-18,0.0
345,51136,2017-12-19,0.0
346,51136,2017-12-20,0.0
347,51136,2017-12-21,0.0
348,51136,2017-12-22,0.0
349,51136,2017-12-23,0.0
350,51136,2017-12-24,0.0
351,51136,2017-12-25,0.0
352,51136,2017-12-26,0.0
353,51136,2017-12-27,0.0
354,51136,2017-12-28,0.0
355,51136,2017-12-29,0.0
356,51136,2017-12-30,0.0
357,51136,2017-12-31,0.0
358,51136,2018-01-01,0.0
359,51136,2018-01-02,0.0
360,51136,2018-01-03,0.0
361,51136,2018-01-04,0.0
362,51136,2018-01-05,0.0
363,51136,2018-01-06,0.0
364,51136,2018-01-07,0.0
365,51136,2018-01-08,0.0
366,51136,2018-01-09,0.0
367,51136,2018-01-10,0.0
21,51136,2018-01-11,28.0
368,51136,2018-01-12,0.0
22,51136,2018-01-13,19.0
23,51136,2018-01-14,75.0
24,51136,2018-01-15,112.0
25,51136,2018-01-16,37.0
26,51136,2018-01-17,37.0
27,51136,2018-01-18,9.0
