,Reference,Dates,Page_Views
170,29300,2017-09-02,0.0
171,29300,2017-09-03,0.0
172,29300,2017-09-04,0.0
173,29300,2017-09-05,0.0
174,29300,2017-09-06,0.0
175,29300,2017-09-07,0.0
176,29300,2017-09-08,0.0
177,29300,2017-09-09,0.0
178,29300,2017-09-10,0.0
179,29300,2017-09-11,0.0
180,29300,2017-09-12,0.0
181,29300,2017-09-13,0.0
182,29300,2017-09-14,0.0
183,29300,2017-09-15,0.0
184,29300,2017-09-16,0.0
185,29300,2017-09-17,0.0
186,29300,2017-09-18,0.0
187,29300,2017-09-19,0.0
188,29300,2017-09-20,0.0
189,29300,2017-09-21,0.0
190,29300,2017-09-22,0.0
191,29300,2017-09-23,0.0
192,29300,2017-09-24,0.0
193,29300,2017-09-25,0.0
194,29300,2017-09-26,0.0
195,29300,2017-09-27,0.0
196,29300,2017-09-28,0.0
197,29300,2017-09-29,0.0
198,29300,2017-09-30,0.0
199,29300,2017-10-01,0.0
200,29300,2017-10-02,0.0
201,29300,2017-10-03,0.0
202,29300,2017-10-04,0.0
203,29300,2017-10-05,0.0
204,29300,2017-10-06,0.0
205,29300,2017-10-07,0.0
206,29300,2017-10-08,0.0
207,29300,2017-10-09,0.0
208,29300,2017-10-10,0.0
0,29300,2017-10-11,9.0
209,29300,2017-10-12,0.0
210,29300,2017-10-13,0.0
211,29300,2017-10-14,0.0
212,29300,2017-10-15,0.0
213,29300,2017-10-16,0.0
214,29300,2017-10-17,0.0
215,29300,2017-10-18,0.0
216,29300,2017-10-19,0.0
217,29300,2017-10-20,0.0
218,29300,2017-10-21,0.0
219,29300,2017-10-22,0.0
220,29300,2017-10-23,0.0
221,29300,2017-10-24,0.0
1,29300,2017-10-25,9.0
222,29300,2017-10-26,0.0
223,29300,2017-10-27,0.0
224,29300,2017-10-28,0.0
225,29300,2017-10-29,0.0
226,29300,2017-10-30,0.0
227,29300,2017-10-31,0.0
2,29300,2017-11-01,19.0
228,29300,2017-11-02,0.0
229,29300,2017-11-03,0.0
230,29300,2017-11-04,0.0
231,29300,2017-11-05,0.0
232,29300,2017-11-06,0.0
233,29300,2017-11-07,0.0
234,29300,2017-11-08,0.0
235,29300,2017-11-09,0.0
236,29300,2017-11-10,0.0
3,29300,2017-11-11,9.0
237,29300,2017-11-12,0.0
238,29300,2017-11-13,0.0
239,29300,2017-11-14,0.0
240,29300,2017-11-15,0.0
