,Reference,Dates,Page_Views
279,49809,2017-09-02,0.0
280,49809,2017-09-03,0.0
281,49809,2017-09-04,0.0
282,49809,2017-09-05,0.0
283,49809,2017-09-06,0.0
284,49809,2017-09-07,0.0
285,49809,2017-09-08,0.0
286,49809,2017-09-09,0.0
287,49809,2017-09-10,0.0
288,49809,2017-09-11,0.0
289,49809,2017-09-12,0.0
290,49809,2017-09-13,0.0
291,49809,2017-09-14,0.0
292,49809,2017-09-15,0.0
293,49809,2017-09-16,0.0
294,49809,2017-09-17,0.0
295,49809,2017-09-18,0.0
296,49809,2017-09-19,0.0
297,49809,2017-09-20,0.0
298,49809,2017-09-21,0.0
299,49809,2017-09-22,0.0
300,49809,2017-09-23,0.0
301,49809,2017-09-24,0.0
302,49809,2017-09-25,0.0
303,49809,2017-09-26,0.0
304,49809,2017-09-27,0.0
305,49809,2017-09-28,0.0
306,49809,2017-09-29,0.0
307,49809,2017-09-30,0.0
308,49809,2017-10-01,0.0
309,49809,2017-10-02,0.0
310,49809,2017-10-03,0.0
311,49809,2017-10-04,0.0
0,49809,2017-10-05,9.0
312,49809,2017-10-06,0.0
313,49809,2017-10-07,0.0
314,49809,2017-10-08,0.0
1,49809,2017-10-09,9.0
2,49809,2017-10-10,19.0
315,49809,2017-10-11,0.0
316,49809,2017-10-12,0.0
317,49809,2017-10-13,0.0
318,49809,2017-10-14,0.0
319,49809,2017-10-15,0.0
320,49809,2017-10-16,0.0
321,49809,2017-10-17,0.0
322,49809,2017-10-18,0.0
3,49809,2017-10-19,28.0
323,49809,2017-10-20,0.0
4,49809,2017-10-21,37.0
5,49809,2017-10-22,9.0
6,49809,2017-10-23,28.0
7,49809,2017-10-24,9.0
8,49809,2017-10-25,9.0
9,49809,2017-10-26,19.0
324,49809,2017-10-27,0.0
325,49809,2017-10-28,0.0
10,49809,2017-10-29,19.0
326,49809,2017-10-30,0.0
327,49809,2017-10-31,0.0
328,49809,2017-11-01,0.0
329,49809,2017-11-02,0.0
11,49809,2017-11-03,9.0
330,49809,2017-11-04,0.0
12,49809,2017-11-05,9.0
331,49809,2017-11-06,0.0
13,49809,2017-11-07,9.0
14,49809,2017-11-08,28.0
15,49809,2017-11-09,75.0
16,49809,2017-11-10,19.0
332,49809,2017-11-11,0.0
17,49809,2017-11-12,19.0
18,49809,2017-11-13,66.0
19,49809,2017-11-14,19.0
20,49809,2017-11-15,66.0
21,49809,2017-11-16,28.0
22,49809,2017-11-17,56.0
23,49809,2017-11-18,9.0
24,49809,2017-11-19,19.0
333,49809,2017-11-20,0.0
25,49809,2017-11-21,9.0
26,49809,2017-11-22,37.0
27,49809,2017-11-23,19.0
28,49809,2017-11-24,37.0
29,49809,2017-11-25,47.0
30,49809,2017-11-26,112.0
31,49809,2017-11-27,9.0
32,49809,2017-11-28,9.0
33,49809,2017-11-29,75.0
34,49809,2017-11-30,56.0
334,49809,2017-12-01,0.0
35,49809,2017-12-02,28.0
36,49809,2017-12-03,19.0
37,49809,2017-12-04,9.0
335,49809,2017-12-05,0.0
38,49809,2017-12-06,9.0
39,49809,2017-12-07,47.0
40,49809,2017-12-08,9.0
41,49809,2017-12-09,19.0
336,49809,2017-12-10,0.0
42,49809,2017-12-11,9.0
337,49809,2017-12-12,0.0
43,49809,2017-12-13,47.0
44,49809,2017-12-14,56.0
45,49809,2017-12-15,19.0
46,49809,2017-12-16,9.0
47,49809,2017-12-17,37.0
48,49809,2017-12-18,19.0
49,49809,2017-12-19,19.0
50,49809,2017-12-20,47.0
338,49809,2017-12-21,0.0
339,49809,2017-12-22,0.0
340,49809,2017-12-23,0.0
51,49809,2017-12-24,9.0
52,49809,2017-12-25,28.0
53,49809,2017-12-26,19.0
54,49809,2017-12-27,94.0
55,49809,2017-12-28,28.0
56,49809,2017-12-29,37.0
57,49809,2017-12-30,19.0
341,49809,2017-12-31,0.0
342,49809,2018-01-01,0.0
58,49809,2018-01-02,19.0
59,49809,2018-01-03,9.0
60,49809,2018-01-04,37.0
343,49809,2018-01-05,0.0
61,49809,2018-01-06,47.0
62,49809,2018-01-07,19.0
63,49809,2018-01-08,19.0
64,49809,2018-01-09,56.0
65,49809,2018-01-10,28.0
66,49809,2018-01-11,103.0
67,49809,2018-01-12,28.0
68,49809,2018-01-13,28.0
69,49809,2018-01-14,140.0
70,49809,2018-01-15,37.0
71,49809,2018-01-16,28.0
72,49809,2018-01-17,19.0
73,49809,2018-01-18,28.0
74,49809,2018-01-19,122.0
75,49809,2018-01-20,28.0
76,49809,2018-01-21,47.0
77,49809,2018-01-22,84.0
78,49809,2018-01-23,9.0
79,49809,2018-01-24,28.0
344,49809,2018-01-25,0.0
80,49809,2018-01-26,19.0
81,49809,2018-01-27,19.0
82,49809,2018-01-28,37.0
83,49809,2018-01-29,9.0
84,49809,2018-01-30,28.0
85,49809,2018-01-31,19.0
86,49809,2018-02-01,19.0
87,49809,2018-02-02,19.0
88,49809,2018-02-03,28.0
89,49809,2018-02-04,9.0
90,49809,2018-02-05,47.0
91,49809,2018-02-06,9.0
92,49809,2018-02-07,47.0
93,49809,2018-02-08,112.0
94,49809,2018-02-09,28.0
95,49809,2018-02-10,75.0
96,49809,2018-02-11,28.0
345,49809,2018-02-12,0.0
97,49809,2018-02-13,66.0
98,49809,2018-02-14,28.0
99,49809,2018-02-15,47.0
100,49809,2018-02-16,28.0
346,49809,2018-02-17,0.0
101,49809,2018-02-18,19.0
102,49809,2018-02-19,28.0
103,49809,2018-02-20,9.0
104,49809,2018-02-21,28.0
105,49809,2018-02-22,19.0
106,49809,2018-02-23,28.0
107,49809,2018-02-24,9.0
108,49809,2018-02-25,56.0
109,49809,2018-02-26,19.0
110,49809,2018-02-27,37.0
111,49809,2018-02-28,37.0
112,49809,2018-03-01,19.0
113,49809,2018-03-02,37.0
114,49809,2018-03-03,19.0
115,49809,2018-03-04,28.0
116,49809,2018-03-05,28.0
117,49809,2018-03-06,9.0
118,49809,2018-03-07,19.0
119,49809,2018-03-08,37.0
120,49809,2018-03-09,37.0
121,49809,2018-03-10,9.0
122,49809,2018-03-11,19.0
123,49809,2018-03-12,9.0
347,49809,2018-03-13,0.0
124,49809,2018-03-14,19.0
125,49809,2018-03-15,9.0
126,49809,2018-03-16,9.0
127,49809,2018-03-17,9.0
348,49809,2018-03-18,0.0
349,49809,2018-03-19,0.0
350,49809,2018-03-20,0.0
351,49809,2018-03-21,0.0
128,49809,2018-03-22,28.0
129,49809,2018-03-23,9.0
130,49809,2018-03-24,19.0
131,49809,2018-03-25,19.0
132,49809,2018-03-26,9.0
133,49809,2018-03-27,19.0
352,49809,2018-03-28,0.0
134,49809,2018-03-29,19.0
135,49809,2018-03-30,37.0
136,49809,2018-03-31,19.0
137,49809,2018-04-01,19.0
138,49809,2018-04-02,47.0
353,49809,2018-04-03,0.0
139,49809,2018-04-04,28.0
140,49809,2018-04-05,28.0
354,49809,2018-04-06,0.0
141,49809,2018-04-07,9.0
355,49809,2018-04-08,0.0
356,49809,2018-04-09,0.0
142,49809,2018-04-10,28.0
143,49809,2018-04-11,19.0
144,49809,2018-04-12,19.0
145,49809,2018-04-13,37.0
357,49809,2018-04-14,0.0
146,49809,2018-04-15,37.0
147,49809,2018-04-16,28.0
358,49809,2018-04-17,0.0
148,49809,2018-04-18,9.0
359,49809,2018-04-19,0.0
149,49809,2018-04-20,37.0
360,49809,2018-04-21,0.0
150,49809,2018-04-22,9.0
151,49809,2018-04-23,9.0
152,49809,2018-04-24,19.0
153,49809,2018-04-25,19.0
154,49809,2018-04-26,9.0
361,49809,2018-04-27,0.0
362,49809,2018-04-28,0.0
155,49809,2018-04-29,9.0
156,49809,2018-04-30,19.0
157,49809,2018-05-01,9.0
158,49809,2018-05-02,56.0
159,49809,2018-05-03,37.0
160,49809,2018-05-04,28.0
363,49809,2018-05-05,0.0
161,49809,2018-05-06,66.0
364,49809,2018-05-07,0.0
162,49809,2018-05-08,19.0
163,49809,2018-05-09,28.0
164,49809,2018-05-10,9.0
365,49809,2018-05-11,0.0
366,49809,2018-05-12,0.0
165,49809,2018-05-13,37.0
367,49809,2018-05-14,0.0
368,49809,2018-05-15,0.0
166,49809,2018-05-16,19.0
369,49809,2018-05-17,0.0
167,49809,2018-05-18,9.0
370,49809,2018-05-19,0.0
168,49809,2018-05-20,19.0
169,49809,2018-05-21,56.0
371,49809,2018-05-22,0.0
372,49809,2018-05-23,0.0
373,49809,2018-05-24,0.0
374,49809,2018-05-25,0.0
375,49809,2018-05-26,0.0
376,49809,2018-05-27,0.0
170,49809,2018-05-28,9.0
377,49809,2018-05-29,0.0
378,49809,2018-05-30,0.0
379,49809,2018-05-31,0.0
380,49809,2018-06-01,0.0
381,49809,2018-06-02,0.0
171,49809,2018-06-03,19.0
382,49809,2018-06-04,0.0
383,49809,2018-06-05,0.0
172,49809,2018-06-06,9.0
384,49809,2018-06-07,0.0
385,49809,2018-06-08,0.0
173,49809,2018-06-09,9.0
386,49809,2018-06-10,0.0
387,49809,2018-06-11,0.0
388,49809,2018-06-12,0.0
389,49809,2018-06-13,0.0
390,49809,2018-06-14,0.0
391,49809,2018-06-15,0.0
174,49809,2018-06-16,19.0
392,49809,2018-06-17,0.0
393,49809,2018-06-18,0.0
175,49809,2018-06-19,9.0
394,49809,2018-06-20,0.0
395,49809,2018-06-21,0.0
396,49809,2018-06-22,0.0
397,49809,2018-06-23,0.0
398,49809,2018-06-24,0.0
399,49809,2018-06-25,0.0
176,49809,2018-06-26,19.0
400,49809,2018-06-27,0.0
401,49809,2018-06-28,0.0
402,49809,2018-06-29,0.0
