,Reference,Dates,Page_Views
248,30655,2017-09-02,0.0
249,30655,2017-09-03,0.0
250,30655,2017-09-04,0.0
251,30655,2017-09-05,0.0
252,30655,2017-09-06,0.0
253,30655,2017-09-07,0.0
254,30655,2017-09-08,0.0
255,30655,2017-09-09,0.0
256,30655,2017-09-10,0.0
257,30655,2017-09-11,0.0
258,30655,2017-09-12,0.0
259,30655,2017-09-13,0.0
260,30655,2017-09-14,0.0
261,30655,2017-09-15,0.0
262,30655,2017-09-16,0.0
263,30655,2017-09-17,0.0
264,30655,2017-09-18,0.0
265,30655,2017-09-19,0.0
266,30655,2017-09-20,0.0
267,30655,2017-09-21,0.0
268,30655,2017-09-22,0.0
269,30655,2017-09-23,0.0
270,30655,2017-09-24,0.0
271,30655,2017-09-25,0.0
272,30655,2017-09-26,0.0
273,30655,2017-09-27,0.0
274,30655,2017-09-28,0.0
275,30655,2017-09-29,0.0
276,30655,2017-09-30,0.0
277,30655,2017-10-01,0.0
278,30655,2017-10-02,0.0
279,30655,2017-10-03,0.0
0,30655,2017-10-04,9.0
280,30655,2017-10-05,0.0
281,30655,2017-10-06,0.0
1,30655,2017-10-07,9.0
2,30655,2017-10-08,9.0
282,30655,2017-10-09,0.0
283,30655,2017-10-10,0.0
284,30655,2017-10-11,0.0
285,30655,2017-10-12,0.0
286,30655,2017-10-13,0.0
287,30655,2017-10-14,0.0
288,30655,2017-10-15,0.0
289,30655,2017-10-16,0.0
290,30655,2017-10-17,0.0
3,30655,2017-10-18,9.0
291,30655,2017-10-19,0.0
4,30655,2017-10-20,9.0
5,30655,2017-10-21,9.0
6,30655,2017-10-22,9.0
7,30655,2017-10-23,9.0
292,30655,2017-10-24,0.0
8,30655,2017-10-25,9.0
9,30655,2017-10-26,66.0
293,30655,2017-10-27,0.0
10,30655,2017-10-28,9.0
294,30655,2017-10-29,0.0
11,30655,2017-10-30,9.0
295,30655,2017-10-31,0.0
12,30655,2017-11-01,9.0
13,30655,2017-11-02,9.0
296,30655,2017-11-03,0.0
14,30655,2017-11-04,19.0
297,30655,2017-11-05,0.0
298,30655,2017-11-06,0.0
299,30655,2017-11-07,0.0
300,30655,2017-11-08,0.0
15,30655,2017-11-09,19.0
301,30655,2017-11-10,0.0
16,30655,2017-11-11,19.0
17,30655,2017-11-12,9.0
