,Reference,Dates,Page_Views
434,64534,2017-09-02,0.0
435,64534,2017-09-03,0.0
436,64534,2017-09-04,0.0
437,64534,2017-09-05,0.0
438,64534,2017-09-06,0.0
439,64534,2017-09-07,0.0
440,64534,2017-09-08,0.0
441,64534,2017-09-09,0.0
442,64534,2017-09-10,0.0
443,64534,2017-09-11,0.0
444,64534,2017-09-12,0.0
445,64534,2017-09-13,0.0
446,64534,2017-09-14,0.0
447,64534,2017-09-15,0.0
448,64534,2017-09-16,0.0
449,64534,2017-09-17,0.0
450,64534,2017-09-18,0.0
451,64534,2017-09-19,0.0
452,64534,2017-09-20,0.0
453,64534,2017-09-21,0.0
454,64534,2017-09-22,0.0
455,64534,2017-09-23,0.0
456,64534,2017-09-24,0.0
457,64534,2017-09-25,0.0
458,64534,2017-09-26,0.0
459,64534,2017-09-27,0.0
460,64534,2017-09-28,0.0
461,64534,2017-09-29,0.0
462,64534,2017-09-30,0.0
463,64534,2017-10-01,0.0
0,64534,2017-10-02,9.0
464,64534,2017-10-03,0.0
465,64534,2017-10-04,0.0
1,64534,2017-10-05,9.0
466,64534,2017-10-06,0.0
467,64534,2017-10-07,0.0
468,64534,2017-10-08,0.0
2,64534,2017-10-09,9.0
469,64534,2017-10-10,0.0
470,64534,2017-10-11,0.0
3,64534,2017-10-12,9.0
4,64534,2017-10-13,9.0
5,64534,2017-10-14,9.0
471,64534,2017-10-15,0.0
6,64534,2017-10-16,9.0
472,64534,2017-10-17,0.0
7,64534,2017-10-18,28.0
8,64534,2017-10-19,9.0
9,64534,2017-10-20,19.0
10,64534,2017-10-21,9.0
473,64534,2017-10-22,0.0
474,64534,2017-10-23,0.0
11,64534,2017-10-24,19.0
12,64534,2017-10-25,9.0
475,64534,2017-10-26,0.0
476,64534,2017-10-27,0.0
13,64534,2017-10-28,9.0
14,64534,2017-10-29,28.0
15,64534,2017-10-30,9.0
16,64534,2017-10-31,9.0
477,64534,2017-11-01,0.0
17,64534,2017-11-02,9.0
18,64534,2017-11-03,9.0
19,64534,2017-11-04,9.0
478,64534,2017-11-05,0.0
20,64534,2017-11-06,19.0
479,64534,2017-11-07,0.0
21,64534,2017-11-08,9.0
22,64534,2017-11-09,9.0
480,64534,2017-11-10,0.0
