,Reference,Dates,Page_Views
165,49918,2017-09-02,0.0
166,49918,2017-09-03,0.0
167,49918,2017-09-04,0.0
168,49918,2017-09-05,0.0
169,49918,2017-09-06,0.0
170,49918,2017-09-07,0.0
171,49918,2017-09-08,0.0
172,49918,2017-09-09,0.0
173,49918,2017-09-10,0.0
174,49918,2017-09-11,0.0
175,49918,2017-09-12,0.0
176,49918,2017-09-13,0.0
177,49918,2017-09-14,0.0
178,49918,2017-09-15,0.0
179,49918,2017-09-16,0.0
180,49918,2017-09-17,0.0
181,49918,2017-09-18,0.0
182,49918,2017-09-19,0.0
183,49918,2017-09-20,0.0
184,49918,2017-09-21,0.0
185,49918,2017-09-22,0.0
186,49918,2017-09-23,0.0
187,49918,2017-09-24,0.0
188,49918,2017-09-25,0.0
189,49918,2017-09-26,0.0
190,49918,2017-09-27,0.0
191,49918,2017-09-28,0.0
192,49918,2017-09-29,0.0
193,49918,2017-09-30,0.0
194,49918,2017-10-01,0.0
195,49918,2017-10-02,0.0
196,49918,2017-10-03,0.0
197,49918,2017-10-04,0.0
198,49918,2017-10-05,0.0
199,49918,2017-10-06,0.0
200,49918,2017-10-07,0.0
201,49918,2017-10-08,0.0
202,49918,2017-10-09,0.0
203,49918,2017-10-10,0.0
204,49918,2017-10-11,0.0
205,49918,2017-10-12,0.0
206,49918,2017-10-13,0.0
207,49918,2017-10-14,0.0
208,49918,2017-10-15,0.0
209,49918,2017-10-16,0.0
210,49918,2017-10-17,0.0
211,49918,2017-10-18,0.0
212,49918,2017-10-19,0.0
213,49918,2017-10-20,0.0
214,49918,2017-10-21,0.0
215,49918,2017-10-22,0.0
216,49918,2017-10-23,0.0
217,49918,2017-10-24,0.0
218,49918,2017-10-25,0.0
219,49918,2017-10-26,0.0
220,49918,2017-10-27,0.0
221,49918,2017-10-28,0.0
222,49918,2017-10-29,0.0
223,49918,2017-10-30,0.0
224,49918,2017-10-31,0.0
225,49918,2017-11-01,0.0
226,49918,2017-11-02,0.0
227,49918,2017-11-03,0.0
228,49918,2017-11-04,0.0
229,49918,2017-11-05,0.0
230,49918,2017-11-06,0.0
231,49918,2017-11-07,0.0
232,49918,2017-11-08,0.0
233,49918,2017-11-09,0.0
234,49918,2017-11-10,0.0
235,49918,2017-11-11,0.0
236,49918,2017-11-12,0.0
237,49918,2017-11-13,0.0
238,49918,2017-11-14,0.0
239,49918,2017-11-15,0.0
240,49918,2017-11-16,0.0
241,49918,2017-11-17,0.0
242,49918,2017-11-18,0.0
243,49918,2017-11-19,0.0
244,49918,2017-11-20,0.0
245,49918,2017-11-21,0.0
246,49918,2017-11-22,0.0
247,49918,2017-11-23,0.0
248,49918,2017-11-24,0.0
249,49918,2017-11-25,0.0
250,49918,2017-11-26,0.0
251,49918,2017-11-27,0.0
252,49918,2017-11-28,0.0
253,49918,2017-11-29,0.0
254,49918,2017-11-30,0.0
255,49918,2017-12-01,0.0
256,49918,2017-12-02,0.0
257,49918,2017-12-03,0.0
258,49918,2017-12-04,0.0
259,49918,2017-12-05,0.0
260,49918,2017-12-06,0.0
261,49918,2017-12-07,0.0
262,49918,2017-12-08,0.0
263,49918,2017-12-09,0.0
0,49918,2017-12-10,9.0
264,49918,2017-12-11,0.0
1,49918,2017-12-12,9.0
2,49918,2017-12-13,9.0
265,49918,2017-12-14,0.0
266,49918,2017-12-15,0.0
267,49918,2017-12-16,0.0
268,49918,2017-12-17,0.0
3,49918,2017-12-18,9.0
4,49918,2017-12-19,9.0
269,49918,2017-12-20,0.0
270,49918,2017-12-21,0.0
5,49918,2017-12-22,9.0
6,49918,2017-12-23,19.0
271,49918,2017-12-24,0.0
272,49918,2017-12-25,0.0
7,49918,2017-12-26,9.0
8,49918,2017-12-27,9.0
