,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
156,89022.0,textil hogar,alfombras de bambú,50.0,0.14,286.0,2.0,0.27,0.0,0.0,0.0,0.0,0.0,2018-09-03
149,89022.0,textil hogar,alfombras de bambú,50.0,0.24,315.0,1.0,0.24,0.0,0.0,0.0,0.0,0.0,2018-09-04
158,89022.0,textil hogar,alfombras de bambú,50.0,0.19,355.0,6.0,1.16,0.0,0.0,0.0,0.0,0.0,2018-09-05
146,89022.0,textil hogar,alfombras de bambú,50.0,0.21,392.0,3.0,0.63,0.0,0.0,0.0,0.0,0.0,2018-09-06
166,89022.0,textil hogar,alfombras de bambú,50.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-07
155,89022.0,textil hogar,alfombras de bambú,50.0,0.23,348.0,1.0,0.23,0.0,0.0,0.0,0.0,0.0,2018-09-08
153,89022.0,textil hogar,alfombras de bambú,50.0,0.22,384.0,4.0,0.87,0.0,0.0,0.0,0.0,0.0,2018-09-09
165,89022.0,textil hogar,alfombras de bambú,50.0,0.25,243.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,2018-09-10
163,89022.0,textil hogar,alfombras de bambú,50.0,0.43,265.0,6.0,2.57,0.0,0.0,0.0,0.0,0.0,2018-09-11
154,89022.0,textil hogar,alfombras de bambú,50.0,0.17,253.0,1.0,0.17,0.0,0.0,0.0,0.0,0.0,2018-09-12
162,89022.0,textil hogar,alfombras de bambú,50.0,0.24,362.0,4.0,0.98,0.0,0.0,0.0,0.0,0.0,2018-09-13
164,89022.0,textil hogar,alfombras de bambú,50.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-14
152,89022.0,textil hogar,alfombras de bambú,50.0,0.33,433.0,5.0,1.63,0.0,0.0,0.0,0.0,0.0,2018-09-15
151,89022.0,textil hogar,alfombras de bambú,50.0,0.32,439.0,5.0,1.58,0.0,0.0,0.0,0.0,0.0,2018-09-16
157,89022.0,textil hogar,alfombras de bambú,50.0,0.36,596.0,5.0,1.8,0.0,0.0,0.0,0.0,0.0,2018-09-17
169,89022.0,textil hogar,alfombras de bambú,50.0,0.27,656.0,9.0,2.4,0.0,0.0,0.0,0.0,0.0,2018-09-18
171,89022.0,textil hogar,alfombras de bambú,50.0,0.26,683.0,7.0,1.85,0.67,1.67,41.27,41.27,22.31,2018-09-19
159,89022.0,textil hogar,alfombras de bambú,50.0,0.37,555.0,3.0,1.1,0.0,0.0,0.0,0.0,0.0,2018-09-20
160,89022.0,textil hogar,alfombras de bambú,50.0,0.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-21
147,89022.0,textil hogar,alfombras de bambú,50.0,0.24,507.0,6.0,1.47,0.05,0.05,9.28,9.28,6.32,2018-09-22
148,89022.0,textil hogar,alfombras de bambú,50.0,0.25,493.0,4.0,1.01,0.0,0.0,0.0,0.0,0.0,2018-09-23
150,89022.0,textil hogar,alfombras de bambú,50.0,0.26,612.0,4.0,1.04,0.0,0.0,0.0,0.0,0.0,2018-09-24
170,89022.0,textil hogar,alfombras de bambú,50.0,0.23,512.0,3.0,0.68,0.0,0.0,0.0,0.0,0.0,2018-09-25
168,89022.0,textil hogar,alfombras de bambú,50.0,0.29,467.0,3.0,0.87,0.0,0.0,0.0,0.0,0.0,2018-09-26
172,89022.0,textil hogar,alfombras de bambú,50.0,0.22,384.0,2.0,0.45,0.0,0.0,0.0,0.0,0.0,2018-09-27
161,89022.0,textil hogar,alfombras de bambú,50.0,0.11,340.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,2018-09-28
167,89022.0,textil hogar,alfombras de bambú,50.0,0.17,391.0,5.0,0.87,0.0,0.0,0.0,0.0,0.0,2018-09-29
173,89022.0,textil hogar,alfombras de bambú,50.0,0.13,429.0,4.0,0.52,0.0,0.0,0.0,0.0,0.0,2018-09-30
93,89022.0,textil hogar,alfombras de bambú,50.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-01
70,89022.0,textil hogar,alfombras de bambú,50.0,0.24,349.0,2.0,0.48,0.0,0.0,0.0,0.0,0.0,2018-10-02
56,89022.0,textil hogar,alfombras de bambú,50.0,0.18,256.0,2.0,0.35,0.0,0.0,0.0,0.0,0.0,2018-10-03
123,89022.0,textil hogar,alfombras de bambú,50.0,0.14,268.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0,2018-10-04
