,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
210,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.09,627.0,4.0,0.36,0.0,0.0,0.0,0.0,0.0,2018-09-03
209,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.11,593.0,2.0,0.22,0.0,0.0,0.0,0.0,0.0,2018-09-04
188,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.14,525.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0,2018-09-05
190,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.14,526.0,4.0,0.56,0.0,1.0,0.0,0.0,0.0,2018-09-06
191,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.13,500.0,2.0,0.26,0.0,0.0,0.0,0.0,0.0,2018-09-07
183,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.13,593.0,5.0,0.64,0.0,1.0,0.0,0.0,0.0,2018-09-08
194,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.11,659.0,4.0,0.44,0.0,0.0,0.0,0.0,0.0,2018-09-09
184,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.12,430.0,4.0,0.48,0.0,0.0,0.0,0.0,0.0,2018-09-10
202,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.16,563.0,4.0,0.66,0.0,0.0,0.0,0.0,0.0,2018-09-11
195,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.08,650.0,7.0,0.59,0.0,0.0,0.0,0.0,0.0,2018-09-12
207,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.12,682.0,6.0,0.69,0.0,0.0,0.0,0.0,0.0,2018-09-13
199,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.08,728.0,6.0,0.48,0.0,1.0,0.0,0.0,0.0,2018-09-14
200,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.14,879.0,2.0,0.27,0.0,0.0,0.0,0.0,0.0,2018-09-15
208,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.1,1132.0,7.0,0.68,0.0,0.0,0.0,0.0,0.0,2018-09-16
196,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.11,587.0,5.0,0.57,0.0,0.0,0.0,0.0,0.0,2018-09-17
193,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.06,587.0,2.0,0.12,0.0,0.0,0.0,0.0,0.0,2018-09-18
201,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.12,619.0,1.0,0.12,0.0,0.0,0.0,0.0,0.0,2018-09-19
189,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.11,538.0,8.0,0.88,0.0,0.0,0.0,0.0,0.0,2018-09-20
187,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.12,638.0,4.0,0.47,0.0,0.0,0.0,0.0,0.0,2018-09-21
198,51148.0,muebles,"consolas, recibidores y tocadores",200.0,0.11,693.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,2018-09-22
