,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
199,122335.0,muebles,mesitas de noche,100.0,0.2,783.0,6.0,1.17,0.0,0.0,0.0,0.0,0.0,2018-09-03
213,122335.0,muebles,mesitas de noche,100.0,0.24,715.0,2.0,0.48,0.0,0.0,0.0,0.0,0.0,2018-09-04
198,122335.0,muebles,mesitas de noche,100.0,0.19,768.0,5.0,0.96,0.0,0.0,0.0,0.0,0.0,2018-09-05
193,122335.0,muebles,mesitas de noche,100.0,0.21,776.0,6.0,1.26,0.0,0.0,0.0,0.0,0.0,2018-09-06
207,122335.0,muebles,mesitas de noche,100.0,0.21,883.0,7.0,1.5,0.0,0.0,0.0,0.0,0.0,2018-09-07
190,122335.0,muebles,mesitas de noche,100.0,0.22,848.0,4.0,0.9,0.0,0.0,0.0,0.0,0.0,2018-09-08
201,122335.0,muebles,mesitas de noche,100.0,0.14,843.0,3.0,0.42,0.0,0.0,0.0,0.0,0.0,2018-09-09
211,122335.0,muebles,mesitas de noche,100.0,0.18,1074.0,5.0,0.9,0.0,0.0,0.0,0.0,0.0,2018-09-10
210,122335.0,muebles,mesitas de noche,100.0,0.18,681.0,3.0,0.55,0.0,0.0,0.0,0.0,0.0,2018-09-11
196,122335.0,muebles,mesitas de noche,100.0,0.24,502.0,4.0,0.97,0.0,0.0,0.0,0.0,0.0,2018-09-12
209,122335.0,muebles,mesitas de noche,100.0,0.25,518.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,2018-09-13
186,122335.0,muebles,mesitas de noche,100.0,0.19,430.0,3.0,0.57,0.0,0.0,0.0,0.0,0.0,2018-09-14
191,122335.0,muebles,mesitas de noche,100.0,0.19,571.0,4.0,0.76,0.0,0.0,0.0,0.0,0.0,2018-09-15
188,122335.0,muebles,mesitas de noche,100.0,0.18,592.0,2.0,0.35,0.0,0.0,0.0,0.0,0.0,2018-09-16
189,122335.0,muebles,mesitas de noche,100.0,0.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-17
212,122335.0,muebles,mesitas de noche,100.0,0.28,799.0,3.0,0.85,0.0,0.0,0.0,0.0,0.0,2018-09-18
195,122335.0,muebles,mesitas de noche,100.0,0.31,670.0,3.0,0.93,0.0,0.0,0.0,0.0,0.0,2018-09-19
204,122335.0,muebles,mesitas de noche,100.0,0.16,803.0,3.0,0.47,0.0,0.0,0.0,0.0,0.0,2018-09-20
197,122335.0,muebles,mesitas de noche,100.0,0.19,666.0,8.0,1.54,0.0,0.0,0.0,0.0,0.0,2018-09-21
202,122335.0,muebles,mesitas de noche,100.0,0.16,712.0,2.0,0.31,0.0,0.0,0.0,0.0,0.0,2018-09-22
208,122335.0,muebles,mesitas de noche,100.0,0.18,670.0,3.0,0.53,0.0,0.0,0.0,0.0,0.0,2018-09-23
187,122335.0,muebles,mesitas de noche,100.0,0.25,741.0,3.0,0.75,0.0,0.0,0.0,0.0,0.0,2018-09-24
206,122335.0,muebles,mesitas de noche,100.0,0.22,940.0,1.0,0.22,0.0,0.0,0.0,0.0,0.0,2018-09-25
192,122335.0,muebles,mesitas de noche,100.0,0.0,846.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-26
194,122335.0,muebles,mesitas de noche,100.0,0.16,914.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,2018-09-27
205,122335.0,muebles,mesitas de noche,100.0,0.15,651.0,3.0,0.46,0.0,0.0,0.0,0.0,0.0,2018-09-28
203,122335.0,muebles,mesitas de noche,100.0,0.39,913.0,5.0,1.93,0.0,0.0,0.0,0.0,0.0,2018-09-29
200,122335.0,muebles,mesitas de noche,100.0,0.17,1108.0,7.0,1.16,0.0,0.0,0.0,0.0,0.0,2018-09-30
93,122335.0,muebles,mesitas de noche,100.0,0.29,1312.0,6.0,1.74,0.0,1.0,0.0,0.0,0.0,2018-10-01
104,122335.0,muebles,mesitas de noche,100.0,0.15,1055.0,1.0,0.15,0.0,0.0,0.0,0.0,0.0,2018-10-02
92,122335.0,muebles,mesitas de noche,100.0,0.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-03
132,122335.0,muebles,mesitas de noche,100.0,0.37,1048.0,1.0,0.37,0.0,0.0,0.0,0.0,0.0,2018-10-04
14,122335.0,muebles,mesitas de noche,100.0,0.15,835.0,3.0,0.44,1.0,3.0,156.42,156.42,355.5,2018-10-05
56,122335.0,muebles,mesitas de noche,100.0,0.26,825.0,5.0,1.29,0.0,1.0,0.0,0.0,0.0,2018-10-06
127,122335.0,muebles,mesitas de noche,100.0,0.19,1117.0,5.0,0.97,0.0,0.0,0.0,0.0,0.0,2018-10-07
159,122335.0,muebles,mesitas de noche,100.0,0.18,780.0,3.0,0.53,0.0,0.0,0.0,0.0,0.0,2018-10-08
185,122335.0,muebles,mesitas de noche,100.0,0.17,600.0,3.0,0.51,0.0,0.0,0.0,0.0,0.0,2018-10-09
172,122335.0,muebles,mesitas de noche,100.0,0.2,458.0,3.0,0.6,0.0,0.0,0.0,0.0,0.0,2018-10-10
133,122335.0,muebles,mesitas de noche,100.0,0.25,499.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,2018-10-11
35,122335.0,muebles,mesitas de noche,100.0,0.2,486.0,3.0,0.61,0.0,0.0,0.0,0.0,0.0,2018-10-12
183,122335.0,muebles,mesitas de noche,100.0,0.18,574.0,4.0,0.7,0.0,0.0,0.0,0.0,0.0,2018-10-13
87,122335.0,muebles,mesitas de noche,100.0,0.15,542.0,1.0,0.15,0.0,0.0,0.0,0.0,0.0,2018-10-14
39,122335.0,muebles,mesitas de noche,100.0,0.12,522.0,2.0,0.23,0.0,0.0,0.0,0.0,0.0,2018-10-15
25,122335.0,muebles,mesitas de noche,100.0,0.25,388.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,2018-10-16
57,122335.0,muebles,mesitas de noche,100.0,0.19,211.0,2.0,0.38,0.0,0.0,0.0,0.0,0.0,2018-10-17
28,122335.0,muebles,mesitas de noche,100.0,0.21,174.0,3.0,0.63,0.0,0.0,0.0,0.0,0.0,2018-10-18
109,122335.0,muebles,mesitas de noche,100.0,0.2,229.0,2.0,0.41,0.0,0.0,0.0,0.0,0.0,2018-10-19
44,122335.0,muebles,mesitas de noche,100.0,0.22,213.0,3.0,0.65,0.0,0.0,0.0,0.0,0.0,2018-10-20
23,122335.0,muebles,mesitas de noche,100.0,0.22,202.0,3.0,0.66,0.0,0.0,0.0,0.0,0.0,2018-10-21
32,122335.0,muebles,mesitas de noche,100.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-22
97,122335.0,muebles,mesitas de noche,100.0,0.13,261.0,1.0,0.13,0.0,0.0,0.0,0.0,0.0,2018-10-23
41,122335.0,muebles,mesitas de noche,100.0,0.63,196.0,1.0,0.63,0.0,0.0,0.0,0.0,0.0,2018-10-24
17,122335.0,muebles,mesitas de noche,100.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-25
71,122335.0,muebles,mesitas de noche,100.0,0.14,92.0,2.0,0.28,0.0,0.0,0.0,0.0,0.0,2018-10-26
8,122335.0,muebles,mesitas de noche,100.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-27
77,122335.0,muebles,mesitas de noche,100.0,0.2,308.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,2018-10-28
50,122335.0,muebles,mesitas de noche,100.0,0.64,245.0,1.0,0.64,0.0,0.0,0.0,0.0,0.0,2018-10-29
180,122335.0,muebles,mesitas de noche,100.0,0.75,105.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,2018-10-30
137,122335.0,muebles,mesitas de noche,100.0,0.19,182.0,3.0,0.56,0.0,0.0,0.0,0.0,0.0,2018-10-31
49,122335.0,muebles,mesitas de noche,100.0,0.2,291.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,2018-11-01
98,122335.0,muebles,mesitas de noche,100.0,0.22,385.0,4.0,0.86,0.0,0.0,0.0,0.0,0.0,2018-11-02
