,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
75,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.26,2110.0,24.0,6.34,0.0,0.0,0.0,0.0,0.0,2018-09-03
67,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.32,2713.0,21.0,6.82,0.0,0.0,0.0,0.0,0.0,2018-09-04
68,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.26,2292.0,15.0,3.88,0.0,0.0,0.0,0.0,0.0,2018-09-05
72,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.26,2175.0,15.0,3.84,0.0,0.0,0.0,0.0,0.0,2018-09-06
58,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.24,1718.0,17.0,4.06,0.0,0.0,0.0,0.0,0.0,2018-09-07
77,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.24,2223.0,23.0,5.58,0.0,0.0,0.0,0.0,0.0,2018-09-08
59,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.25,3026.0,28.0,6.88,0.0,0.0,0.0,0.0,0.0,2018-09-09
70,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.25,2128.0,21.0,5.15,0.0,0.0,0.0,0.0,0.0,2018-09-10
74,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.26,2373.0,21.0,5.47,0.5,0.5,109.8,109.8,20.07,2018-09-11
57,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.24,1918.0,9.0,2.12,0.0,0.0,0.0,0.0,0.0,2018-09-12
78,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.29,1692.0,12.0,3.53,0.0,0.0,0.0,0.0,0.0,2018-09-13
56,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.24,1664.0,20.0,4.85,0.0,0.0,0.0,0.0,0.0,2018-09-14
73,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.27,2340.0,8.0,2.17,0.0,0.0,0.0,0.0,0.0,2018-09-15
69,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.29,2268.0,14.0,4.06,0.5,0.5,109.8,109.8,27.04,2018-09-16
83,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.27,1857.0,16.0,4.27,0.0,0.0,0.0,0.0,0.0,2018-09-17
82,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.33,1554.0,11.0,3.63,0.0,0.0,0.0,0.0,0.0,2018-09-18
81,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.27,1387.0,13.0,3.52,0.0,0.0,0.0,0.0,0.0,2018-09-19
80,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.27,1419.0,13.0,3.54,0.0,0.0,0.0,0.0,0.0,2018-09-20
63,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.31,1376.0,13.0,3.97,0.0,0.0,0.0,0.0,0.0,2018-09-21
66,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.28,1861.0,15.0,4.21,0.0,0.0,0.0,0.0,0.0,2018-09-22
61,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.27,2316.0,23.0,6.3,0.0,0.0,0.0,0.0,0.0,2018-09-23
76,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.27,2263.0,19.0,5.12,0.0,0.0,0.0,0.0,0.0,2018-09-24
65,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.38,1830.0,12.0,4.59,0.0,0.0,0.0,0.0,0.0,2018-09-25
71,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.29,1564.0,10.0,2.92,0.0,0.0,0.0,0.0,0.0,2018-09-26
62,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.31,1435.0,11.0,3.36,0.0,0.0,0.0,0.0,0.0,2018-09-27
64,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.26,1220.0,15.0,3.95,0.0,0.0,0.0,0.0,0.0,2018-09-28
79,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.29,1586.0,10.0,2.92,0.0,1.0,0.0,0.0,0.0,2018-09-29
60,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.29,2013.0,14.0,4.04,0.0,0.0,0.0,0.0,0.0,2018-09-30
19,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.31,1681.0,7.0,2.14,0.0,0.0,0.0,0.0,0.0,2018-10-01
47,82462.0,jardín y terraza,sillas y sillones de jardín y terraza,60.0,0.35,1385.0,11.0,3.83,0.0,0.0,0.0,0.0,0.0,2018-10-02
