,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
184,51140.0,muebles,mesitas de noche,150.0,0.23,1744.0,11.0,2.49,0.0,0.0,0.0,0.0,0.0,2018-09-03
188,51140.0,muebles,mesitas de noche,150.0,0.22,1904.0,6.0,1.31,0.0,1.0,0.0,0.0,0.0,2018-09-04
197,51140.0,muebles,mesitas de noche,150.0,0.22,2096.0,22.0,4.81,0.0,2.0,0.0,0.0,0.0,2018-09-05
190,51140.0,muebles,mesitas de noche,150.0,0.19,2091.0,11.0,2.04,0.0,0.0,0.0,0.0,0.0,2018-09-06
200,51140.0,muebles,mesitas de noche,150.0,0.2,1642.0,16.0,3.14,0.0,0.0,0.0,0.0,0.0,2018-09-07
198,51140.0,muebles,mesitas de noche,150.0,0.2,1816.0,17.0,3.43,0.0,0.0,0.0,0.0,0.0,2018-09-08
189,51140.0,muebles,mesitas de noche,150.0,0.21,2042.0,11.0,2.36,0.0,0.0,0.0,0.0,0.0,2018-09-09
185,51140.0,muebles,mesitas de noche,150.0,0.18,2154.0,17.0,3.03,0.0,0.0,0.0,0.0,0.0,2018-09-10
206,51140.0,muebles,mesitas de noche,150.0,0.23,1755.0,9.0,2.1,0.0,0.0,0.0,0.0,0.0,2018-09-11
202,51140.0,muebles,mesitas de noche,150.0,0.21,1405.0,7.0,1.44,0.0,0.0,0.0,0.0,0.0,2018-09-12
204,51140.0,muebles,mesitas de noche,150.0,0.23,1343.0,16.0,3.63,0.0,2.0,0.0,0.0,0.0,2018-09-13
205,51140.0,muebles,mesitas de noche,150.0,0.23,1333.0,7.0,1.6,0.0,2.0,0.0,0.0,0.0,2018-09-14
207,51140.0,muebles,mesitas de noche,150.0,0.22,1698.0,14.0,3.07,0.0,0.0,0.0,0.0,0.0,2018-09-15
182,51140.0,muebles,mesitas de noche,150.0,0.25,1519.0,16.0,3.94,0.5,0.5,118.73,118.73,30.13,2018-09-16
192,51140.0,muebles,mesitas de noche,150.0,0.21,2251.0,15.0,3.21,0.0,0.0,0.0,0.0,0.0,2018-09-17
201,51140.0,muebles,mesitas de noche,150.0,0.23,2604.0,18.0,4.07,0.09,1.09,4.45,4.45,1.09,2018-09-18
186,51140.0,muebles,mesitas de noche,150.0,0.21,2351.0,21.0,4.33,0.0,0.0,0.0,0.0,0.0,2018-09-19
191,51140.0,muebles,mesitas de noche,150.0,0.18,2944.0,16.0,2.95,0.0,1.0,0.0,0.0,0.0,2018-09-20
196,51140.0,muebles,mesitas de noche,150.0,0.21,2402.0,17.0,3.62,0.0,1.0,0.0,0.0,0.0,2018-09-21
195,51140.0,muebles,mesitas de noche,150.0,0.22,2442.0,17.0,3.82,0.0,0.0,0.0,0.0,0.0,2018-09-22
187,51140.0,muebles,mesitas de noche,150.0,0.22,2506.0,14.0,3.14,0.0,0.0,0.0,0.0,0.0,2018-09-23
203,51140.0,muebles,mesitas de noche,150.0,0.26,2230.0,13.0,3.32,0.0,2.0,0.0,0.0,0.0,2018-09-24
181,51140.0,muebles,mesitas de noche,150.0,0.22,3216.0,23.0,4.98,0.0,0.0,0.0,0.0,0.0,2018-09-25
183,51140.0,muebles,mesitas de noche,150.0,0.19,3341.0,41.0,7.97,0.0,1.0,0.0,0.0,0.0,2018-09-26
193,51140.0,muebles,mesitas de noche,150.0,0.21,3335.0,21.0,4.39,0.0,3.0,0.0,0.0,0.0,2018-09-27
199,51140.0,muebles,mesitas de noche,150.0,0.22,2795.0,34.0,7.37,0.0,1.0,0.0,0.0,0.0,2018-09-28
194,51140.0,muebles,mesitas de noche,150.0,0.23,3645.0,26.0,5.89,0.0,3.0,0.0,0.0,0.0,2018-09-29
208,51140.0,muebles,mesitas de noche,150.0,0.2,4764.0,43.0,8.53,0.0,2.0,0.0,0.0,0.0,2018-09-30
163,51140.0,muebles,mesitas de noche,150.0,0.24,3481.0,30.0,7.08,0.0,1.0,0.0,0.0,0.0,2018-10-01
4,51140.0,muebles,mesitas de noche,150.0,0.24,3820.0,31.0,7.34,0.0,0.0,0.0,0.0,0.0,2018-10-02
95,51140.0,muebles,mesitas de noche,150.0,0.22,3566.0,20.0,4.5,0.0,0.0,0.0,0.0,0.0,2018-10-03
73,51140.0,muebles,mesitas de noche,150.0,0.23,3036.0,25.0,5.69,0.4,1.4,69.52,69.52,12.22,2018-10-04
164,51140.0,muebles,mesitas de noche,150.0,0.23,2562.0,16.0,3.67,0.0,0.0,0.0,0.0,0.0,2018-10-05
90,51140.0,muebles,mesitas de noche,150.0,0.22,3149.0,15.0,3.24,0.0,0.0,0.0,0.0,0.0,2018-10-06
22,51140.0,muebles,mesitas de noche,150.0,0.23,3894.0,40.0,9.12,0.0,1.0,0.0,0.0,0.0,2018-10-07
64,51140.0,muebles,mesitas de noche,150.0,0.24,3070.0,22.0,5.27,0.0,0.0,0.0,0.0,0.0,2018-10-08
160,51140.0,muebles,mesitas de noche,150.0,0.26,4476.0,30.0,7.9,0.0,3.0,0.0,0.0,0.0,2018-10-09
6,51140.0,muebles,mesitas de noche,150.0,0.26,3455.0,24.0,6.3,0.0,1.0,0.0,0.0,0.0,2018-10-10
176,51140.0,muebles,mesitas de noche,150.0,0.21,2507.0,11.0,2.29,0.0,1.0,0.0,0.0,0.0,2018-10-11
124,51140.0,muebles,mesitas de noche,150.0,0.19,2912.0,17.0,3.3,0.0,2.0,0.0,0.0,0.0,2018-10-12
139,51140.0,muebles,mesitas de noche,150.0,0.22,2958.0,31.0,6.94,0.0,2.0,0.0,0.0,0.0,2018-10-13
103,51140.0,muebles,mesitas de noche,150.0,0.22,3265.0,23.0,5.1,0.0,2.0,0.0,0.0,0.0,2018-10-14
112,51140.0,muebles,mesitas de noche,150.0,0.22,3256.0,20.0,4.35,0.0,0.0,0.0,0.0,0.0,2018-10-15
16,51140.0,muebles,mesitas de noche,150.0,0.25,2724.0,20.0,5.08,0.0,0.0,0.0,0.0,0.0,2018-10-16
86,51140.0,muebles,mesitas de noche,150.0,0.22,1577.0,6.0,1.3,0.0,0.0,0.0,0.0,0.0,2018-10-17
34,51140.0,muebles,mesitas de noche,150.0,0.26,1089.0,9.0,2.38,0.53,2.53,104.74,104.74,44.01,2018-10-18
171,51140.0,muebles,mesitas de noche,150.0,0.23,1172.0,8.0,1.84,0.0,0.0,0.0,0.0,0.0,2018-10-19
74,51140.0,muebles,mesitas de noche,150.0,0.19,1027.0,9.0,1.69,0.0,0.0,0.0,0.0,0.0,2018-10-20
148,51140.0,muebles,mesitas de noche,150.0,0.24,673.0,8.0,1.91,0.0,1.0,0.0,0.0,0.0,2018-10-21
102,51140.0,muebles,mesitas de noche,150.0,0.18,678.0,2.0,0.35,0.0,0.0,0.0,0.0,0.0,2018-10-22
50,51140.0,muebles,mesitas de noche,150.0,0.25,635.0,7.0,1.76,0.0,0.0,0.0,0.0,0.0,2018-10-23
67,51140.0,muebles,mesitas de noche,150.0,0.14,459.0,3.0,0.42,0.0,0.0,0.0,0.0,0.0,2018-10-24
89,51140.0,muebles,mesitas de noche,150.0,0.33,488.0,1.0,0.33,0.0,0.0,0.0,0.0,0.0,2018-10-25
21,51140.0,muebles,mesitas de noche,150.0,0.26,528.0,3.0,0.77,0.0,0.0,0.0,0.0,0.0,2018-10-26
96,51140.0,muebles,mesitas de noche,150.0,0.22,522.0,4.0,0.88,0.0,0.0,0.0,0.0,0.0,2018-10-27
161,51140.0,muebles,mesitas de noche,150.0,0.16,630.0,6.0,0.94,0.0,0.0,0.0,0.0,0.0,2018-10-28
127,51140.0,muebles,mesitas de noche,150.0,0.26,512.0,4.0,1.03,0.0,1.0,0.0,0.0,0.0,2018-10-29
2,51140.0,muebles,mesitas de noche,150.0,0.44,318.0,2.0,0.88,0.0,0.0,0.0,0.0,0.0,2018-10-30
138,51140.0,muebles,mesitas de noche,150.0,0.18,343.0,3.0,0.55,0.0,0.4,0.0,93.67,0.0,2018-10-31
87,51140.0,muebles,mesitas de noche,150.0,0.2,512.0,7.0,1.37,0.0,0.0,0.0,0.0,0.0,2018-11-01
28,51140.0,muebles,mesitas de noche,150.0,0.2,486.0,4.0,0.79,0.0,1.0,0.0,0.0,0.0,2018-11-02
147,51140.0,muebles,mesitas de noche,150.0,0.16,967.0,13.0,2.14,0.0,0.0,0.0,0.0,0.0,2018-11-03
170,51140.0,muebles,mesitas de noche,150.0,0.22,1006.0,4.0,0.88,0.0,1.0,0.0,0.0,0.0,2018-11-04
37,51140.0,muebles,mesitas de noche,150.0,0.22,1214.0,4.0,0.86,0.0,2.0,0.0,0.0,0.0,2018-11-05
137,51140.0,muebles,mesitas de noche,150.0,0.18,1284.0,10.0,1.76,0.0,0.0,0.0,0.0,0.0,2018-11-06
130,51140.0,muebles,mesitas de noche,150.0,0.2,2244.0,19.0,3.89,0.0,1.0,0.0,0.0,0.0,2018-11-07
99,51140.0,muebles,mesitas de noche,150.0,0.19,2369.0,17.0,3.3,0.0,2.0,0.0,0.0,0.0,2018-11-08
48,51140.0,muebles,mesitas de noche,150.0,0.22,1864.0,14.0,3.08,0.0,1.0,0.0,0.0,0.0,2018-11-09
65,51140.0,muebles,mesitas de noche,150.0,0.18,2261.0,21.0,3.82,0.0,0.0,0.0,0.0,0.0,2018-11-10
94,51140.0,muebles,mesitas de noche,150.0,0.19,1710.0,20.0,3.76,0.0,0.0,0.0,0.0,0.0,2018-11-11
168,51140.0,muebles,mesitas de noche,150.0,0.2,1823.0,14.0,2.81,0.0,0.0,0.0,0.0,0.0,2018-11-12
30,51140.0,muebles,mesitas de noche,150.0,0.22,1979.0,14.0,3.01,0.0,0.0,0.0,0.0,0.0,2018-11-13
121,51140.0,muebles,mesitas de noche,150.0,0.18,1719.0,13.0,2.36,0.0,0.0,0.0,0.0,0.0,2018-11-14
1,51140.0,muebles,mesitas de noche,150.0,0.21,1742.0,17.0,3.57,0.0,0.02,0.0,4.68,0.0,2018-11-15
40,51140.0,muebles,mesitas de noche,150.0,0.2,1586.0,12.0,2.44,0.0,0.52,0.0,122.58,0.0,2018-11-16
157,51140.0,muebles,mesitas de noche,150.0,0.21,2000.0,16.0,3.39,0.0,0.02,0.0,4.68,0.0,2018-11-17
145,51140.0,muebles,mesitas de noche,150.0,0.2,2490.0,22.0,4.38,0.0,0.0,0.0,0.0,0.0,2018-11-18
173,51140.0,muebles,mesitas de noche,150.0,0.21,2477.0,22.0,4.66,0.01,0.43,2.34,100.15,0.5,2018-11-19
29,51140.0,muebles,mesitas de noche,150.0,0.18,1798.0,13.0,2.37,1.0,2.0,129.68,259.36,54.72,2018-11-20
77,51140.0,muebles,mesitas de noche,150.0,0.22,1669.0,15.0,3.33,0.0,0.0,0.0,0.0,0.0,2018-11-21
177,51140.0,muebles,mesitas de noche,150.0,0.22,1463.0,10.0,2.23,0.0,0.0,0.0,0.0,0.0,2018-11-22
