,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
187,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-03
188,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-04
189,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-05
190,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-06
191,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-07
192,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-08
193,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-09
194,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-10
195,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-11
196,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-12
197,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-13
198,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-14
199,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-15
200,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-16
201,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-17
202,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-18
203,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-19
204,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-20
205,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-21
206,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-22
207,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-23
208,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-24
209,123760.0,muebles,estanterías y librerías,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-25
183,123760.0,muebles,estanterías y librerías,150.0,0.27,77.0,2.0,0.54,0.0,0.0,0.0,0.0,0.0,2018-09-26
186,123760.0,muebles,estanterías y librerías,150.0,0.24,287.0,6.0,1.47,0.0,0.0,0.0,0.0,0.0,2018-09-27
184,123760.0,muebles,estanterías y librerías,150.0,0.2,352.0,7.0,1.39,0.0,0.0,0.0,0.0,0.0,2018-09-28
185,123760.0,muebles,estanterías y librerías,150.0,0.18,600.0,11.0,1.95,0.0,1.0,0.0,0.0,0.0,2018-09-29
182,123760.0,muebles,estanterías y librerías,150.0,0.25,1796.0,21.0,5.21,0.0,1.0,0.0,0.0,0.0,2018-09-30
142,123760.0,muebles,estanterías y librerías,150.0,0.23,1021.0,12.0,2.78,0.0,1.0,0.0,0.0,0.0,2018-10-01
