,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
133,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.19,1258.0,3.0,0.57,0.0,0.0,0.0,0.0,0.0,2018-09-03
140,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.43,1299.0,7.0,3.01,0.0,0.0,0.0,0.0,0.0,2018-09-04
132,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.23,1016.0,7.0,1.58,0.0,0.0,0.0,0.0,0.0,2018-09-05
137,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.22,1195.0,17.0,3.77,0.0,0.0,0.0,0.0,0.0,2018-09-06
150,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.27,1178.0,6.0,1.62,0.0,0.0,0.0,0.0,0.0,2018-09-07
153,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.23,1277.0,7.0,1.63,0.0,0.0,0.0,0.0,0.0,2018-09-08
138,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.18,1469.0,16.0,2.87,0.0,0.0,0.0,0.0,0.0,2018-09-09
151,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.17,1082.0,7.0,1.2,0.0,0.0,0.0,0.0,0.0,2018-09-10
144,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.2,1129.0,8.0,1.57,0.0,0.0,0.0,0.0,0.0,2018-09-11
142,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.17,1016.0,12.0,2.05,0.0,0.0,0.0,0.0,0.0,2018-09-12
152,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.27,954.0,6.0,1.63,0.0,0.0,0.0,0.0,0.0,2018-09-13
141,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.2,917.0,9.0,1.81,0.0,0.0,0.0,0.0,0.0,2018-09-14
145,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.17,1177.0,9.0,1.56,0.0,0.0,0.0,0.0,0.0,2018-09-15
126,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.23,1442.0,9.0,2.1,0.0,0.0,0.0,0.0,0.0,2018-09-16
129,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.2,1000.0,3.0,0.61,0.0,0.0,0.0,0.0,0.0,2018-09-17
131,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.2,1058.0,4.0,0.79,0.0,0.0,0.0,0.0,0.0,2018-09-18
135,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.22,781.0,11.0,2.39,0.0,0.0,0.0,0.0,0.0,2018-09-19
136,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.22,790.0,3.0,0.67,0.0,0.0,0.0,0.0,0.0,2018-09-20
154,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.2,985.0,5.0,1.01,0.0,0.0,0.0,0.0,0.0,2018-09-21
139,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.22,1206.0,8.0,1.78,0.0,0.0,0.0,0.0,0.0,2018-09-22
149,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.2,1662.0,9.0,1.81,0.0,1.0,0.0,0.0,0.0,2018-09-23
143,82466.0,jardín y terraza,sillas y sillones de jardín y terraza,80.0,0.18,1358.0,12.0,2.2,0.0,0.0,0.0,0.0,0.0,2018-09-24
