,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
182,122432.0,decoración para tu casa,espejos de pared,20.0,0.14,829.0,8.0,1.1,0.0,0.0,0.0,0.0,0.0,2018-09-03
186,122432.0,decoración para tu casa,espejos de pared,20.0,0.11,771.0,9.0,1.03,0.0,0.0,0.0,0.0,0.0,2018-09-04
181,122432.0,decoración para tu casa,espejos de pared,20.0,0.15,480.0,3.0,0.46,1.0,1.0,21.9,21.9,47.61,2018-09-05
195,122432.0,decoración para tu casa,espejos de pared,20.0,0.11,338.0,4.0,0.43,0.0,0.0,0.0,0.0,0.0,2018-09-06
194,122432.0,decoración para tu casa,espejos de pared,20.0,0.11,325.0,9.0,1.03,0.0,1.0,0.0,0.0,0.0,2018-09-07
175,122432.0,decoración para tu casa,espejos de pared,20.0,0.15,477.0,6.0,0.89,0.0,0.0,0.0,0.0,0.0,2018-09-08
184,122432.0,decoración para tu casa,espejos de pared,20.0,0.1,475.0,5.0,0.49,0.0,0.0,0.0,0.0,0.0,2018-09-09
174,122432.0,decoración para tu casa,espejos de pared,20.0,0.12,359.0,6.0,0.71,0.0,0.0,0.0,0.0,0.0,2018-09-10
170,122432.0,decoración para tu casa,espejos de pared,20.0,0.11,342.0,4.0,0.45,0.0,0.0,0.0,0.0,0.0,2018-09-11
177,122432.0,decoración para tu casa,espejos de pared,20.0,0.13,593.0,5.0,0.64,0.0,0.0,0.0,0.0,0.0,2018-09-12
176,122432.0,decoración para tu casa,espejos de pared,20.0,0.14,389.0,4.0,0.58,0.0,0.0,0.0,0.0,0.0,2018-09-13
167,122432.0,decoración para tu casa,espejos de pared,20.0,0.13,374.0,6.0,0.78,0.0,0.0,0.0,0.0,0.0,2018-09-14
179,122432.0,decoración para tu casa,espejos de pared,20.0,0.12,585.0,11.0,1.34,0.0,0.0,0.0,0.0,0.0,2018-09-15
188,122432.0,decoración para tu casa,espejos de pared,20.0,0.12,1046.0,7.0,0.81,0.0,0.0,0.0,0.0,0.0,2018-09-16
193,122432.0,decoración para tu casa,espejos de pared,20.0,0.12,620.0,3.0,0.36,0.0,0.0,0.0,0.0,0.0,2018-09-17
183,122432.0,decoración para tu casa,espejos de pared,20.0,0.15,473.0,11.0,1.67,1.0,1.0,19.9,19.9,11.92,2018-09-18
169,122432.0,decoración para tu casa,espejos de pared,20.0,0.13,659.0,22.0,2.78,0.5,1.5,13.95,13.95,5.02,2018-09-19
173,122432.0,decoración para tu casa,espejos de pared,20.0,0.12,1376.0,19.0,2.28,0.0,0.0,0.0,0.0,0.0,2018-09-20
180,122432.0,decoración para tu casa,espejos de pared,20.0,0.13,1118.0,12.0,1.61,0.0,0.0,0.0,0.0,0.0,2018-09-21
187,122432.0,decoración para tu casa,espejos de pared,20.0,0.12,738.0,6.0,0.75,0.0,0.0,0.0,0.0,0.0,2018-09-22
172,122432.0,decoración para tu casa,espejos de pared,20.0,0.13,664.0,8.0,1.04,0.0,0.0,0.0,0.0,0.0,2018-09-23
192,122432.0,decoración para tu casa,espejos de pared,20.0,0.14,503.0,14.0,1.94,0.33,0.33,9.21,9.21,4.75,2018-09-24
168,122432.0,decoración para tu casa,espejos de pared,20.0,0.17,909.0,17.0,2.81,0.0,1.0,0.0,0.0,0.0,2018-09-25
190,122432.0,decoración para tu casa,espejos de pared,20.0,0.17,57.0,1.0,0.17,0.0,1.0,0.0,0.0,0.0,2018-09-26
191,122432.0,decoración para tu casa,espejos de pared,20.0,0.12,1027.0,11.0,1.32,0.0,1.0,0.0,0.0,0.0,
189,122432.0,decoración para tu casa,espejos de pared,20.0,0.12,851.0,17.0,2.11,1.67,4.67,55.07,55.07,26.1,2018-09-27
178,122432.0,decoración para tu casa,espejos de pared,20.0,0.11,925.0,17.0,1.94,0.0,0.0,0.0,0.0,0.0,2018-09-28
171,122432.0,decoración para tu casa,espejos de pared,20.0,0.12,993.0,12.0,1.4,0.0,1.0,0.0,0.0,0.0,2018-09-29
185,122432.0,decoración para tu casa,espejos de pared,20.0,0.11,790.0,13.0,1.45,0.0,0.0,0.0,0.0,0.0,2018-09-30
42,122432.0,decoración para tu casa,espejos de pared,20.0,0.14,903.0,13.0,1.77,0.5,1.5,9.95,9.95,5.62,2018-10-01
113,122432.0,decoración para tu casa,espejos de pared,20.0,0.15,898.0,24.0,3.67,2.0,3.0,48.8,48.8,13.3,2018-10-02
144,122432.0,decoración para tu casa,espejos de pared,20.0,0.17,1132.0,16.0,2.67,0.0,0.0,0.0,0.0,0.0,2018-10-03
80,122432.0,decoración para tu casa,espejos de pared,20.0,0.15,657.0,7.0,1.03,0.0,0.0,0.0,0.0,0.0,2018-10-04
126,122432.0,decoración para tu casa,espejos de pared,20.0,0.14,766.0,12.0,1.68,0.0,0.0,0.0,0.0,0.0,2018-10-05
27,122432.0,decoración para tu casa,espejos de pared,20.0,0.13,1655.0,12.0,1.55,0.0,1.0,0.0,0.0,0.0,2018-10-06
153,122432.0,decoración para tu casa,espejos de pared,20.0,0.14,2335.0,21.0,2.98,0.0,1.0,0.0,0.0,0.0,2018-10-07
109,122432.0,decoración para tu casa,espejos de pared,20.0,0.15,2241.0,18.0,2.77,0.0,2.0,0.0,0.0,0.0,2018-10-08
44,122432.0,decoración para tu casa,espejos de pared,20.0,0.15,2065.0,26.0,3.95,1.0,1.0,29.9,29.9,7.57,2018-10-09
104,122432.0,decoración para tu casa,espejos de pared,20.0,0.13,1975.0,14.0,1.77,0.0,0.0,0.0,0.0,0.0,2018-10-10
55,122432.0,decoración para tu casa,espejos de pared,20.0,0.12,1563.0,14.0,1.68,0.0,0.0,0.0,0.0,0.0,2018-10-11
31,122432.0,decoración para tu casa,espejos de pared,20.0,0.14,1427.0,15.0,2.05,0.0,0.0,0.0,0.0,0.0,2018-10-12
135,122432.0,decoración para tu casa,espejos de pared,20.0,0.13,1949.0,19.0,2.48,0.0,1.0,0.0,0.0,0.0,2018-10-13
120,122432.0,decoración para tu casa,espejos de pared,20.0,0.13,2766.0,32.0,4.2,1.0,4.0,27.9,27.9,6.64,2018-10-14
166,122432.0,decoración para tu casa,espejos de pared,20.0,0.14,2258.0,25.0,3.39,0.61,3.61,28.86,28.86,8.51,2018-10-15
137,122432.0,decoración para tu casa,espejos de pared,20.0,0.13,3064.0,19.0,2.49,0.0,1.0,0.0,0.0,0.0,2018-10-16
43,122432.0,decoración para tu casa,espejos de pared,20.0,0.15,2404.0,22.0,3.33,0.5,1.5,10.95,10.95,3.29,2018-10-17
132,122432.0,decoración para tu casa,espejos de pared,20.0,0.15,1970.0,19.0,2.8,0.25,0.25,4.98,4.98,1.78,2018-10-18
49,122432.0,decoración para tu casa,espejos de pared,20.0,0.11,1821.0,20.0,2.15,1.0,3.0,19.9,19.9,9.26,2018-10-19
105,122432.0,decoración para tu casa,espejos de pared,20.0,0.13,2418.0,34.0,4.44,0.0,0.0,0.0,0.0,0.0,2018-10-20
4,122432.0,decoración para tu casa,espejos de pared,20.0,0.13,3823.0,48.0,6.08,0.0,5.0,0.0,0.0,0.0,2018-10-21
22,122432.0,decoración para tu casa,espejos de pared,20.0,0.13,3098.0,35.0,4.69,0.25,2.25,6.98,6.98,1.49,2018-10-22
82,122432.0,decoración para tu casa,espejos de pared,20.0,0.11,3283.0,30.0,3.43,0.0,0.0,0.0,0.0,0.0,2018-10-23
115,122432.0,decoración para tu casa,espejos de pared,20.0,0.11,2863.0,34.0,3.75,0.0,0.0,0.0,0.0,0.0,2018-10-24
45,122432.0,decoración para tu casa,espejos de pared,20.0,0.1,2674.0,32.0,3.3,0.0,1.0,0.0,0.0,0.0,2018-10-25
47,122432.0,decoración para tu casa,espejos de pared,20.0,0.11,2228.0,25.0,2.84,0.0,1.0,0.0,0.0,0.0,2018-10-26
21,122432.0,decoración para tu casa,espejos de pared,20.0,0.12,2557.0,27.0,3.17,0.0,0.0,0.0,0.0,0.0,2018-10-27
130,122432.0,decoración para tu casa,espejos de pared,20.0,0.12,1843.0,23.0,2.84,0.0,0.0,0.0,0.0,0.0,2018-10-28
10,122432.0,decoración para tu casa,espejos de pared,20.0,0.13,586.0,8.0,1.04,0.0,0.0,0.0,0.0,0.0,2018-10-29
33,122432.0,decoración para tu casa,espejos de pared,20.0,0.12,330.0,4.0,0.47,0.0,1.0,0.0,0.0,0.0,2018-10-30
54,122432.0,decoración para tu casa,espejos de pared,20.0,0.11,415.0,3.0,0.32,0.0,0.0,0.0,0.0,0.0,2018-10-31
