,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
180,123482.0,organización y almacenamiento,percheros,40.0,0.2,878.0,7.0,1.43,0.0,0.0,0.0,0.0,0.0,2018-09-03
195,123482.0,organización y almacenamiento,percheros,40.0,0.22,807.0,9.0,1.99,0.0,0.0,0.0,0.0,0.0,2018-09-04
194,123482.0,organización y almacenamiento,percheros,40.0,0.23,956.0,10.0,2.34,0.0,0.0,0.0,0.0,0.0,2018-09-05
188,123482.0,organización y almacenamiento,percheros,40.0,0.17,702.0,10.0,1.68,0.0,0.0,0.0,0.0,0.0,2018-09-06
190,123482.0,organización y almacenamiento,percheros,40.0,0.2,642.0,8.0,1.64,0.0,1.0,0.0,0.0,0.0,2018-09-07
203,123482.0,organización y almacenamiento,percheros,40.0,0.21,818.0,16.0,3.41,0.0,0.0,0.0,0.0,0.0,2018-09-08
181,123482.0,organización y almacenamiento,percheros,40.0,0.2,1299.0,20.0,3.99,0.0,0.0,0.0,0.0,0.0,2018-09-09
182,123482.0,organización y almacenamiento,percheros,40.0,0.19,1182.0,18.0,3.47,0.0,0.0,0.0,0.0,0.0,2018-09-10
185,123482.0,organización y almacenamiento,percheros,40.0,0.23,956.0,13.0,2.94,0.0,0.0,0.0,0.0,0.0,2018-09-11
193,123482.0,organización y almacenamiento,percheros,40.0,0.17,979.0,7.0,1.18,0.0,0.0,0.0,0.0,0.0,2018-09-12
201,123482.0,organización y almacenamiento,percheros,40.0,0.22,782.0,5.0,1.08,0.0,0.0,0.0,0.0,0.0,2018-09-13
186,123482.0,organización y almacenamiento,percheros,40.0,0.22,763.0,10.0,2.17,0.0,0.0,0.0,0.0,0.0,2018-09-14
206,123482.0,organización y almacenamiento,percheros,40.0,0.2,1077.0,17.0,3.41,0.5,1.5,24.95,24.95,7.32,2018-09-15
202,123482.0,organización y almacenamiento,percheros,40.0,0.21,1609.0,35.0,7.31,0.0,0.0,0.0,0.0,0.0,2018-09-16
207,123482.0,organización y almacenamiento,percheros,40.0,0.23,1335.0,14.0,3.24,0.0,0.0,0.0,0.0,0.0,2018-09-17
204,123482.0,organización y almacenamiento,percheros,40.0,0.19,1259.0,16.0,3.1,0.0,0.0,0.0,0.0,0.0,2018-09-18
184,123482.0,organización y almacenamiento,percheros,40.0,0.23,1068.0,15.0,3.47,0.0,0.0,0.0,0.0,0.0,2018-09-19
208,123482.0,organización y almacenamiento,percheros,40.0,0.22,1111.0,11.0,2.38,0.0,0.0,0.0,0.0,0.0,2018-09-20
183,123482.0,organización y almacenamiento,percheros,40.0,0.26,870.0,13.0,3.34,0.0,0.0,0.0,0.0,0.0,2018-09-21
205,123482.0,organización y almacenamiento,percheros,40.0,0.2,1209.0,16.0,3.14,0.0,0.0,0.0,0.0,0.0,2018-09-22
187,123482.0,organización y almacenamiento,percheros,40.0,0.22,1363.0,19.0,4.22,0.0,0.0,0.0,0.0,0.0,2018-09-23
196,123482.0,organización y almacenamiento,percheros,40.0,0.26,1417.0,27.0,7.08,0.0,0.0,0.0,0.0,0.0,2018-09-24
189,123482.0,organización y almacenamiento,percheros,40.0,0.22,1217.0,22.0,4.88,0.0,1.0,0.0,0.0,0.0,2018-09-25
191,123482.0,organización y almacenamiento,percheros,40.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-26
192,123482.0,organización y almacenamiento,percheros,40.0,0.23,1511.0,19.0,4.41,1.0,2.0,77.8,77.8,17.64,
200,123482.0,organización y almacenamiento,percheros,40.0,0.22,1395.0,18.0,3.92,0.0,0.0,0.0,0.0,0.0,2018-09-27
197,123482.0,organización y almacenamiento,percheros,40.0,0.19,1317.0,18.0,3.5,1.0,1.0,38.9,38.9,11.11,2018-09-28
198,123482.0,organización y almacenamiento,percheros,40.0,0.21,1388.0,23.0,4.88,0.0,0.0,0.0,0.0,0.0,2018-09-29
199,123482.0,organización y almacenamiento,percheros,40.0,0.24,1576.0,16.0,3.82,0.0,1.0,0.0,0.0,0.0,2018-09-30
