,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
195,64534.0,muebles,cómodas,300.0,0.24,5976.0,49.0,11.7,0.0,0.0,0.0,0.0,0.0,2018-09-03
210,64534.0,muebles,cómodas,300.0,0.23,6966.0,49.0,11.41,0.0,0.0,0.0,0.0,0.0,2018-09-04
188,64534.0,muebles,cómodas,300.0,0.23,4930.0,46.0,10.72,0.0,0.0,0.0,0.0,0.0,2018-09-05
196,64534.0,muebles,cómodas,300.0,0.24,5994.0,42.0,10.16,0.0,0.0,0.0,0.0,0.0,2018-09-06
182,64534.0,muebles,cómodas,300.0,0.24,5101.0,52.0,12.26,0.0,2.0,0.0,0.0,0.0,2018-09-07
208,64534.0,muebles,cómodas,300.0,0.23,5813.0,55.0,12.81,0.0,0.0,0.0,0.0,0.0,2018-09-08
209,64534.0,muebles,cómodas,300.0,0.23,5826.0,55.0,12.77,0.0,1.0,0.0,0.0,0.0,2018-09-09
204,64534.0,muebles,cómodas,300.0,0.24,8663.0,64.0,15.65,0.0,1.0,0.0,0.0,0.0,2018-09-10
193,64534.0,muebles,cómodas,300.0,0.24,8010.0,56.0,13.29,0.26,7.26,27.75,27.75,2.09,2018-09-11
207,64534.0,muebles,cómodas,300.0,0.24,6809.0,60.0,14.64,0.0,0.0,0.0,0.0,0.0,2018-09-12
203,64534.0,muebles,cómodas,300.0,0.27,5784.0,49.0,13.14,0.0,1.0,0.0,0.0,0.0,2018-09-13
199,64534.0,muebles,cómodas,300.0,0.24,4987.0,61.0,14.71,0.0,0.0,0.0,0.0,0.0,2018-09-14
198,64534.0,muebles,cómodas,300.0,0.25,5495.0,59.0,14.65,0.0,0.0,0.0,0.0,0.0,2018-09-15
187,64534.0,muebles,cómodas,300.0,0.26,4843.0,58.0,14.86,0.0,1.0,0.0,0.0,0.0,2018-09-16
205,64534.0,muebles,cómodas,300.0,0.24,8426.0,103.0,25.23,0.0,2.0,0.0,0.0,0.0,2018-09-17
183,64534.0,muebles,cómodas,300.0,0.28,10772.0,79.0,21.8,0.0,0.0,0.0,0.0,0.0,2018-09-18
184,64534.0,muebles,cómodas,300.0,0.24,8620.0,84.0,20.25,0.0,1.0,0.0,0.0,0.0,2018-09-19
194,64534.0,muebles,cómodas,300.0,0.23,7909.0,80.0,18.36,0.0,1.0,0.0,0.0,0.0,2018-09-20
197,64534.0,muebles,cómodas,300.0,0.23,10098.0,80.0,18.46,0.0,0.0,0.0,0.0,0.0,2018-09-21
200,64534.0,muebles,cómodas,300.0,0.23,11976.0,95.0,21.87,0.0,1.0,0.0,0.0,0.0,2018-09-22
190,64534.0,muebles,cómodas,300.0,0.24,14029.0,107.0,25.64,0.0,3.0,0.0,0.0,0.0,2018-09-23
189,64534.0,muebles,cómodas,300.0,0.22,9792.0,72.0,16.09,0.0,1.0,0.0,0.0,0.0,2018-09-24
191,64534.0,muebles,cómodas,300.0,0.24,8352.0,65.0,15.51,0.0,1.0,0.0,0.0,0.0,2018-09-25
185,64534.0,muebles,cómodas,300.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-26
186,64534.0,muebles,cómodas,300.0,0.22,7758.0,66.0,14.55,0.0,1.0,0.0,0.0,0.0,
202,64534.0,muebles,cómodas,300.0,0.22,4990.0,34.0,7.47,0.0,0.0,0.0,0.0,0.0,2018-09-27
192,64534.0,muebles,cómodas,300.0,0.2,4380.0,26.0,5.17,0.0,0.0,0.0,0.0,0.0,2018-09-28
206,64534.0,muebles,cómodas,300.0,0.2,4994.0,34.0,6.67,0.0,0.0,0.0,0.0,0.0,2018-09-29
201,64534.0,muebles,cómodas,300.0,0.22,10008.0,67.0,14.73,0.0,3.0,0.0,0.0,0.0,2018-09-30
123,64534.0,muebles,cómodas,300.0,0.22,7196.0,49.0,10.69,0.0,2.0,0.0,0.0,0.0,2018-10-01
121,64534.0,muebles,cómodas,300.0,0.22,5559.0,52.0,11.24,0.0,2.0,0.0,0.0,0.0,2018-10-02
155,64534.0,muebles,cómodas,300.0,0.23,5242.0,48.0,11.01,0.0,3.0,0.0,0.0,0.0,2018-10-03
81,64534.0,muebles,cómodas,300.0,0.24,5723.0,50.0,11.99,0.0,3.0,0.0,0.0,0.0,2018-10-04
28,64534.0,muebles,cómodas,300.0,0.2,5071.0,38.0,7.62,0.0,0.0,0.0,0.0,0.0,2018-10-05
97,64534.0,muebles,cómodas,300.0,0.23,6031.0,48.0,10.86,0.0,0.0,0.0,0.0,0.0,2018-10-06
124,64534.0,muebles,cómodas,300.0,0.22,7866.0,74.0,16.24,0.0,1.0,0.0,0.0,0.0,2018-10-07
24,64534.0,muebles,cómodas,300.0,0.21,5938.0,45.0,9.54,0.0,0.0,0.0,0.0,0.0,2018-10-08
65,64534.0,muebles,cómodas,300.0,0.24,6467.0,57.0,13.86,0.0,3.0,0.0,0.0,0.0,2018-10-09
93,64534.0,muebles,cómodas,300.0,0.24,4438.0,32.0,7.57,0.0,2.0,0.0,0.0,0.0,2018-10-10
25,64534.0,muebles,cómodas,300.0,0.24,3982.0,37.0,8.73,0.0,1.0,0.0,0.0,0.0,2018-10-11
180,64534.0,muebles,cómodas,300.0,0.21,5795.0,42.0,8.76,0.0,0.0,0.0,0.0,0.0,2018-10-12
64,64534.0,muebles,cómodas,300.0,0.2,6407.0,57.0,11.41,0.0,3.0,0.0,0.0,0.0,2018-10-13
82,64534.0,muebles,cómodas,300.0,0.2,11628.0,84.0,16.81,0.0,2.0,0.0,0.0,0.0,2018-10-14
9,64534.0,muebles,cómodas,300.0,0.2,8358.0,58.0,11.87,0.0,0.0,0.0,0.0,0.0,2018-10-15
39,64534.0,muebles,cómodas,300.0,0.21,6949.0,52.0,10.67,0.0,2.0,0.0,0.0,0.0,2018-10-16
0,64534.0,muebles,cómodas,300.0,0.2,7992.0,57.0,11.49,0.0,0.0,0.0,0.0,0.0,2018-10-17
111,64534.0,muebles,cómodas,300.0,0.21,6475.0,46.0,9.59,1.0,4.0,252.0,252.0,26.28,2018-10-18
43,64534.0,muebles,cómodas,300.0,0.18,6378.0,43.0,7.76,0.5,3.0,113.4,226.8,14.61,2018-10-19
115,64534.0,muebles,cómodas,300.0,0.2,8587.0,81.0,16.32,0.0,1.0,0.0,0.0,0.0,2018-10-20
70,64534.0,muebles,cómodas,300.0,0.21,13055.0,98.0,20.18,0.0,3.0,0.0,0.0,0.0,2018-10-21
160,64534.0,muebles,cómodas,300.0,0.21,8604.0,82.0,17.52,0.0,4.0,0.0,0.0,0.0,2018-10-22
3,64534.0,muebles,cómodas,300.0,0.21,7588.0,59.0,12.68,0.0,1.0,0.0,0.0,0.0,2018-10-23
17,64534.0,muebles,cómodas,300.0,0.21,5786.0,33.0,6.9,0.0,2.0,0.0,0.0,0.0,2018-10-24
55,64534.0,muebles,cómodas,300.0,0.21,5602.0,42.0,8.91,0.0,1.0,0.0,0.0,0.0,2018-10-25
101,64534.0,muebles,cómodas,300.0,0.2,5908.0,36.0,7.21,0.0,2.0,0.0,0.0,0.0,2018-10-26
75,64534.0,muebles,cómodas,300.0,0.22,8113.0,72.0,15.75,0.0,2.0,0.0,0.0,0.0,2018-10-27
90,64534.0,muebles,cómodas,300.0,0.23,9543.0,68.0,15.52,0.25,1.65,56.7,147.42,3.65,2018-10-28
13,64534.0,muebles,cómodas,300.0,0.22,5882.0,36.0,7.8,0.0,1.0,0.0,0.0,0.0,2018-10-29
27,64534.0,muebles,cómodas,300.0,0.23,4994.0,29.0,6.55,0.0,1.0,0.0,0.0,0.0,2018-10-30
80,64534.0,muebles,cómodas,300.0,0.2,3301.0,29.0,5.78,0.0,0.0,0.0,0.0,0.0,2018-10-31
152,64534.0,muebles,cómodas,300.0,0.2,6149.0,37.0,7.56,0.0,1.0,0.0,0.0,0.0,2018-11-01
63,64534.0,muebles,cómodas,300.0,0.2,6284.0,60.0,11.83,0.0,2.0,0.0,0.0,0.0,2018-11-02
52,64534.0,muebles,cómodas,300.0,0.2,5416.0,37.0,7.56,0.0,3.0,0.0,0.0,0.0,2018-11-03
173,64534.0,muebles,cómodas,300.0,0.19,6298.0,46.0,8.88,0.0,2.0,0.0,0.0,0.0,2018-11-04
110,64534.0,muebles,cómodas,300.0,0.2,8854.0,54.0,10.95,0.0,4.0,0.0,0.0,0.0,2018-11-05
84,64534.0,muebles,cómodas,300.0,0.2,7859.0,53.0,10.86,1.0,3.0,310.0,310.0,28.55,2018-11-06
78,64534.0,muebles,cómodas,300.0,0.2,7441.0,54.0,10.65,0.0,1.0,0.0,0.0,0.0,2018-11-07
165,64534.0,muebles,cómodas,300.0,0.2,8209.0,68.0,13.54,0.0,3.0,0.0,0.0,0.0,2018-11-08
23,64534.0,muebles,cómodas,300.0,0.19,7948.0,47.0,9.06,1.0,5.0,59.9,59.9,6.61,2018-11-09
34,64534.0,muebles,cómodas,300.0,0.2,9144.0,70.0,13.69,0.0,5.0,0.0,0.0,0.0,2018-11-10
106,64534.0,muebles,cómodas,300.0,0.2,11637.0,84.0,16.89,0.0,0.0,0.0,0.0,0.0,2018-11-11
118,64534.0,muebles,cómodas,300.0,0.2,9251.0,78.0,15.83,0.0,0.0,0.0,0.0,0.0,2018-11-12
19,64534.0,muebles,cómodas,300.0,0.21,8073.0,61.0,12.78,0.0,0.8,0.0,70.44,0.0,2018-11-13
49,64534.0,muebles,cómodas,300.0,0.21,8353.0,50.0,10.5,0.0,0.0,0.0,0.0,0.0,2018-11-14
99,64534.0,muebles,cómodas,300.0,0.21,6455.0,53.0,10.87,0.0,0.0,0.0,0.0,0.0,2018-11-15
137,64534.0,muebles,cómodas,300.0,0.2,7462.0,56.0,11.35,0.2,1.13,45.36,257.04,4.0,2018-11-16
151,64534.0,muebles,cómodas,300.0,0.22,9940.0,60.0,12.96,0.0,0.0,0.0,0.0,0.0,2018-11-17
105,64534.0,muebles,cómodas,300.0,0.21,13805.0,135.0,27.73,1.0,2.0,234.36,468.72,8.45,2018-11-18
86,64534.0,muebles,cómodas,300.0,0.2,11283.0,72.0,14.43,0.0,0.0,0.0,0.0,0.0,2018-11-19
100,64534.0,muebles,cómodas,300.0,0.21,9844.0,78.0,16.65,0.0,0.03,0.0,1.35,0.0,2018-11-20
150,64534.0,muebles,cómodas,300.0,0.2,8358.0,50.0,9.81,0.0,0.0,0.0,0.0,0.0,2018-11-21
87,64534.0,muebles,cómodas,300.0,0.29,10538.0,102.0,29.93,2.0,4.4,192.3,442.92,6.42,2018-11-22
58,64534.0,muebles,cómodas,300.0,0.44,15249.0,149.0,66.29,0.0,0.0,0.0,0.0,0.0,2018-11-23
176,64534.0,muebles,cómodas,300.0,0.49,13746.0,129.0,62.95,0.0,1.0,0.0,133.9,0.0,2018-11-24
164,64534.0,muebles,cómodas,300.0,0.52,20685.0,201.0,103.58,0.0,0.0,0.0,0.0,0.0,2018-11-25
139,64534.0,muebles,cómodas,300.0,0.49,17422.0,141.0,68.83,0.0,0.0,0.0,0.0,0.0,2018-11-26
172,64534.0,muebles,cómodas,300.0,0.51,2551.0,22.0,11.2,0.0,0.0,0.0,0.0,0.0,2018-11-27
15,64534.0,muebles,cómodas,300.0,0.51,1634.0,18.0,9.13,0.0,0.0,0.0,0.0,0.0,2018-11-28
57,64534.0,muebles,cómodas,300.0,0.45,2854.0,23.0,10.31,1.0,3.0,415.0,1028.0,40.25,2018-11-29
94,64534.0,muebles,cómodas,300.0,0.42,3004.0,28.0,11.75,0.0,0.0,0.0,0.0,0.0,2018-11-30
162,64534.0,muebles,cómodas,300.0,0.44,2768.0,23.0,10.11,0.0,0.0,0.0,0.0,0.0,2018-12-01
130,64534.0,muebles,cómodas,300.0,0.52,2324.0,20.0,10.5,0.0,0.0,0.0,0.0,0.0,2018-12-02
