,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
200,122334.0,muebles,mesitas de noche,80.0,0.23,2220.0,8.0,1.85,0.0,0.0,0.0,0.0,0.0,2018-09-03
202,122334.0,muebles,mesitas de noche,80.0,0.25,2346.0,11.0,2.77,0.5,1.5,76.9,76.9,27.76,2018-09-04
211,122334.0,muebles,mesitas de noche,80.0,0.23,2551.0,8.0,1.85,0.0,0.0,0.0,0.0,0.0,2018-09-05
201,122334.0,muebles,mesitas de noche,80.0,0.23,2480.0,13.0,2.96,0.0,0.0,0.0,0.0,0.0,2018-09-06
209,122334.0,muebles,mesitas de noche,80.0,0.23,2265.0,7.0,1.62,0.0,0.0,0.0,0.0,0.0,2018-09-07
207,122334.0,muebles,mesitas de noche,80.0,0.23,2467.0,14.0,3.16,0.0,0.0,0.0,0.0,0.0,2018-09-08
196,122334.0,muebles,mesitas de noche,80.0,0.23,2292.0,20.0,4.59,0.0,2.0,0.0,0.0,0.0,2018-09-09
187,122334.0,muebles,mesitas de noche,80.0,0.2,2939.0,6.0,1.22,0.0,0.0,0.0,0.0,0.0,2018-09-10
203,122334.0,muebles,mesitas de noche,80.0,0.24,2058.0,4.0,0.97,0.0,0.0,0.0,0.0,0.0,2018-09-11
210,122334.0,muebles,mesitas de noche,80.0,0.19,1487.0,7.0,1.36,0.0,0.0,0.0,0.0,0.0,2018-09-12
184,122334.0,muebles,mesitas de noche,80.0,0.24,1567.0,8.0,1.9,0.0,0.0,0.0,0.0,0.0,2018-09-13
186,122334.0,muebles,mesitas de noche,80.0,0.24,1438.0,10.0,2.41,0.0,0.0,0.0,0.0,0.0,2018-09-14
204,122334.0,muebles,mesitas de noche,80.0,0.23,1938.0,9.0,2.03,0.0,0.0,0.0,0.0,0.0,2018-09-15
194,122334.0,muebles,mesitas de noche,80.0,0.24,1649.0,10.0,2.38,0.5,2.5,24.45,24.45,10.27,2018-09-16
188,122334.0,muebles,mesitas de noche,80.0,0.29,2473.0,16.0,4.65,0.0,0.0,0.0,0.0,0.0,2018-09-17
185,122334.0,muebles,mesitas de noche,80.0,0.26,2572.0,7.0,1.79,0.0,0.0,0.0,0.0,0.0,2018-09-18
205,122334.0,muebles,mesitas de noche,80.0,0.32,2493.0,11.0,3.55,0.0,0.0,0.0,0.0,0.0,2018-09-19
195,122334.0,muebles,mesitas de noche,80.0,0.24,3071.0,10.0,2.37,0.0,0.0,0.0,0.0,0.0,2018-09-20
193,122334.0,muebles,mesitas de noche,80.0,0.22,2466.0,16.0,3.51,0.0,0.0,0.0,0.0,0.0,2018-09-21
