,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
157,61118.0,baño,armarios de baño,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-03
158,61118.0,baño,armarios de baño,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-04
159,61118.0,baño,armarios de baño,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-05
160,61118.0,baño,armarios de baño,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-06
161,61118.0,baño,armarios de baño,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-07
162,61118.0,baño,armarios de baño,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-08
163,61118.0,baño,armarios de baño,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-09
164,61118.0,baño,armarios de baño,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-10
165,61118.0,baño,armarios de baño,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-11
166,61118.0,baño,armarios de baño,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-12
167,61118.0,baño,armarios de baño,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-13
143,61118.0,baño,armarios de baño,100.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-14
139,61118.0,baño,armarios de baño,100.0,0.1,654.0,6.0,0.57,0.0,0.0,0.0,0.0,0.0,2018-09-15
150,61118.0,baño,armarios de baño,100.0,0.1,711.0,11.0,1.08,0.0,0.0,0.0,0.0,0.0,2018-09-16
147,61118.0,baño,armarios de baño,100.0,0.15,707.0,9.0,1.39,0.0,0.0,0.0,0.0,0.0,2018-09-17
148,61118.0,baño,armarios de baño,100.0,0.16,1087.0,25.0,4.11,0.0,0.0,0.0,0.0,0.0,2018-09-18
146,61118.0,baño,armarios de baño,100.0,0.16,1280.0,33.0,5.42,0.0,0.0,0.0,0.0,0.0,2018-09-19
151,61118.0,baño,armarios de baño,100.0,0.16,1708.0,40.0,6.59,0.0,0.0,0.0,0.0,0.0,2018-09-20
152,61118.0,baño,armarios de baño,100.0,0.18,2437.0,37.0,6.61,0.0,0.0,0.0,0.0,0.0,2018-09-21
156,61118.0,baño,armarios de baño,100.0,0.2,2492.0,32.0,6.38,0.0,0.0,0.0,0.0,0.0,2018-09-22
