,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
105,89040.0,textil hogar,alfombras de bambú,30.0,0.24,863.0,11.0,2.65,0.0,0.0,0.0,0.0,0.0,2018-09-03
117,89040.0,textil hogar,alfombras de bambú,30.0,0.26,807.0,13.0,3.34,0.0,0.0,0.0,0.0,0.0,2018-09-04
120,89040.0,textil hogar,alfombras de bambú,30.0,0.21,785.0,5.0,1.05,0.0,0.0,0.0,0.0,0.0,2018-09-05
103,89040.0,textil hogar,alfombras de bambú,30.0,0.23,677.0,20.0,4.54,0.0,0.0,0.0,0.0,0.0,2018-09-06
101,89040.0,textil hogar,alfombras de bambú,30.0,0.2,755.0,13.0,2.64,0.0,0.0,0.0,0.0,0.0,2018-09-07
118,89040.0,textil hogar,alfombras de bambú,30.0,0.19,796.0,8.0,1.54,0.0,2.0,0.0,0.0,0.0,2018-09-08
119,89040.0,textil hogar,alfombras de bambú,30.0,0.25,880.0,19.0,4.76,0.0,0.0,0.0,0.0,0.0,2018-09-09
125,89040.0,textil hogar,alfombras de bambú,30.0,0.26,604.0,9.0,2.35,0.0,0.0,0.0,0.0,0.0,2018-09-10
104,89040.0,textil hogar,alfombras de bambú,30.0,0.26,574.0,7.0,1.8,0.0,0.0,0.0,0.0,0.0,2018-09-11
114,89040.0,textil hogar,alfombras de bambú,30.0,0.24,539.0,13.0,3.08,0.0,0.0,0.0,0.0,0.0,2018-09-12
111,89040.0,textil hogar,alfombras de bambú,30.0,0.25,640.0,9.0,2.23,0.0,0.0,0.0,0.0,0.0,2018-09-13
116,89040.0,textil hogar,alfombras de bambú,30.0,0.24,680.0,13.0,3.16,0.0,0.0,0.0,0.0,0.0,2018-09-14
102,89040.0,textil hogar,alfombras de bambú,30.0,0.2,766.0,8.0,1.63,0.0,0.0,0.0,0.0,0.0,2018-09-15
110,89040.0,textil hogar,alfombras de bambú,30.0,0.24,671.0,15.0,3.59,0.0,0.0,0.0,0.0,0.0,2018-09-16
123,89040.0,textil hogar,alfombras de bambú,30.0,0.24,990.0,20.0,4.8,0.0,0.0,0.0,0.0,0.0,2018-09-17
115,89040.0,textil hogar,alfombras de bambú,30.0,0.29,1011.0,16.0,4.57,0.0,1.0,0.0,0.0,0.0,2018-09-18
126,89040.0,textil hogar,alfombras de bambú,30.0,0.24,1171.0,28.0,6.83,0.0,0.0,0.0,0.0,0.0,2018-09-19
109,89040.0,textil hogar,alfombras de bambú,30.0,0.27,1220.0,21.0,5.62,0.0,0.0,0.0,0.0,0.0,2018-09-20
121,89040.0,textil hogar,alfombras de bambú,30.0,0.22,925.0,10.0,2.21,0.0,0.0,0.0,0.0,0.0,2018-09-21
106,89040.0,textil hogar,alfombras de bambú,30.0,0.2,831.0,8.0,1.64,0.0,0.0,0.0,0.0,0.0,2018-09-22
127,89040.0,textil hogar,alfombras de bambú,30.0,0.23,911.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,2018-09-23
112,89040.0,textil hogar,alfombras de bambú,30.0,0.24,1057.0,23.0,5.48,0.0,1.0,0.0,0.0,0.0,2018-09-24
113,89040.0,textil hogar,alfombras de bambú,30.0,0.21,1042.0,19.0,3.97,0.0,0.0,0.0,0.0,0.0,2018-09-25
122,89040.0,textil hogar,alfombras de bambú,30.0,0.23,981.0,6.0,1.39,0.0,1.0,0.0,0.0,0.0,2018-09-26
100,89040.0,textil hogar,alfombras de bambú,30.0,0.28,892.0,11.0,3.03,0.0,0.0,0.0,0.0,0.0,2018-09-27
107,89040.0,textil hogar,alfombras de bambú,30.0,0.23,755.0,12.0,2.74,1.0,2.0,32.22,32.22,11.76,2018-09-28
124,89040.0,textil hogar,alfombras de bambú,30.0,0.2,805.0,18.0,3.67,0.0,1.0,0.0,0.0,0.0,2018-09-29
108,89040.0,textil hogar,alfombras de bambú,30.0,0.23,1097.0,13.0,2.95,0.0,0.0,0.0,0.0,0.0,2018-09-30
60,89040.0,textil hogar,alfombras de bambú,30.0,0.26,954.0,18.0,4.68,0.0,0.0,0.0,0.0,0.0,2018-10-01
30,89040.0,textil hogar,alfombras de bambú,30.0,0.24,1169.0,17.0,4.16,0.0,0.0,0.0,0.0,0.0,2018-10-02
80,89040.0,textil hogar,alfombras de bambú,30.0,0.26,927.0,14.0,3.61,0.0,0.0,0.0,0.0,0.0,2018-10-03
83,89040.0,textil hogar,alfombras de bambú,30.0,0.25,866.0,9.0,2.24,0.0,1.0,0.0,0.0,0.0,2018-10-04
34,89040.0,textil hogar,alfombras de bambú,30.0,0.17,745.0,9.0,1.55,0.0,0.0,0.0,0.0,0.0,2018-10-05
39,89040.0,textil hogar,alfombras de bambú,30.0,0.2,936.0,8.0,1.64,0.0,0.0,0.0,0.0,0.0,2018-10-06
59,89040.0,textil hogar,alfombras de bambú,30.0,0.2,1279.0,22.0,4.37,0.0,0.0,0.0,0.0,0.0,2018-10-07
