,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
81,61731.0,cocina y comedor,carritos verduleros y de cocina,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-03
82,61731.0,cocina y comedor,carritos verduleros y de cocina,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-04
83,61731.0,cocina y comedor,carritos verduleros y de cocina,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-05
84,61731.0,cocina y comedor,carritos verduleros y de cocina,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-06
85,61731.0,cocina y comedor,carritos verduleros y de cocina,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-07
86,61731.0,cocina y comedor,carritos verduleros y de cocina,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-08
87,61731.0,cocina y comedor,carritos verduleros y de cocina,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-09
88,61731.0,cocina y comedor,carritos verduleros y de cocina,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-10
89,61731.0,cocina y comedor,carritos verduleros y de cocina,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-11
90,61731.0,cocina y comedor,carritos verduleros y de cocina,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-12
91,61731.0,cocina y comedor,carritos verduleros y de cocina,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-13
72,61731.0,cocina y comedor,carritos verduleros y de cocina,150.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-14
79,61731.0,cocina y comedor,carritos verduleros y de cocina,150.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-09-15
68,61731.0,cocina y comedor,carritos verduleros y de cocina,150.0,0.16,4526.0,90.0,14.39,0.0,0.0,0.0,0.0,0.0,2018-09-16
69,61731.0,cocina y comedor,carritos verduleros y de cocina,150.0,0.18,8133.0,124.0,22.73,0.0,1.0,0.0,0.0,0.0,2018-09-17
