,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
190,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.22,5959.0,55.0,12.37,0.0,1.0,0.0,0.0,0.0,2018-09-03
191,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.26,5598.0,80.0,20.41,0.0,2.0,0.0,0.0,0.0,2018-09-04
195,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.25,6230.0,55.0,13.5,0.0,0.0,0.0,0.0,0.0,2018-09-05
212,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.23,5947.0,55.0,12.8,0.0,2.0,0.0,0.0,0.0,2018-09-06
186,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.23,5270.0,46.0,10.76,0.0,2.0,0.0,0.0,0.0,2018-09-07
188,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.24,6630.0,61.0,14.61,0.14,0.14,10.99,10.99,0.75,2018-09-08
192,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.26,7973.0,73.0,19.23,0.0,4.0,0.0,0.0,0.0,2018-09-09
200,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.29,5098.0,39.0,11.19,0.0,1.0,0.0,0.0,0.0,2018-09-10
206,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.29,5405.0,43.0,12.68,0.0,0.0,0.0,0.0,0.0,2018-09-11
204,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.28,4755.0,35.0,9.9,0.0,1.0,0.0,0.0,0.0,2018-09-12
205,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.27,4828.0,45.0,12.14,0.0,0.0,0.0,0.0,0.0,2018-09-13
209,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.28,5020.0,32.0,8.8,0.0,1.0,0.0,0.0,0.0,2018-09-14
207,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.27,6035.0,54.0,14.39,0.0,0.0,0.0,0.0,0.0,2018-09-15
196,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.3,8084.0,68.0,20.37,0.0,2.0,0.0,0.0,0.0,2018-09-16
210,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.26,6778.0,51.0,13.37,1.0,1.0,162.0,162.0,12.12,2018-09-17
213,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.26,6790.0,42.0,10.9,0.0,2.0,0.0,0.0,0.0,2018-09-18
197,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.27,6860.0,51.0,13.94,0.0,1.0,0.0,0.0,0.0,2018-09-19
199,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.31,6733.0,53.0,16.22,0.0,0.0,0.0,0.0,0.0,2018-09-20
194,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.27,6095.0,49.0,13.12,0.0,1.0,0.0,0.0,0.0,2018-09-21
211,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.25,7345.0,50.0,12.58,0.0,1.0,0.0,0.0,0.0,2018-09-22
185,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.27,10801.0,89.0,24.3,0.2,7.2,28.58,28.58,1.18,2018-09-23
201,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.3,8851.0,62.0,18.5,0.0,3.0,0.0,0.0,0.0,2018-09-24
193,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.26,7318.0,54.0,14.13,0.0,1.0,0.0,0.0,0.0,2018-09-25
203,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.3,7355.0,42.0,12.43,0.0,3.0,0.0,0.0,0.0,2018-09-26
202,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
198,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.28,4563.0,30.0,8.44,0.0,1.0,0.0,0.0,0.0,2018-09-27
189,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.28,5167.0,22.0,6.09,0.0,0.0,0.0,0.0,0.0,2018-09-28
187,64531.0,muebles,"consolas, recibidores y tocadores",200.0,0.27,5469.0,37.0,10.03,0.0,1.0,0.0,0.0,0.0,2018-09-29
