,Reference,CatN1,CatN2,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads,Dates
192,93308.0,muebles,mesas de centro y auxiliares,80.0,0.22,1506.0,7.0,1.53,0.0,0.0,0.0,0.0,0.0,2018-09-03
186,93308.0,muebles,mesas de centro y auxiliares,80.0,0.24,1412.0,11.0,2.67,0.0,0.0,0.0,0.0,0.0,2018-09-04
206,93308.0,muebles,mesas de centro y auxiliares,80.0,0.23,1414.0,13.0,2.93,0.0,0.0,0.0,0.0,0.0,2018-09-05
196,93308.0,muebles,mesas de centro y auxiliares,80.0,0.28,1467.0,8.0,2.25,0.0,0.0,0.0,0.0,0.0,2018-09-06
195,93308.0,muebles,mesas de centro y auxiliares,80.0,0.26,1259.0,8.0,2.11,0.0,0.0,0.0,0.0,0.0,2018-09-07
202,93308.0,muebles,mesas de centro y auxiliares,80.0,0.22,1585.0,13.0,2.85,0.0,0.0,0.0,0.0,0.0,2018-09-08
187,93308.0,muebles,mesas de centro y auxiliares,80.0,0.23,1866.0,9.0,2.1,0.37,0.37,26.36,26.36,12.55,2018-09-09
190,93308.0,muebles,mesas de centro y auxiliares,80.0,0.27,1431.0,7.0,1.87,0.0,0.0,0.0,0.0,0.0,2018-09-10
194,93308.0,muebles,mesas de centro y auxiliares,80.0,0.28,1414.0,12.0,3.32,0.0,0.0,0.0,0.0,0.0,2018-09-11
188,93308.0,muebles,mesas de centro y auxiliares,80.0,0.21,1366.0,5.0,1.05,0.0,0.0,0.0,0.0,0.0,2018-09-12
207,93308.0,muebles,mesas de centro y auxiliares,80.0,0.25,1348.0,9.0,2.23,0.0,0.0,0.0,0.0,0.0,2018-09-13
201,93308.0,muebles,mesas de centro y auxiliares,80.0,0.22,1311.0,9.0,2.01,0.0,0.0,0.0,0.0,0.0,2018-09-14
200,93308.0,muebles,mesas de centro y auxiliares,80.0,0.35,1638.0,11.0,3.81,0.0,0.0,0.0,0.0,0.0,2018-09-15
209,93308.0,muebles,mesas de centro y auxiliares,80.0,0.26,2195.0,19.0,4.95,0.0,0.0,0.0,0.0,0.0,2018-09-16
