,CatN1,CatN2,Cat_Price,CPC_medio,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w,ROAS_Ads,ROAS
206,decoración para tu casa,espejos de pie y vestidores,50.0,0.24,0.23,0.25,0.24,0.25,2415.0,3209.57,2441.57,1919.95,1701.57,21.0,33.0,25.07,19.48,16.64,0.008695652173913044,0.01,0.01,0.01,0.01,9.0,24.0,21.93,18.57,16.57,5.08,7.64,5.89,4.72,4.18,0.0,0.0,0.02,0.03,0.06,0.0,0.0,0.04,0.04,0.1,0.0,0.0,0.86,2.29,3.47,0.0,0.0,1.73,2.87,5.65,40.41,5.77,2.89,3.85,2.89,1.0,0.14,0.07,0.1,0.07,0.0,7.9547244094488185
44,muebles,mesitas de noche,80.0,0.24,0.23,0.23,0.24,0.23,1762.0,3559.43,3990.93,4037.53,4037.53,8.0,19.57,24.07,24.65,24.65,0.004540295119182747,0.01,0.01,0.01,0.01,37.0,25.14,30.5,31.71,31.71,1.95,4.4,5.68,5.94,5.94,0.0,0.0,0.07,0.06,0.06,0.0,0.43,1.0,0.94,0.94,0.0,0.0,11.17,9.2,9.2,0.0,0.0,11.17,9.2,9.2,110.58,15.8,7.9,6.5,6.5,2.0,0.29,0.14,0.12,0.12,0.0,56.707692307692305
45,muebles,mesitas de noche,80.0,0.22,0.22,0.23,0.24,0.23,1535.0,3324.86,3832.21,3898.5,3898.5,15.0,19.71,23.5,24.11,24.11,0.009771986970684038,0.01,0.01,0.01,0.01,19.0,27.86,29.21,31.0,31.0,3.32,4.39,5.52,5.8,5.8,1.0,0.14,0.14,0.11,0.11,1.0,0.57,1.07,0.94,0.94,66.9,9.56,15.95,12.41,12.41,66.9,9.56,15.95,12.41,12.41,55.29,23.7,11.85,9.22,9.22,1.0,0.43,0.21,0.17,0.17,20.15,16.653614457831324
51,muebles,mesitas de noche,80.0,0.19,0.21,0.22,0.23,0.23,714.0,1178.29,2368.86,3053.38,3203.58,3.0,9.29,14.43,19.14,20.17,0.004201680672268907,0.01,0.01,0.01,0.01,9.0,10.57,17.86,23.86,25.54,0.57,2.02,3.21,4.46,4.8,0.0,0.14,0.07,0.1,0.08,0.0,1.43,0.93,1.14,1.08,0.0,9.56,4.78,10.63,9.3,0.0,9.56,4.78,10.63,9.3,55.29,15.8,15.8,10.53,9.22,1.0,0.29,0.29,0.19,0.17,0.0,97.0
58,muebles,mesitas de noche,80.0,0.24,0.18,0.2,0.21,0.21,515.0,653.57,915.93,1797.1,2453.43,4.0,4.29,6.79,11.05,15.43,0.007766990291262136,0.01,0.01,0.01,0.01,9.0,8.0,9.29,14.57,19.89,0.94,0.91,1.46,2.44,3.57,0.0,0.0,0.07,0.05,0.07,1.0,0.29,0.86,0.71,0.93,0.0,0.0,4.78,3.19,7.98,0.0,0.0,4.78,3.19,7.98,442.31,63.19,39.49,31.59,23.7,8.0,1.14,0.71,0.57,0.43,0.0,470.5425531914894
65,muebles,mesitas de noche,80.0,0.21,0.22,0.2,0.2,0.21,2806.0,1523.57,1088.57,1118.48,1728.71,15.0,8.29,6.29,7.29,10.36,0.005345687811831789,0.01,0.01,0.01,0.01,28.0,22.86,15.43,13.81,16.64,3.19,1.78,1.34,1.57,2.28,0.0,0.0,0.0,0.05,0.04,0.0,0.34,0.31,0.69,0.62,0.0,0.0,0.0,3.19,2.39,0.0,27.43,13.71,12.33,9.25,55.29,7.9,35.54,28.96,25.67,1.0,0.14,0.64,0.52,0.46,0.0,17.33228840125392
70,muebles,mesitas de noche,80.0,0.22,0.21,0.2,0.2,0.21,3336.0,2489.86,1765.36,1426.0,1493.18,16.0,11.86,9.07,7.71,8.75,0.004796163069544364,0.0,0.01,0.01,0.01,19.0,30.86,24.14,19.19,18.04,3.46,2.57,1.98,1.66,1.91,0.0,0.07,0.03,0.02,0.05,0.0,0.5,0.49,0.8,0.64,0.0,18.81,9.4,6.27,7.09,0.0,18.81,23.12,15.41,13.95,99.52,22.12,42.65,31.07,29.22,2.0,0.43,0.79,0.57,0.54,0.0,28.76300578034682
71,muebles,mesitas de noche,80.0,0.2,0.21,0.22,0.2,0.21,3608.0,2773.86,1985.07,1550.71,1495.04,21.0,14.43,10.57,8.43,8.82,0.00582039911308204,0.01,0.01,0.01,0.01,28.0,32.14,26.14,20.1,18.71,4.24,3.1,2.28,1.8,1.91,0.0,0.07,0.03,0.02,0.05,1.0,0.64,0.56,0.42,0.67,0.0,18.81,9.4,6.27,7.09,120.4,36.01,31.72,21.15,18.25,55.29,30.01,46.6,33.7,31.2,1.0,0.57,0.86,0.62,0.57,0.0,13.040094339622641
78,muebles,mesitas de noche,80.0,0.23,0.22,0.22,0.22,0.21,2889.0,3278.14,3026.0,2416.1,1982.57,12.0,17.86,16.14,13.0,10.79,0.004153686396677051,0.01,0.01,0.01,0.01,19.0,21.29,26.71,24.52,20.39,2.72,3.95,3.52,2.83,2.34,0.0,0.07,0.07,0.05,0.03,0.0,0.23,0.43,0.45,0.37,0.0,5.59,12.2,8.13,6.1,0.0,21.33,28.67,28.25,21.19,99.5,14.21,22.11,35.81,28.83,2.0,0.29,0.43,0.67,0.54,0.0,36.580882352941174
80,muebles,mesitas de noche,80.0,0.26,0.23,0.22,0.22,0.21,2254.0,3123.14,3004.07,2602.57,2121.82,10.0,17.29,16.29,13.86,11.5,0.004436557231588288,0.01,0.01,0.01,0.01,19.0,21.43,25.43,25.9,21.11,2.58,3.93,3.62,3.05,2.53,0.0,0.07,0.07,0.05,0.03,0.0,0.22,0.43,0.4,0.37,0.0,5.59,12.2,8.13,6.1,0.0,20.63,28.67,28.25,21.19,99.5,28.43,25.27,19.48,30.41,2.0,0.57,0.5,0.38,0.57,0.0,38.565891472868216
81,muebles,mesitas de noche,80.0,0.44,0.26,0.24,0.23,0.22,3324.0,3224.43,3078.71,2715.48,2218.39,18.0,17.43,16.71,14.48,11.93,0.005415162454873646,0.01,0.01,0.01,0.01,9.0,18.71,24.71,26.33,21.43,7.97,4.51,4.01,3.37,2.77,0.0,0.0,0.07,0.05,0.03,0.0,0.07,0.43,0.4,0.34,0.0,0.0,12.2,8.13,6.1,0.0,8.6,28.67,28.25,21.19,49.75,35.54,28.83,21.85,32.18,1.0,0.71,0.57,0.43,0.61,0.0,6.242158092848181
127,muebles,mesitas de noche,80.0,0.33,0.35,0.34,0.35,0.35,1085.0,817.57,807.36,880.48,978.96,6.0,5.57,6.5,6.9,6.82,0.00552995391705069,0.01,0.01,0.01,0.01,9.0,10.57,11.29,10.62,8.29,2.0,1.99,2.29,2.44,2.38,1.0,0.14,0.12,0.08,0.06,2.0,0.29,0.24,0.16,0.12,120.4,17.2,20.44,13.63,10.22,240.8,34.4,40.89,27.26,20.44,149.26,21.32,10.66,7.11,7.31,3.0,0.43,0.21,0.14,0.14,60.2,74.63
132,muebles,mesitas de noche,80.0,0.28,0.32,0.33,0.34,0.34,1264.0,1362.29,983.0,941.57,973.64,14.0,8.86,7.0,7.0,7.11,0.011075949367088608,0.01,0.01,0.01,0.01,9.0,21.14,15.93,13.71,12.61,3.89,2.78,2.26,2.36,2.39,0.25,0.18,0.09,0.09,0.07,0.5,0.36,0.18,0.18,0.14,16.88,19.61,9.81,14.43,10.82,33.75,39.22,19.61,28.86,21.65,199.0,49.75,24.88,16.58,12.44,4.0,1.0,0.5,0.33,0.25,4.34,51.156812339331616
139,muebles,mesitas de noche,80.0,0.27,0.3,0.31,0.32,0.33,1344.0,1870.29,1616.29,1278.76,1173.75,9.0,12.29,10.57,8.76,8.32,0.006696428571428571,0.01,0.01,0.01,0.01,84.0,27.86,24.5,19.9,17.25,2.39,3.76,3.27,2.76,2.71,0.0,0.29,0.23,0.15,0.14,0.0,0.57,0.46,0.31,0.28,0.0,55.86,37.73,25.16,24.79,0.0,111.71,75.47,50.31,49.58,99.51,14.22,31.98,21.32,15.99,2.0,0.29,0.64,0.43,0.32,0.0,41.63598326359833
148,muebles,mesitas de noche,80.0,0.25,0.27,0.28,0.29,0.31,1730.0,1362.14,1504.86,1526.14,1349.0,6.0,9.14,10.36,10.33,9.14,0.0034682080924855487,0.01,0.01,0.01,0.01,9.0,28.0,25.93,26.57,22.57,1.48,2.52,2.91,3.0,2.75,0.0,0.21,0.11,0.18,0.17,0.0,0.29,0.14,0.31,0.3,0.0,25.44,12.72,27.9,25.23,0.0,38.83,19.41,51.79,47.44,99.5,14.21,14.22,18.95,19.55,2.0,0.29,0.29,0.38,0.39,0.0,67.22972972972973
150,muebles,mesitas de noche,80.0,0.26,0.26,0.27,0.28,0.3,1510.0,1414.71,1379.79,1587.0,1410.57,6.0,10.29,10.36,10.9,9.93,0.003973509933774834,0.01,0.01,0.01,0.01,19.0,22.71,30.64,25.71,24.93,1.58,2.7,2.84,3.13,2.95,0.0,0.07,0.11,0.18,0.17,0.0,0.14,0.14,0.31,0.3,0.0,13.39,12.72,27.9,25.23,0.0,26.77,19.41,51.79,47.44,49.75,21.32,17.77,21.32,21.32,1.0,0.43,0.36,0.43,0.43,0.0,31.487341772151897
168,muebles,mesitas de noche,60.0,0.51,0.43,0.36,0.33,0.32,1150.0,1092.43,1402.43,1536.38,1468.64,9.0,7.57,9.79,11.81,11.32,0.007826086956521741,0.01,0.01,0.01,0.01,66.0,24.14,28.07,27.19,28.39,4.6,3.29,3.4,3.73,3.49,0.0,0.0,0.0,0.05,0.09,0.0,0.0,0.0,0.1,0.14,0.0,0.0,0.0,7.67,12.11,0.0,0.0,0.0,15.34,21.21,178.72,25.53,12.77,15.62,11.71,4.0,0.57,0.29,0.33,0.25,0.0,38.85217391304348
182,muebles,mesitas de noche,80.0,0.34,0.36,0.38,0.39,0.37,1331.0,1069.86,971.29,1011.67,1186.86,12.0,6.71,6.14,6.62,7.96,0.009015777610818931,0.01,0.01,0.01,0.01,19.0,9.29,13.29,16.9,20.68,4.03,2.34,2.21,2.57,2.8,0.0,0.0,0.07,0.05,0.04,0.0,0.0,0.14,0.1,0.07,0.0,0.0,4.78,3.19,2.39,0.0,0.0,9.56,6.37,4.78,55.29,7.9,7.31,13.38,10.04,1.0,0.14,0.14,0.29,0.21,0.0,13.719602977667492
185,muebles,mesitas de noche,80.0,0.31,0.35,0.36,0.38,0.38,1136.0,1204.14,1014.21,1024.05,1082.79,3.0,6.71,6.21,6.71,6.79,0.002640845070422535,0.01,0.01,0.01,0.01,19.0,13.43,9.93,18.24,18.36,0.93,2.36,2.2,2.54,2.56,0.0,0.29,0.21,0.14,0.11,0.0,0.57,0.43,0.29,0.21,0.0,18.16,13.86,9.24,6.93,0.0,36.32,27.72,18.48,13.86,55.29,15.8,11.26,16.02,12.01,1.0,0.29,0.21,0.33,0.25,0.0,59.4516129032258
190,muebles,mesitas de noche,80.0,0.47,0.37,0.37,0.38,0.39,983.0,1176.43,1148.86,1043.33,1072.21,6.0,6.86,6.86,6.52,6.79,0.006103763987792472,0.01,0.01,0.01,0.01,9.0,13.29,10.64,12.38,16.0,2.8,2.6,2.5,2.39,2.61,0.0,0.14,0.14,0.14,0.11,0.0,0.29,0.29,0.29,0.21,0.0,8.6,9.08,9.24,6.93,0.0,17.2,18.16,18.48,13.86,110.58,23.7,15.8,12.77,15.96,2.0,0.43,0.29,0.24,0.32,0.0,39.49285714285715
198,muebles,mesitas de noche,80.0,0.33,0.31,0.31,0.33,0.35,2824.0,1777.86,1395.0,1316.67,1193.11,12.0,8.43,7.0,7.0,6.64,0.00424929178470255,0.0,0.0,0.01,0.01,9.0,10.57,10.57,10.62,10.57,3.98,2.71,2.34,2.42,2.32,2.0,0.29,0.14,0.19,0.18,3.0,0.43,0.21,0.33,0.32,133.8,19.11,9.56,12.42,11.71,200.7,28.67,14.34,21.66,21.03,110.58,15.8,19.75,15.8,13.53,2.0,0.29,0.36,0.29,0.25,33.62,27.78391959798995
199,muebles,mesitas de noche,80.0,0.38,0.32,0.31,0.32,0.34,1173.0,1842.86,1397.64,1333.14,1205.93,4.0,8.43,7.07,6.95,6.64,0.0034100596760443308,0.0,0.01,0.01,0.01,66.0,18.71,13.93,13.76,11.93,1.51,2.74,2.38,2.37,2.29,0.0,0.29,0.14,0.19,0.18,0.0,0.43,0.21,0.33,0.32,0.0,19.11,9.56,12.42,11.71,0.0,28.67,14.34,21.66,21.03,110.58,31.59,23.7,21.06,17.48,2.0,0.57,0.43,0.38,0.32,0.0,73.23178807947019
57,muebles,mesitas de noche,100.0,0.75,0.34,0.25,0.23,0.22,105.0,172.43,197.21,296.67,440.14,2.0,1.14,1.57,1.76,2.04,0.01904761904761905,0.01,0.01,0.01,0.01,28.0,4.0,3.29,3.95,4.29,1.5,0.49,0.45,0.43,0.47,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,5.59,0.0,0.0,0.0,0.0,5.59,143.64,20.52,20.52,13.68,14.88,2.0,0.29,0.29,0.19,0.21,0.0,95.75999999999999
68,muebles,mesitas de noche,100.0,0.18,0.17,0.25,0.22,0.22,644.0,533.29,412.86,336.0,333.39,3.0,2.43,2.57,2.05,2.04,0.004658385093167702,0.0,0.01,0.01,0.01,9.0,8.0,7.36,4.9,5.32,0.53,0.43,0.6,0.48,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.64,20.52,20.52,13.68,15.39,2.0,0.29,0.29,0.19,0.21,0.0,271.01886792452825
82,muebles,mesitas de noche,80.0,0.72,0.33,0.26,0.23,0.26,1860.0,1089.0,961.36,818.67,687.11,13.0,4.43,4.0,3.48,3.29,0.006989247311827957,0.0,0.0,0.0,0.01,9.0,10.57,11.29,10.19,9.32,9.34,2.37,1.55,1.18,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.55,0.41,64.63,9.23,4.62,9.92,12.57,1.0,0.14,0.07,0.14,0.18,0.0,6.919700214132762
133,muebles,mesitas de noche,80.0,0.29,0.3,0.33,0.38,0.36,463.0,557.57,489.57,429.81,416.79,5.0,3.71,3.07,2.95,2.64,0.01079913606911447,0.01,0.01,0.01,0.01,9.0,12.0,7.29,5.29,4.96,1.47,1.12,1.0,1.13,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.26,18.47,9.23,6.16,4.62,2.0,0.29,0.14,0.1,0.07,0.0,87.93197278911565
135,muebles,mesitas de noche,80.0,0.24,0.28,0.34,0.35,0.37,551.0,590.0,539.5,454.76,432.32,2.0,3.29,2.93,2.86,2.64,0.003629764065335753,0.01,0.01,0.01,0.01,9.0,10.57,7.93,5.71,5.61,0.48,0.92,0.94,1.04,1.03,0.0,0.04,0.02,0.01,0.01,0.0,0.07,0.04,0.02,0.02,0.0,3.14,1.57,1.05,0.79,0.0,6.29,3.14,2.1,1.57,193.88,46.16,23.08,15.39,11.54,3.0,0.71,0.36,0.24,0.18,0.0,403.9166666666667
142,muebles,mesitas de noche,80.0,0.23,0.23,0.25,0.31,0.32,234.0,341.57,465.79,473.52,426.46,3.0,2.71,3.0,2.86,2.82,0.01282051282051282,0.01,0.01,0.01,0.01,9.0,9.29,9.93,8.38,6.61,0.69,0.73,0.83,0.87,0.96,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.04,0.02,0.02,0.0,0.0,1.57,1.05,0.79,0.0,0.0,3.14,2.1,1.57,64.63,27.7,36.93,24.62,18.47,1.0,0.43,0.57,0.38,0.29,0.0,93.66666666666667
158,muebles,mesitas de noche,80.0,0.44,0.16,0.15,0.19,0.21,184.0,168.29,199.21,232.24,302.75,4.0,1.14,1.0,1.38,1.79,0.021739130434782608,0.01,0.0,0.01,0.01,19.0,9.29,11.36,11.57,10.64,1.76,0.49,0.35,0.46,0.56,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,1.57,64.63,36.01,31.85,30.47,34.39,1.0,0.57,0.5,0.48,0.54,0.0,36.72159090909091
48,muebles,banquetas y bancos,80.0,0.26,0.09,0.05,0.03,0.02,1295.0,373.71,186.86,124.57,124.57,17.0,4.14,2.07,1.38,1.38,0.013127413127413128,0.01,0.01,0.01,0.01,19.0,5.29,2.64,1.76,1.76,4.41,1.0,0.5,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.33,7.19,3.6,2.4,2.4,1.0,0.14,0.07,0.05,0.05,0.0,11.412698412698411
79,muebles,banquetas y bancos,60.0,0.23,0.21,0.25,0.27,0.26,393.0,418.86,696.36,764.71,671.89,3.0,3.86,5.71,6.33,5.5,0.0076335877862595426,0.01,0.01,0.01,0.01,9.0,10.57,9.29,9.29,7.96,0.7,0.81,1.52,1.75,1.54,0.0,0.0,0.05,0.03,0.02,0.0,0.0,0.09,0.13,0.13,0.0,0.0,2.7,1.8,1.35,0.0,0.0,5.14,4.07,3.06,90.58,12.94,6.47,4.31,3.24,2.0,0.29,0.14,0.1,0.07,0.0,129.4
81,muebles,banquetas y bancos,60.0,0.55,0.26,0.27,0.28,0.26,809.0,464.0,649.43,761.62,684.86,4.0,3.86,5.71,6.48,5.57,0.004944375772558714,0.01,0.01,0.01,0.01,28.0,7.86,11.29,10.19,8.96,2.2,1.04,1.59,1.83,1.56,0.0,0.0,0.05,0.03,0.02,0.0,0.0,0.09,0.11,0.13,0.0,0.0,2.7,1.8,1.35,0.0,0.0,5.14,3.43,3.06,45.29,19.41,9.7,6.47,4.85,1.0,0.43,0.21,0.14,0.11,0.0,20.586363636363636
82,muebles,banquetas y bancos,60.0,0.33,0.28,0.27,0.28,0.28,804.0,524.86,646.79,752.81,700.0,5.0,3.86,5.36,5.95,5.75,0.006218905472636815,0.01,0.01,0.01,0.01,9.0,7.86,11.93,10.62,8.61,1.67,1.13,1.54,1.72,1.62,1.0,0.14,0.1,0.08,0.06,2.0,0.29,0.19,0.2,0.2,54.8,7.83,5.27,4.41,3.31,109.6,15.66,10.8,8.64,6.97,45.29,25.88,12.94,8.63,6.47,1.0,0.57,0.29,0.19,0.14,32.81,27.11976047904192
136,muebles,banquetas y bancos,60.0,0.28,0.32,0.37,0.4,0.41,865.0,816.57,615.86,536.62,572.46,6.0,5.57,4.0,3.52,3.71,0.006936416184971097,0.01,0.01,0.01,0.01,9.0,6.57,3.93,3.05,2.61,1.69,1.81,1.43,1.36,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.58,12.94,13.3,8.87,6.65,2.0,0.29,0.29,0.19,0.14,0.0,53.59763313609468
142,muebles,banquetas y bancos,60.0,0.23,0.35,0.33,0.36,0.38,766.0,711.43,756.93,621.48,563.36,8.0,6.14,5.5,4.52,4.07,0.010443864229765013,0.01,0.01,0.01,0.01,19.0,17.14,11.21,7.9,6.25,1.85,2.08,1.84,1.6,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.58,25.88,12.94,13.18,9.89,2.0,0.57,0.29,0.29,0.21,0.0,48.96216216216216
159,muebles,banquetas y bancos,60.0,0.21,0.21,0.22,0.26,0.28,914.0,741.57,763.07,737.71,732.75,20.0,10.71,9.21,8.43,7.82,0.02188183807439825,0.01,0.01,0.01,0.01,37.0,29.29,20.0,19.52,17.61,4.14,2.19,1.96,2.08,2.07,0.67,0.14,0.07,0.05,0.04,1.33,0.29,0.15,0.1,0.08,36.53,7.83,3.91,2.61,1.96,73.07,15.66,8.35,5.57,4.17,45.29,6.47,6.47,8.63,9.71,1.0,0.14,0.14,0.19,0.21,8.82,10.93961352657005
174,muebles,banquetas y bancos,60.0,0.3,0.28,0.24,0.22,0.22,580.0,990.57,1055.64,985.52,942.18,3.0,9.43,11.0,11.57,10.75,0.005172413793103447,0.01,0.01,0.01,0.01,19.0,5.43,7.36,12.9,13.36,0.9,2.59,2.55,2.52,2.36,0.0,0.01,0.01,0.05,0.04,0.0,0.02,0.01,0.1,0.08,0.0,0.72,0.36,2.85,2.14,0.0,1.45,0.73,5.7,4.54,42.81,12.23,6.12,8.39,7.91,1.0,0.29,0.14,0.19,0.18,0.0,47.56666666666667
189,muebles,banquetas y bancos,80.0,0.35,0.27,0.28,0.26,0.25,670.0,580.0,656.71,691.0,806.43,6.0,6.43,6.5,6.62,8.46,0.008955223880597015,0.01,0.01,0.01,0.01,9.0,10.71,7.36,6.71,7.04,2.11,1.73,1.77,1.8,2.12,0.0,0.0,0.05,0.04,0.03,0.0,0.0,0.07,0.06,0.04,0.0,0.0,3.4,2.51,1.88,0.0,0.0,4.49,3.48,2.61,50.33,7.19,3.6,6.47,4.86,1.0,0.14,0.07,0.14,0.11,0.0,23.85308056872038
204,muebles,banquetas y bancos,80.0,0.24,0.25,0.24,0.25,0.25,461.0,829.71,565.79,570.24,602.96,13.0,10.29,6.5,6.38,6.57,0.028199566160520606,0.01,0.01,0.01,0.01,37.0,8.0,6.0,6.67,6.68,3.16,2.44,1.61,1.65,1.7,1.0,0.14,0.07,0.05,0.04,2.0,0.29,0.14,0.1,0.09,62.9,8.99,4.49,3.0,2.79,125.8,17.97,8.99,5.99,5.58,50.33,7.19,3.6,4.79,3.6,1.0,0.14,0.07,0.1,0.07,19.91,15.927215189873417
209,muebles,banquetas y bancos,80.0,0.24,0.23,0.25,0.24,0.24,278.0,416.14,638.0,512.29,539.5,2.0,4.71,6.86,5.57,5.93,0.007194244604316547,0.01,0.01,0.01,0.01,9.0,9.29,4.64,4.86,6.32,0.48,1.13,1.68,1.38,1.47,0.0,0.14,0.07,0.05,0.04,0.0,0.29,0.14,0.1,0.07,0.0,8.99,4.49,3.0,2.25,0.0,17.97,8.99,5.99,4.49,50.33,21.57,10.78,9.59,7.19,1.0,0.43,0.21,0.19,0.14,0.0,104.85416666666667
75,organización y almacenamiento,percheros,50.0,0.38,0.15,0.08,0.05,0.04,1350.0,447.86,223.93,149.29,111.96,19.0,7.14,3.57,2.38,1.79,0.014074074074074076,0.02,0.02,0.02,0.02,28.0,14.57,12.57,9.67,9.25,7.2,2.49,1.24,0.83,0.62,0.0,0.05,0.02,0.02,0.01,0.0,0.2,0.1,0.07,0.05,0.0,1.67,0.83,0.56,0.42,0.0,10.99,5.49,3.66,2.75,37.12,5.3,2.65,1.77,1.33,1.0,0.14,0.07,0.05,0.04,0.0,5.155555555555555
82,organización y almacenamiento,percheros,50.0,0.4,0.41,0.28,0.19,0.14,2815.0,1857.43,1152.64,768.43,576.32,34.0,30.14,18.64,12.43,9.32,0.012078152753108348,0.02,0.02,0.02,0.02,94.0,37.57,26.07,20.9,16.64,13.58,12.13,7.31,4.87,3.65,0.0,0.04,0.04,0.03,0.02,0.0,0.05,0.12,0.08,0.06,0.0,1.6,1.64,1.09,0.82,0.0,2.25,6.62,4.41,3.31,74.22,10.6,7.95,5.3,3.98,2.0,0.29,0.21,0.14,0.11,0.0,5.46539027982327
83,organización y almacenamiento,percheros,50.0,0.4,0.4,0.31,0.21,0.15,2948.0,2115.57,1363.21,908.81,681.61,37.0,32.57,21.29,14.19,10.64,0.012550881953867029,0.02,0.02,0.02,0.02,47.0,43.0,29.43,23.14,18.32,14.91,12.97,8.37,5.58,4.19,0.0,0.04,0.04,0.03,0.02,0.0,0.05,0.12,0.08,0.06,0.0,1.6,1.64,1.09,0.82,0.0,2.25,6.62,4.41,3.31,74.22,21.21,13.25,8.84,6.63,2.0,0.57,0.36,0.24,0.18,0.0,4.977867203219316
84,organización y almacenamiento,percheros,50.0,0.46,0.41,0.34,0.23,0.17,2491.0,2293.29,1541.14,1027.43,770.57,32.0,33.43,23.57,15.71,11.79,0.012846246487354477,0.02,0.02,0.02,0.02,19.0,41.71,30.79,23.62,18.68,14.73,13.48,9.42,6.28,4.71,0.0,0.04,0.04,0.03,0.02,0.0,0.05,0.12,0.08,0.06,0.0,1.6,1.64,1.09,0.82,0.0,2.25,6.62,4.41,3.31,37.11,26.51,15.9,10.6,7.95,1.0,0.71,0.43,0.29,0.21,0.0,2.519348268839104
90,organización y almacenamiento,percheros,50.0,0.42,0.33,0.37,0.32,0.24,341.0,478.14,1296.86,1068.19,801.14,4.0,5.57,19.07,16.05,12.04,0.011730205278592377,0.01,0.01,0.01,0.01,9.0,10.57,26.79,23.14,20.0,1.68,2.61,7.79,6.45,4.84,0.0,0.0,0.02,0.03,0.02,0.0,0.0,0.03,0.08,0.06,0.0,0.0,0.8,1.09,0.82,0.0,0.0,1.12,4.41,3.31,41.24,11.19,16.2,12.57,9.43,1.0,0.29,0.43,0.33,0.25,0.0,24.54761904761905
122,organización y almacenamiento,percheros,50.0,0.36,0.42,0.4,0.42,0.44,200.0,337.57,367.93,375.24,349.57,5.0,5.57,5.86,6.14,5.43,0.025,0.02,0.02,0.02,0.02,19.0,9.43,7.36,8.86,6.64,1.82,2.24,2.3,2.54,2.38,0.0,0.0,0.07,0.05,0.07,0.0,0.0,0.14,0.12,0.16,0.0,0.0,3.56,2.38,3.56,0.0,0.0,7.13,5.94,8.02,41.24,11.78,11.78,7.86,11.78,1.0,0.29,0.29,0.19,0.29,0.0,22.65934065934066
133,organización y almacenamiento,percheros,50.0,0.36,0.31,0.37,0.38,0.39,323.0,358.43,299.93,338.33,360.46,6.0,7.29,5.71,6.05,6.29,0.018575851393188854,0.02,0.02,0.02,0.02,9.0,11.86,8.57,7.95,7.93,2.15,2.26,2.03,2.22,2.38,0.0,0.0,0.07,0.05,0.07,0.0,0.0,0.07,0.05,0.12,0.0,0.0,3.21,2.14,3.39,0.0,0.0,3.21,2.14,6.06,37.11,5.3,8.54,9.62,7.22,1.0,0.14,0.21,0.24,0.18,0.0,17.26046511627907
134,organización y almacenamiento,percheros,50.0,0.27,0.3,0.34,0.38,0.38,369.0,370.29,316.43,341.81,360.71,7.0,7.14,6.0,6.24,6.32,0.018970189701897015,0.02,0.02,0.02,0.02,19.0,14.57,9.93,8.86,8.61,1.87,2.17,2.02,2.27,2.35,0.0,0.0,0.07,0.05,0.07,0.0,0.0,0.07,0.05,0.12,0.0,0.0,3.21,2.14,3.39,0.0,0.0,3.21,2.14,6.06,37.11,10.6,11.19,7.46,8.54,1.0,0.29,0.29,0.19,0.21,0.0,19.844919786096256
