Conversiones;Valor de las conversiones;Path_1;Path_2;Path_3;Path_4;Path_5;Path_6;Path_7;Path_8;Path_9;Path_10;Path_11;Path_12;Path_13;Path_14;Path_15;Path_16;Path_17;Path_18;Path_19;Path_20;Path_21;Path_22;Path_23;Path_24;Path_25;Path_26;Path_27;Path_28;Path_29;Path_30;Path_31;Path_32;Path_33;Path_34;Path_35;Path_36;Path_37;Path_38;Path_39;Path_40;Path_41;Path_42;Path_43;Path_44;Path_45;Path_46;Path_47;Path_48;Path_49;Path_50;Path_51;Path_52;Path_53;Path_54;Path_55;Path_56;Path_57;Path_58;Path_59;Path_60;Path_61;Path_62;Path_63;Path_64;Path_65;Path_66;Path_67;Path_68;Path_69;Path_70;Path_71;Path_72;Path_73;Path_74
3;337,68 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / organic ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;54,90 €;(direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / organic ; google / cpc ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;240,00 €;(direct) / (none) ; (direct) / (none) ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;53,90 €;(direct) / (none) ; (direct) / (none) ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;103,20 €;(direct) / (none) ; google / organic ; google / cpc ; google / cpc ; google / organic ; google / cpc ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;50,60 €;(direct) / (none) ; google / organic ; (direct) / (none) ; (direct) / (none) ; criteo / banner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;454,90 €;(direct) / (none) ; accounts.google.es / referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;223,60 €;(direct) / (none) ; es.search.yahoo.com / referral ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;16,90 €;youtube.com / referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;31,40 €;google / organic ; loltarerecomienda / post ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;46,90 €;google / organic ; es.downloadsearch.cnet.com / referral ; criteo / banner ; (direct) / (none) ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;87,10 €;google / organic ; google / cpc ; accounts.google.es / referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;134,30 €;google / organic ; google / cpc ; google / cpc ; google / cpc ; google / organic ; google / cpc ; google / organic ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / organic ; google / cpc ; google / organic ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;36,70 €;google / organic ; google / cpc ; google / cpc ; yotpo / email ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2.474,10 €;google / organic ; google / cpc ; google / cpc ; google / organic ; bing / organic ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; criteo / banner ; (direct) / (none) ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;288,40 €;google / organic ; google / cpc ; google / cpc ; google / organic ; Universal LDK / email ; google / organic ; (direct) / (none) ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;36,60 €;google / organic ; google / cpc ; google / cpc ; google / organic ; Universal LDK / email ; google / organic ; (direct) / (none) ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35,90 €;google / organic ; google / cpc ; google / cpc ; google / organic ; Universal LDK / email ; google / organic ; (direct) / (none) ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;97,70 €;google / organic ; google / cpc ; criteo / banner ; google / cpc ; google / cpc ; criteo / banner ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;107,70 €;google / organic ; google / cpc ; criteo / banner ; (direct) / (none) ; google / cpc ; google / cpc ; criteo / banner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;39,10 €;google / organic ; google / cpc ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;107,30 €;google / organic ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;27,80 €;google / organic ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; Universal LDK / email ; google / organic ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;199,70 €;google / organic ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;53,90 €;google / organic ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / organic ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;35,90 €;google / organic ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; google / cpc ; facebook.com / referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;89,96 €;google / organic ; google / cpc ; Universal LDK / email ; Universal LDK / email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;37,40 €;google / organic ; criteo / banner ; (direct) / (none) ; facebook.com / referral ; google / cpc ; (direct) / (none) ; (direct) / (none) ; criteo / banner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;47,80 €;google / organic ; criteo / banner ; (direct) / (none) ; google / cpc ; (direct) / (none) ; m.facebook.com / referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;16,90 €;google / organic ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;163,90 €;google / organic ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; my.yotpo.com / referral ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;85,30 €;google / organic ; criteo / banner ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / organic ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;23,90 €;google / organic ; (direct) / (none) ; google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;51,90 €;google / organic ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;13,80 €;google / organic ; (direct) / (none) ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / organic ; google / cpc ; google / organic ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;31,90 €;google / organic ; (direct) / (none) ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;380,28 €;google / organic ; (direct) / (none) ; criteo / banner ; google / cpc ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;92,34 €;google / organic ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; facebook.com / referral ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;68,90 €;google / organic ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;52,40 €;google / organic ; (direct) / (none) ; criteo / banner ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;283,10 €;google / organic ; (direct) / (none) ; criteo / banner ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;152,80 €;google / organic ; (direct) / (none) ; (direct) / (none) ; accounts.google.es / referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;152,50 €;google / organic ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; criteo / banner ; google / cpc ; google / cpc ; google / cpc ; google / organic ; (direct) / (none) ; google / cpc ; criteo / banner ; (direct) / (none) ; google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;136,50 €;google / organic ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; google / organic ; (direct) / (none) ; criteo / banner ; google / organic ; criteo / banner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;62,01 €;google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc ; google / cpc ; criteo / banner ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;121,70 €;google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1.089,90 €;google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;383,70 €;google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;171,90 €;google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; lolaterecomienda / post ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;56,90 €;google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;46,80 €;google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; v2.zopim.com / referral ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;104,70 €;google / organic ; (direct) / (none) ; Universal LDK / email ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;158,40 €;google / organic ; yotpo / facebook ; (direct) / (none) ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;165,60 €;deref-gmx.es / referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;37,90 €;yotpo / after_review_landing ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;92,70 €;discretesearch.com / referral ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;33,90 €;es.search.yahoo.com / referral ; criteo / banner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;37,40 €;bing / cpc ; bing / cpc ; bing / cpc ; (direct) / (none) ; bing / cpc ; criteo / banner ; (direct) / (none) ; bing / cpc ; criteo / banner ; (direct) / (none) ; bing / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;60,30 €;bing / cpc ; bing / cpc ; google / cpc ; google / cpc ; bing / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;61,90 €;bing / cpc ; bing / cpc ; bing / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;16,90 €;bing / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;16,90 €;bing / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;46,40 €;bing / cpc ; criteo / banner ; bing / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;29,90 €;bing / cpc ; (direct) / (none) ; criteo / banner ; criteo / (not set) ; criteo / banner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;148,50 €;bing / cpc ; (direct) / (none) ; criteo / banner ; Universal LDK / email ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;29,90 €;m.facebook.com / referral ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;138,60 €;outlook.live.com / referral ; google / organic ; (direct) / (none) ; outlook.live.com / referral ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;20,20 €;google / cpc ; bing / cpc ; google / cpc ; bing / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;24,90 €;google / cpc ; outlook.live.com / referral ; m.facebook.com / referral ; google / organic ; (direct) / (none) ; Universal LDK / email ; google / cpc ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;322,50 €;google / cpc ; google / cpc ; outlook.live.com / referral ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; google / cpc ; (direct) / (none) ; Universal LDK / email ; google / cpc ; google / organic ; google / cpc ; google / organic ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;195,90 €;google / cpc ; google / cpc ; outlook.live.com / referral ; (direct) / (none) ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;18,30 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; outlook.live.com / referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;16,90 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; lm.facebook.com / referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;78,18 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;50,70 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; criteo / banner ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; criteo / banner ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;114,95 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; criteo / banner ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; criteo / banner ; google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc;;;;;;;;;;;
2;70,97 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;48,70 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; criteo / banner ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;285,00 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; criteo / banner ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;376,10 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;31,80 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;236,30 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / organic ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;26,90 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;158,40 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;208,00 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / organic ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;147,40 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; google / cpc ; (direct) / (none) ; criteo / banner ; google / cpc ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;148,50 €;google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; criteo / banner ; google / cpc ; criteo / banner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
